oa_code_2021,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_89,age_90_94,age_95_99,age_100_plus
S00162727,0,5,10,7,6,7,4,2,6,7,7,6,2,6,11,4,3,1,0,0,0
S00162728,2,4,6,3,4,2,3,4,2,2,4,8,9,2,7,5,2,0,1,0,0
S00162729,1,3,8,6,5,4,1,5,4,8,18,18,24,16,11,13,3,8,0,0,0
S00162730,17,8,12,7,9,7,6,4,6,2,5,2,6,0,0,3,0,0,0,0,0
S00162731,4,6,8,12,12,4,6,3,6,15,15,19,12,3,6,5,11,4,5,1,0
S00162732,6,2,9,5,3,6,1,2,5,9,15,6,11,7,8,7,1,0,0,0,0
S00162733,4,1,2,2,5,5,9,10,6,6,8,3,8,4,8,3,2,3,0,0,0
S00162734,12,13,9,12,6,8,18,19,6,6,12,21,13,4,9,6,4,3,2,0,0
S00162735,8,9,9,2,2,4,13,6,12,7,15,19,30,19,13,8,6,3,1,0,0
S00162736,5,14,15,5,3,2,4,3,10,14,16,11,8,1,6,3,4,1,1,0,0
S00162737,5,4,4,4,3,3,2,3,2,5,10,1,12,10,4,1,3,0,0,0,0
S00162738,4,12,10,6,3,2,8,4,9,13,6,18,8,8,11,4,8,10,2,0,0
S00162739,13,12,17,13,8,6,6,6,10,9,7,7,5,6,5,2,2,2,7,0,0
S00162740,2,4,3,1,2,2,4,3,3,4,10,10,18,7,5,14,5,0,1,0,0
S00162741,1,5,2,2,3,4,3,5,1,6,7,10,7,6,10,7,4,1,1,0,0
S00162742,2,2,7,5,7,2,10,5,11,9,17,12,10,8,8,7,3,3,0,0,0
S00162743,7,2,2,0,3,6,6,3,7,7,16,11,17,12,8,15,4,3,0,0,0
S00162744,4,6,10,6,3,4,0,6,10,13,2,7,10,2,17,1,0,2,0,0,0
S00162745,5,6,2,2,4,2,1,9,7,2,6,6,8,8,7,6,5,1,0,1,0
S00162746,1,5,3,0,5,2,4,4,2,5,4,5,6,6,10,1,1,1,0,0,0
S00162747,14,11,12,8,9,29,13,15,9,10,7,5,8,3,2,0,0,1,0,0,0
S00162748,1,7,6,6,7,3,0,7,8,9,15,14,7,10,9,6,12,2,1,1,0
S00162749,13,13,14,2,6,10,7,7,8,14,1,6,7,7,6,2,0,0,0,0,0
S00162750,1,2,4,2,3,2,2,1,1,6,6,9,10,8,9,1,3,1,2,0,0
S00162751,0,3,9,7,3,3,5,5,8,7,3,7,1,2,1,0,0,0,0,0,0
S00162752,0,3,2,1,3,3,0,4,1,4,5,10,4,3,8,14,8,4,2,0,0
S00162753,6,5,3,0,6,9,8,6,7,4,5,5,13,5,3,2,3,1,0,0,0
S00162754,1,5,7,4,4,1,2,2,4,10,7,7,13,13,10,8,6,5,2,0,0
S00162755,4,7,8,8,2,9,7,4,11,11,11,6,12,11,7,0,0,2,0,0,0
S00162756,3,5,5,7,3,9,2,5,12,7,17,15,18,22,10,6,3,1,0,0,0
S00162757,4,5,6,6,4,8,2,6,7,10,6,10,8,19,16,14,8,12,4,5,0
S00162758,8,7,6,3,13,17,7,11,9,4,17,6,11,8,7,0,2,0,0,0,0
S00162759,0,11,11,9,9,0,1,7,5,11,12,17,9,12,15,11,1,2,2,0,0
S00162760,3,8,7,3,3,1,2,3,3,3,10,7,9,7,7,5,1,1,0,0,0
S00162761,5,5,6,2,4,2,4,8,10,3,6,11,10,7,11,5,3,2,0,0,0
S00162762,4,1,5,1,9,2,4,5,3,3,4,16,11,10,6,4,9,2,1,0,0
S00162763,10,5,9,5,11,6,3,13,8,5,18,19,17,9,4,8,1,2,4,0,0
S00162764,3,2,4,6,2,1,5,1,6,6,6,9,11,13,10,9,5,2,3,0,0
S00162765,0,5,9,8,2,0,1,0,8,7,17,8,4,5,13,17,6,5,5,0,0
S00162766,4,4,4,6,2,0,0,3,8,1,7,7,6,6,4,7,1,0,0,0,0
S00162767,0,1,3,1,6,5,2,1,3,8,10,7,6,1,12,4,3,2,0,0,0
S00162768,5,8,4,2,0,3,6,7,10,7,7,16,10,18,7,2,4,0,0,0,0
S00162769,17,13,5,3,1,1,9,17,8,11,6,8,14,11,9,14,2,2,1,0,0
S00162770,7,11,12,5,3,4,10,13,15,3,4,7,2,7,8,5,1,0,0,0,0
S00162771,2,10,15,7,3,2,4,3,6,12,15,6,6,13,6,9,4,2,1,0,0
S00162772,2,1,3,0,0,1,4,0,3,2,4,10,8,13,4,6,3,6,6,0,0
S00162773,2,0,2,2,2,3,1,2,3,1,7,6,5,10,7,8,11,4,0,0,0
S00162774,0,1,4,7,3,3,1,5,2,5,15,18,9,9,16,10,5,2,1,0,0
S00162775,0,1,2,0,4,1,3,4,4,7,11,12,15,15,20,10,10,3,0,0,0
S00162776,2,2,6,1,2,4,0,2,9,4,8,12,6,5,4,6,4,2,0,0,0
S00162777,5,14,2,2,5,6,7,1,6,3,12,15,15,9,11,4,12,4,3,2,0
S00162778,8,8,13,10,8,6,14,18,12,13,14,12,15,7,8,4,0,1,0,0,0
S00162779,4,4,3,6,1,1,2,0,6,4,10,8,7,6,9,8,11,12,7,7,0
S00162780,4,2,4,3,5,11,7,4,1,6,8,10,11,5,5,4,1,1,0,0,0
S00162781,1,1,8,4,5,4,9,5,8,5,7,16,14,10,12,19,5,3,0,0,0
S00162782,3,4,6,9,6,0,5,5,8,15,1,12,7,13,7,10,8,0,0,0,0
S00162783,4,3,3,3,7,7,6,6,3,6,9,12,14,11,5,9,4,3,2,1,0
S00162784,11,19,9,5,5,3,12,11,16,8,8,4,0,4,4,1,0,0,2,0,0
S00162785,3,2,2,5,2,3,0,5,6,6,8,10,4,5,6,1,3,2,0,0,0
S00162786,5,7,8,2,1,6,7,10,6,3,3,1,3,4,1,2,0,0,2,0,0
S00162787,0,4,6,1,3,1,1,5,5,4,5,8,13,10,3,4,6,2,0,0,0
S00162788,4,12,13,13,0,6,2,13,13,13,17,11,16,10,11,8,7,6,0,0,0
S00162789,2,0,3,3,2,2,2,4,7,3,7,8,9,2,6,4,1,1,0,0,0
S00162790,1,2,13,5,2,3,0,6,6,6,4,4,1,3,5,4,1,2,0,0,0
S00162791,9,2,0,2,8,12,10,7,4,5,4,1,5,6,2,3,2,0,2,0,0
S00162792,6,8,5,7,3,0,6,8,4,5,13,7,7,14,14,12,6,1,1,0,0
S00162793,1,0,2,4,1,1,3,0,1,5,9,10,11,6,4,12,6,6,0,1,0
S00162794,1,4,8,8,1,3,5,7,1,13,9,8,8,4,9,12,8,3,1,0,0
S00162795,1,3,1,2,2,2,3,1,8,7,8,11,16,9,24,13,4,0,1,0,0
S00162796,1,5,8,2,1,4,0,5,6,9,13,11,5,14,10,11,5,6,4,0,0
S00162797,2,0,0,4,3,11,9,2,3,6,12,9,3,8,1,2,1,2,0,0,0
S00162798,13,8,11,10,4,10,13,3,11,3,7,4,7,3,1,6,3,0,1,0,0
S00162799,3,4,6,7,1,3,5,1,9,2,7,12,10,16,14,18,2,2,0,0,0
S00162800,2,4,5,2,1,5,2,5,7,5,10,11,10,9,8,17,5,3,0,0,0
S00162801,4,4,6,6,10,6,9,2,8,11,12,27,6,10,9,9,5,7,2,0,0
S00162802,7,8,9,7,4,11,7,10,7,7,13,9,8,15,12,3,1,3,1,0,0
S00162803,2,2,7,7,4,3,4,3,1,9,13,11,15,14,8,11,11,17,12,5,0
S00162804,7,1,4,2,1,4,0,3,5,0,5,5,1,11,5,2,2,1,1,0,0
S00162805,0,0,0,2,1,3,0,0,2,3,7,7,8,12,8,6,1,3,0,0,0
S00162806,0,0,4,3,4,2,4,2,4,2,4,4,12,2,3,4,6,3,1,1,0
S00162807,11,8,9,2,2,4,5,7,6,9,11,15,8,14,14,12,6,4,2,0,0
S00162808,3,8,5,6,8,13,3,9,4,11,12,7,10,7,4,14,6,1,1,0,0
S00162809,1,2,2,1,1,5,3,8,2,1,6,10,5,12,2,3,6,2,0,0,0
S00162810,10,15,5,7,1,2,5,16,9,3,11,8,7,6,15,5,6,2,0,0,0
S00162811,7,3,5,3,15,10,9,9,5,9,6,15,11,5,7,1,3,0,0,1,0
S00162812,6,6,4,4,0,4,8,4,8,5,7,4,7,6,13,4,8,8,0,0,0
S00162813,9,10,16,10,6,10,13,13,10,18,12,18,11,14,7,8,5,3,2,0,0
S00162814,3,4,1,2,2,3,10,5,7,8,4,8,14,4,4,6,0,4,0,0,0
S00162815,3,8,3,10,2,2,3,1,9,6,9,3,8,3,8,3,15,3,2,0,0
S00162816,6,8,9,7,2,3,7,3,11,7,14,19,13,14,17,14,5,7,4,0,0
S00162817,2,4,9,5,2,2,1,3,5,4,7,10,11,10,17,16,10,7,2,0,0
S00162818,4,3,3,2,7,1,5,7,5,3,5,4,4,2,6,2,2,0,0,0,0
S00162819,0,2,5,7,6,4,0,2,2,3,13,11,16,6,11,4,2,1,1,1,0
S00162820,0,1,3,6,2,0,0,3,0,7,6,4,6,7,8,6,3,1,0,0,0
S00162821,2,3,2,2,9,5,7,7,6,6,11,14,3,8,6,5,2,0,0,0,0
S00162822,5,6,1,1,3,8,6,6,3,11,13,11,8,13,22,13,6,6,2,0,0
S00162823,1,3,2,1,5,4,2,2,4,4,5,8,13,8,6,5,8,2,2,0,1
S00162824,3,3,8,1,1,4,2,8,11,8,8,8,10,9,7,8,9,4,1,0,0
S00162825,3,11,4,5,4,1,1,2,5,9,16,10,9,6,6,4,1,3,0,0,0
S00162826,7,6,13,9,7,6,8,8,7,7,19,13,23,8,9,6,3,7,1,0,0
S00162827,5,3,1,6,5,8,3,4,2,8,13,5,5,4,4,4,3,3,1,0,0
S00162828,3,6,8,8,5,3,11,4,4,3,11,3,8,4,0,1,7,1,0,0,0
S00162829,6,6,5,5,4,3,3,5,7,5,9,2,9,11,2,6,7,1,0,3,0
S00162830,6,0,4,3,4,7,1,6,4,6,5,11,7,9,3,9,8,5,2,0,0
S00162831,5,6,7,6,6,3,4,7,9,6,8,14,8,11,6,3,1,2,0,0,0
S00162832,5,6,11,7,9,3,3,5,8,7,8,4,13,6,7,4,1,0,0,0,0
S00162833,8,0,7,3,7,3,5,2,3,13,7,7,14,3,7,3,9,6,0,0,0
S00162834,1,2,5,2,2,4,4,2,3,2,3,5,6,6,9,7,5,13,3,1,0
S00162835,7,3,3,5,5,6,5,6,3,4,9,9,6,2,4,2,3,2,0,0,0
S00162836,6,6,4,5,8,8,8,12,4,8,13,7,13,20,13,10,5,1,1,0,0
S00162837,3,6,3,3,1,3,5,0,3,5,4,4,5,2,1,1,2,6,0,0,1
S00162838,2,3,0,0,7,11,1,1,1,5,9,10,8,8,14,9,13,2,0,0,0
S00162839,1,2,8,2,2,6,2,1,4,6,3,10,9,12,8,10,3,10,0,0,0
S00162840,0,4,5,5,2,2,0,3,6,8,5,14,9,6,5,6,4,6,1,1,0
S00162841,6,5,15,8,5,3,6,6,13,4,15,10,3,11,0,1,3,0,2,0,0
S00162842,1,4,2,3,3,4,3,3,7,4,10,15,5,7,16,15,13,1,0,0,0
S00162843,3,5,9,8,6,9,5,7,7,9,12,16,16,22,12,7,2,0,0,0,0
S00162844,3,3,5,3,6,5,1,9,2,7,6,8,11,16,7,4,2,0,0,0,0
S00162845,2,1,5,4,3,8,2,11,1,9,1,15,10,11,11,11,8,1,1,0,0
S00162846,9,9,6,3,1,10,5,4,4,3,15,2,7,4,3,2,3,3,0,0,0
S00162847,4,8,13,12,4,9,6,8,5,4,15,6,2,3,3,1,1,1,0,1,0
S00162848,0,3,4,7,1,5,2,3,4,5,7,9,21,15,9,7,5,4,2,0,0
S00162849,1,2,4,2,2,2,2,2,4,6,13,6,10,6,8,0,2,1,0,0,0
S00162850,1,3,5,2,2,3,1,3,8,4,8,12,5,4,6,5,4,1,0,0,0
S00162851,0,1,2,7,2,4,6,7,9,9,12,16,17,9,8,11,13,15,4,3,0
S00162852,13,12,12,10,5,8,10,8,11,5,16,6,3,8,4,3,2,0,0,0,0
S00162853,11,8,6,7,5,7,6,14,13,1,8,18,15,11,12,7,4,2,1,0,0
S00162854,5,22,24,2,22,14,9,14,8,6,10,10,7,5,5,2,0,0,0,0,0
S00162855,0,3,2,3,1,8,1,1,3,5,12,8,6,10,3,10,2,0,0,0,0
S00162856,10,4,7,5,2,6,6,6,5,10,5,8,7,3,5,4,4,0,0,0,0
S00162857,6,3,7,5,4,5,5,4,9,3,12,7,11,6,7,4,1,0,0,0,0
S00162858,3,10,8,12,3,8,6,6,12,3,9,15,8,10,6,11,4,4,1,0,0
S00162859,2,2,4,8,4,7,4,8,4,10,8,10,4,2,1,3,3,0,0,0,0
S00162860,11,11,12,7,11,8,12,6,8,6,10,14,4,7,4,0,0,0,0,0,0
S00162861,6,5,9,2,3,8,5,7,3,2,2,8,7,5,12,5,2,0,0,0,0
S00162862,2,6,5,4,4,2,5,10,3,1,5,5,7,8,7,4,2,5,0,1,0
S00162863,5,7,8,1,3,0,4,1,5,2,2,8,12,7,13,12,3,4,0,1,0
S00162864,2,3,3,0,4,7,3,2,3,3,15,9,10,13,4,2,2,0,1,0,0
S00162865,6,4,7,1,8,6,6,6,5,5,6,11,6,6,9,4,5,5,1,1,0
S00162866,11,15,16,19,9,10,21,13,6,16,13,17,12,11,3,3,0,3,0,0,0
S00162867,4,2,4,5,10,4,5,1,2,10,11,7,14,12,10,7,5,2,0,0,0
S00162868,2,9,5,7,2,13,4,4,4,5,11,15,9,7,12,12,9,4,0,0,0
S00162869,2,8,9,14,3,4,5,2,4,16,16,21,14,11,14,5,3,2,0,0,0
S00162870,1,6,5,2,3,5,3,3,2,7,10,6,4,5,2,2,0,2,1,0,0
S00162871,1,2,0,2,4,9,7,3,1,9,11,9,7,5,5,4,5,1,1,0,0
S00162872,9,6,9,12,4,2,7,16,8,8,13,19,9,9,17,14,3,0,0,0,0
S00162873,4,4,13,13,3,3,2,1,10,9,17,17,12,9,11,3,3,0,3,0,0
S00162874,4,6,6,0,3,4,2,3,5,9,3,9,12,6,18,5,4,2,1,0,0
S00162875,12,14,15,10,7,5,11,20,14,10,9,13,12,14,4,5,4,2,0,1,0
S00162876,2,3,7,1,1,4,6,6,6,7,6,8,9,5,9,9,2,0,5,0,0
S00162877,9,5,3,17,2,10,8,8,11,10,11,14,10,6,7,7,1,2,1,0,0
S00162878,9,6,3,4,5,19,12,7,12,7,10,10,21,11,17,11,2,1,1,0,0
S00162879,0,4,4,2,0,2,5,4,4,5,10,7,9,6,5,4,1,0,1,0,0
S00162880,6,4,4,1,2,4,8,6,2,2,5,11,3,9,9,3,3,5,0,0,0
S00162881,2,1,5,3,1,2,7,1,3,7,2,8,12,10,11,7,0,0,0,0,0
S00162882,3,1,5,5,4,3,1,4,1,4,4,12,14,9,10,10,4,3,0,0,0
S00162883,6,6,5,0,0,1,7,7,4,1,9,10,9,9,2,1,0,2,4,0,0
S00162884,6,3,8,3,3,4,2,17,8,4,7,5,8,9,14,4,3,1,0,0,0
S00162885,0,0,0,0,0,0,0,0,0,0,2,0,6,10,16,9,5,7,5,0,0
S00162886,7,6,7,7,3,4,6,6,5,1,11,18,16,18,9,16,6,8,5,0,0
S00162887,3,1,11,6,1,1,6,5,9,8,5,5,8,10,6,5,3,3,0,2,0
S00162888,3,4,6,4,5,1,3,2,6,12,8,13,3,6,0,3,2,0,0,0,0
S00162889,6,12,13,6,7,7,5,13,16,6,14,15,7,12,11,2,1,5,0,1,0
S00162890,5,6,10,3,4,3,11,10,6,4,17,14,11,6,11,4,4,3,1,0,0
S00162891,6,3,2,3,8,4,5,9,5,5,5,4,4,4,2,1,1,0,1,0,0
S00162892,8,6,8,7,6,4,1,5,5,6,12,14,9,4,7,6,4,3,2,0,0
S00162893,3,3,7,8,1,0,2,6,3,6,8,5,14,7,7,2,3,5,0,0,1
S00162894,16,28,13,15,7,19,21,27,16,11,5,5,4,2,6,0,2,0,0,0,0
S00162895,6,18,25,1,3,4,13,20,19,16,9,12,5,13,10,3,5,2,0,0,0
S00162896,3,6,15,7,4,1,10,5,1,8,15,9,12,6,5,2,2,2,1,0,1
S00162897,5,11,3,4,1,6,10,5,9,6,5,2,10,5,14,8,10,1,1,0,0
S00162898,2,5,8,2,4,2,7,5,9,11,16,10,13,22,12,10,4,2,0,0,0
S00162899,28,9,12,9,12,26,27,20,17,3,12,2,4,3,1,0,5,5,1,0,0
S00162900,9,8,2,3,2,2,14,8,5,4,4,6,3,3,4,6,0,0,0,0,0
S00162901,0,0,0,0,0,1,0,0,0,1,1,1,8,9,7,18,9,7,0,0,0
S00162902,2,5,9,14,0,6,4,3,14,11,5,9,6,14,10,6,1,3,0,0,0
S00162903,13,15,11,5,13,12,15,6,6,4,1,4,9,1,0,2,0,0,0,0,0
S00162904,4,10,4,10,14,6,14,21,6,10,10,15,17,16,11,3,6,0,0,0,0
S00162905,2,2,5,5,6,1,4,2,4,5,14,14,5,5,10,8,5,1,0,0,0
S00162906,3,5,18,8,5,0,0,7,5,5,15,9,7,5,1,12,1,0,0,0,0
S00162907,2,4,8,4,1,4,5,6,3,6,8,13,4,8,5,4,5,1,5,0,0
S00162908,2,1,1,0,0,1,1,4,4,2,3,9,5,6,11,6,9,4,0,1,0
S00162909,5,6,5,5,0,3,6,6,6,6,13,12,12,14,4,7,3,2,1,0,0
S00162910,1,4,4,2,1,1,1,7,8,10,5,10,10,4,9,10,7,1,1,0,1
S00162911,7,4,3,2,0,0,6,4,6,4,6,2,8,4,2,1,4,1,2,0,0
S00162912,8,7,14,5,5,1,8,7,8,10,7,4,0,0,2,0,0,0,0,0,0
S00162913,2,6,7,9,7,4,5,8,2,10,18,13,14,6,14,7,2,2,0,0,0
S00162914,1,1,3,0,1,1,4,6,2,3,4,2,16,6,4,7,3,2,1,0,0
S00162915,1,1,2,1,0,0,2,4,2,2,8,11,11,4,4,11,3,0,2,1,0
S00162916,6,9,5,2,1,7,9,10,3,6,12,4,13,7,9,3,1,1,0,0,0
S00162917,3,2,11,6,5,3,6,4,13,3,2,6,7,3,4,0,0,0,0,0,0
S00162918,2,12,13,8,1,10,3,6,12,4,16,9,7,1,2,1,5,0,0,0,0
S00162919,6,3,2,5,6,3,6,7,6,8,9,9,15,4,11,10,2,1,2,0,0
S00162920,1,3,4,7,3,3,5,4,4,10,6,7,7,15,7,6,4,0,2,0,0
S00162921,3,8,4,8,3,9,8,7,7,6,10,22,20,27,17,10,7,1,3,0,0
S00162922,2,6,5,4,1,7,6,10,9,10,15,14,12,8,15,3,5,1,4,0,0
S00162923,6,7,12,7,9,4,9,11,7,13,12,13,10,3,20,10,2,3,1,0,0
S00162924,7,2,9,11,6,12,7,9,14,9,24,16,11,10,11,4,4,1,2,0,0
S00162925,13,15,6,5,5,16,18,12,4,6,7,8,5,3,0,0,0,0,0,0,0
S00162926,6,7,2,7,6,3,7,5,6,16,10,14,17,23,14,10,9,1,1,0,0
S00162927,12,7,10,2,10,3,14,7,4,10,13,22,15,13,13,12,9,1,1,0,0
S00162928,5,8,5,6,3,4,3,7,10,6,18,6,6,4,14,5,5,1,1,0,0
S00162929,6,10,11,2,3,4,4,10,7,15,17,14,13,16,10,7,5,4,6,0,1
S00162930,5,4,3,0,1,6,4,4,4,7,7,10,9,6,2,5,5,1,0,1,0
S00162931,3,2,8,10,7,5,4,6,13,10,8,10,10,10,13,4,1,2,2,0,0
S00162932,2,3,10,9,9,4,1,4,2,9,6,11,6,5,7,5,2,1,2,0,0
S00162933,7,7,8,7,3,4,16,5,6,7,9,7,8,7,3,1,2,3,2,0,0
S00162934,14,16,25,10,6,11,14,14,17,11,15,12,12,3,5,2,4,0,0,0,0
S00162935,1,8,8,14,3,2,3,1,4,9,12,12,2,10,2,4,2,0,0,0,0
S00162936,2,8,7,5,1,9,4,5,3,6,9,6,11,3,4,9,3,3,3,1,0
S00162937,3,4,2,6,4,3,2,9,3,5,2,14,8,5,6,5,5,2,2,0,0
S00162938,1,2,5,2,4,5,3,8,5,2,3,11,10,0,12,4,0,2,0,0,0
S00162939,2,1,3,4,2,5,2,5,2,4,12,6,6,5,2,2,2,1,2,0,0
S00162940,2,4,3,2,1,1,3,3,0,4,4,6,2,4,8,2,1,0,0,0,0
S00162941,8,5,7,9,4,6,10,6,6,7,13,12,16,17,17,10,1,4,1,0,0
S00162942,0,1,1,5,2,1,1,0,2,0,8,17,12,8,3,6,5,2,1,0,0
S00162943,3,0,5,1,5,1,4,2,6,6,11,14,9,12,10,6,2,3,0,0,0
S00162944,1,7,10,6,3,0,0,5,13,4,6,9,7,10,9,6,4,4,0,0,0
S00162945,4,8,8,2,8,3,4,6,4,14,17,30,17,19,14,7,5,2,1,0,0
S00162946,11,10,5,10,5,13,8,16,7,11,17,9,13,23,15,6,9,4,0,1,0
S00162947,3,5,3,1,0,0,1,6,6,6,4,11,7,9,4,3,5,3,1,0,0
S00162948,0,5,2,8,5,2,0,2,2,4,7,6,9,8,5,4,1,2,1,0,0
S00162949,1,1,2,5,6,7,3,1,5,2,14,7,12,19,14,9,2,2,1,0,0
S00162950,8,10,16,12,7,10,10,3,13,7,15,12,9,11,6,9,3,0,0,0,0
S00162951,4,1,7,5,2,7,2,2,5,9,9,13,20,13,5,12,0,2,0,0,0
S00162952,4,4,7,2,5,7,1,7,2,7,6,11,0,2,2,3,2,0,0,0,0
S00162953,2,0,5,3,4,4,4,2,4,1,10,5,8,7,8,2,1,0,0,0,0
S00162954,12,9,10,6,5,3,8,6,13,7,10,4,5,13,4,7,2,1,0,0,0
S00162955,6,4,9,8,3,4,8,1,9,12,6,13,16,11,4,13,3,0,0,0,0
S00162956,2,7,9,2,3,12,2,8,7,10,13,16,22,10,8,9,7,0,1,0,1
S00162957,4,3,3,1,1,3,4,3,8,4,8,11,1,3,3,7,2,2,0,0,0
S00162958,11,8,6,8,5,6,15,8,11,6,20,16,20,9,14,7,6,1,0,0,0
S00162959,2,3,5,2,3,1,5,4,2,4,7,3,4,10,1,8,3,0,1,0,0
S00162960,3,3,3,2,4,3,4,1,8,8,3,9,11,6,7,8,5,1,0,0,0
S00162961,1,7,6,5,4,4,1,1,6,7,6,8,6,7,4,7,4,1,0,0,0
S00162962,5,1,0,4,0,2,2,2,6,2,3,6,8,10,5,7,3,0,1,0,0
S00162963,2,12,4,4,7,4,2,7,13,8,10,11,8,6,1,10,4,2,0,0,0
S00162964,0,5,4,3,1,1,2,3,2,6,6,7,5,10,6,5,0,0,0,0,0
S00162965,4,3,1,1,3,1,0,2,2,5,10,9,13,8,15,7,5,0,0,0,0
S00162966,3,8,7,4,7,6,11,7,9,7,12,12,12,13,9,6,7,2,2,1,0
S00162967,0,9,2,3,0,4,6,3,4,5,3,7,4,6,4,6,2,3,1,0,0
S00162968,3,15,20,10,12,5,10,7,20,20,23,9,4,7,8,7,7,0,0,0,0
S00162969,6,6,8,3,5,9,9,7,8,1,13,12,8,4,2,6,1,0,0,0,0
S00162970,7,7,2,4,1,3,7,3,12,5,3,6,1,2,6,4,5,1,1,0,0
S00162971,4,5,5,4,3,3,3,6,4,8,8,16,9,10,9,8,10,0,2,0,0
S00162972,3,6,12,4,1,6,5,15,5,7,10,12,10,7,12,4,1,3,0,0,0
S00162973,1,8,5,3,11,5,9,6,11,11,6,7,8,13,8,5,5,1,1,1,0
S00162974,3,2,3,8,6,5,5,7,8,8,7,11,6,3,4,5,1,3,4,0,0
S00162975,0,4,5,3,5,5,1,2,8,7,7,7,4,4,3,2,2,1,0,0,0
S00162976,7,13,4,3,2,4,8,7,2,7,8,16,5,9,3,5,0,0,0,0,0
S00162977,5,7,1,6,3,6,7,4,9,1,11,18,18,11,3,9,3,1,0,0,0
S00162978,10,8,8,6,6,16,2,3,10,6,13,11,1,3,4,3,7,1,1,0,0
S00162979,0,1,2,9,3,2,1,2,4,7,5,6,7,8,4,5,3,0,0,0,0
S00162980,7,3,12,9,13,12,8,5,13,9,10,19,16,19,7,12,3,5,1,0,0
S00162981,4,2,3,4,11,0,10,6,3,2,11,9,11,11,1,13,5,1,2,1,0
S00162982,2,12,4,1,5,4,10,10,6,5,10,8,1,1,0,0,0,0,0,0,0
S00162983,13,2,2,6,12,11,12,13,10,10,6,7,8,1,3,3,0,0,0,0,0
S00162984,14,9,2,2,6,14,14,15,6,7,10,3,3,3,1,0,2,0,0,0,0
S00162985,8,2,4,6,0,12,11,10,6,4,4,6,5,0,3,1,4,0,0,0,0
S00162986,8,4,8,11,7,3,14,8,9,12,7,7,4,5,6,8,4,4,1,2,0
S00162987,5,5,5,12,9,8,17,10,10,15,14,12,17,10,6,6,2,0,0,0,0
S00162988,9,8,2,4,4,3,10,3,8,8,13,7,6,0,2,0,0,2,0,0,2
S00162989,7,6,4,9,7,10,13,10,3,3,14,13,7,1,9,2,0,1,1,2,0
S00162990,14,13,12,11,16,9,18,12,14,7,6,7,3,3,1,2,1,1,2,0,0
S00162991,11,4,9,7,8,10,4,9,6,8,8,9,4,5,6,6,1,0,0,0,0
S00162992,10,6,2,0,3,13,13,6,10,2,7,2,3,4,1,3,0,0,0,1,0
S00162993,5,6,9,4,1,4,4,10,1,7,7,14,12,10,12,6,3,1,1,0,0
S00162994,8,7,3,0,2,6,6,13,2,7,4,9,14,11,9,5,1,1,2,0,0
S00162995,2,7,5,3,4,5,1,3,14,6,8,12,7,6,5,6,2,1,1,0,0
S00162996,1,2,7,4,5,5,6,5,7,3,5,12,12,13,7,4,5,5,0,0,0
S00162997,15,12,7,4,11,18,10,12,3,6,6,10,6,6,2,4,0,0,0,0,0
S00162998,2,11,24,9,3,1,6,11,6,7,16,19,16,17,13,11,2,4,1,0,0
S00162999,15,7,6,8,12,13,9,10,6,17,5,10,4,10,15,11,11,16,10,3,0
S00163000,5,5,3,1,4,4,3,6,2,5,5,5,5,8,8,6,0,1,1,0,0
S00163001,6,12,8,9,5,1,4,7,14,8,12,8,7,13,6,1,2,0,0,0,0
S00163002,3,8,8,2,2,3,8,11,5,5,6,6,4,3,4,2,1,0,0,0,0
S00163003,7,5,5,3,1,6,5,6,4,16,12,5,3,7,7,6,3,0,1,0,0
S00163004,6,2,5,6,5,7,13,10,5,10,2,10,4,5,1,2,3,3,1,0,0
S00163005,6,3,4,1,1,6,10,9,10,8,15,15,15,16,12,4,3,1,0,0,0
S00163006,3,5,2,3,5,4,8,3,6,5,9,12,8,1,8,8,4,0,1,0,0
S00163007,12,6,5,1,1,4,13,13,8,9,5,8,4,3,1,0,0,0,0,0,0
S00163008,1,9,9,8,8,13,4,2,5,14,26,23,15,8,10,9,6,2,2,0,0
S00163009,15,17,21,12,8,15,17,16,14,3,4,7,1,4,0,4,4,0,0,0,0
S00163010,4,11,6,20,9,3,15,9,10,12,20,15,10,11,4,5,3,6,3,0,0
S00163011,3,7,11,14,6,4,13,2,11,12,21,13,17,16,21,11,8,7,1,0,0
S00163012,3,7,1,6,6,7,2,3,8,6,15,15,14,16,15,8,7,1,3,0,0
S00163013,6,18,16,16,7,8,13,17,10,15,13,16,10,10,14,7,7,1,0,0,0
S00163014,7,9,8,7,9,5,11,7,9,12,11,22,13,8,11,4,6,4,1,0,0
S00163015,3,3,5,2,0,0,2,5,6,6,1,9,12,5,10,1,0,1,0,0,0
S00163016,2,10,9,4,10,6,6,8,14,8,11,11,15,7,9,3,3,3,2,0,0
S00163017,1,9,8,5,4,7,10,8,2,6,11,4,0,5,5,2,0,0,2,0,0
S00163018,12,10,3,4,15,6,15,11,14,17,7,7,9,9,7,2,2,0,1,0,0
S00163019,2,10,11,13,8,5,5,2,6,15,8,9,17,21,21,6,13,2,0,0,0
S00163020,16,14,11,5,8,28,15,21,10,11,12,9,2,0,2,1,0,1,0,0,0
S00163021,6,5,3,3,3,2,13,2,6,7,10,20,13,2,14,4,5,3,0,0,0
