oa_code_2021,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_89,age_90_94,age_95_99,age_100_plus
S00162432,1,0,5,7,4,2,3,5,5,4,2,3,9,6,3,7,5,2,0,0,0
S00162433,5,3,3,4,3,6,1,4,7,0,9,10,6,2,6,9,5,1,4,0,0
S00162434,4,9,8,2,14,6,6,4,7,6,8,6,4,11,9,7,5,3,0,0,0
S00162435,2,8,4,3,14,6,6,5,2,6,19,8,15,9,5,4,1,5,2,0,0
S00162436,7,10,13,7,13,11,13,8,9,12,16,7,4,8,10,9,2,4,0,0,0
S00162437,6,8,8,13,6,4,7,8,6,9,11,8,11,10,10,7,3,3,1,0,1
S00162438,2,1,2,2,1,2,1,1,2,1,9,1,13,7,11,3,2,3,1,2,0
S00162439,4,6,8,3,5,5,4,5,8,7,7,2,7,7,3,2,1,0,0,1,0
S00162440,3,3,4,10,1,3,2,4,5,1,7,2,4,12,14,7,13,10,8,6,0
S00162441,10,6,4,5,8,9,9,2,9,8,3,2,7,3,3,1,4,0,1,0,0
S00162442,11,12,18,6,6,7,10,12,11,7,14,7,10,6,8,4,3,0,1,1,0
S00162443,9,5,10,5,0,6,7,10,6,7,14,7,4,2,1,1,2,1,0,0,0
S00162444,5,7,2,8,9,7,6,7,8,3,11,2,2,6,2,1,0,0,0,0,0
S00162445,0,1,2,6,1,5,2,0,1,2,3,8,4,9,10,7,2,2,2,0,0
S00162446,5,3,2,4,8,5,3,9,14,8,19,15,12,3,5,5,4,1,0,0,0
S00162447,6,6,15,12,6,8,7,12,9,9,4,10,11,9,3,2,2,0,0,0,0
S00162448,2,10,2,2,2,2,7,4,5,4,4,5,6,5,6,10,4,6,0,0,0
S00162449,5,6,5,2,2,4,6,6,6,7,7,8,22,11,16,2,2,1,0,0,0
S00162450,1,3,4,10,4,3,2,6,4,4,14,12,11,13,14,5,2,4,0,0,0
S00162451,6,1,2,0,0,4,5,2,2,2,6,9,8,5,8,5,1,9,2,0,0
S00162452,7,8,9,11,6,2,3,8,6,8,6,5,3,0,8,1,3,0,1,0,0
S00162453,11,6,9,2,4,2,11,1,10,3,5,7,6,4,6,7,3,2,1,1,0
S00162454,12,19,30,11,5,3,23,15,16,16,10,11,8,2,7,5,0,0,0,0,0
S00162455,5,11,8,4,2,2,3,10,2,4,11,8,3,2,2,0,2,0,0,0,0
S00162456,4,9,5,4,4,8,3,0,11,5,6,3,4,4,3,5,3,0,0,0,0
S00162457,19,27,16,9,6,8,10,9,18,7,14,7,5,11,2,2,4,0,2,0,0
S00162458,7,9,11,1,6,5,8,4,5,1,5,3,2,8,2,3,0,0,0,0,0
S00162459,0,4,16,2,0,1,2,3,7,11,9,5,5,7,8,5,1,0,0,0,0
S00162460,3,3,7,2,2,2,3,2,5,6,6,9,6,10,9,0,6,1,2,2,0
S00162461,4,6,3,7,8,1,3,7,3,5,7,17,19,19,11,4,6,1,2,1,0
S00162462,2,5,3,3,1,3,3,7,3,4,7,14,13,16,1,6,4,1,1,0,0
S00162463,5,5,2,2,8,6,2,11,7,10,12,17,16,16,8,13,3,0,0,0,0
S00162464,8,12,13,5,6,5,15,13,12,7,10,14,18,15,6,5,3,1,0,0,0
S00162465,10,9,11,5,2,2,8,13,11,14,5,10,7,16,10,15,5,1,0,0,0
S00162466,7,4,5,6,0,0,5,7,9,3,9,7,7,7,9,6,1,2,0,0,0
S00162467,7,3,5,3,6,1,5,7,4,15,3,9,10,5,8,1,1,3,0,0,0
S00162468,0,2,0,0,4,5,1,1,4,1,6,3,8,9,10,6,5,0,0,0,0
S00162469,8,4,9,3,7,1,7,7,4,6,16,4,7,8,9,6,5,2,1,0,0
S00162470,1,4,5,8,0,2,0,0,8,6,8,13,12,9,4,5,3,0,0,0,0
S00162471,7,3,5,9,5,5,11,7,12,5,10,9,13,10,3,4,1,2,2,0,0
S00162472,7,3,5,4,3,4,8,8,3,9,14,11,2,10,4,3,1,0,0,0,0
S00162473,1,2,6,4,2,6,4,4,3,2,11,17,7,6,9,10,6,4,2,0,0
S00162474,1,2,4,3,3,1,1,3,1,5,8,12,8,7,12,12,7,3,1,0,0
S00162475,1,3,2,11,1,5,5,6,1,12,9,14,7,8,6,6,0,6,0,0,0
S00162476,2,3,2,4,2,0,1,0,7,4,6,10,10,6,11,3,3,1,2,0,0
S00162477,2,6,3,3,5,5,5,4,6,10,5,12,6,12,11,8,1,9,1,1,0
S00162478,1,0,3,2,5,3,2,1,2,3,10,7,6,4,13,6,5,4,0,0,0
S00162479,1,1,3,7,8,2,6,6,4,5,13,14,17,8,11,5,2,0,0,0,0
S00162480,2,4,3,8,1,1,4,0,3,2,5,4,8,5,12,8,2,0,0,0,0
S00162481,3,13,5,6,8,3,7,6,8,6,8,18,7,13,16,12,7,2,0,0,0
S00162482,3,4,7,3,4,4,3,2,7,3,10,9,11,14,19,11,8,5,0,0,0
S00162483,5,6,6,5,5,5,3,4,5,10,5,12,17,15,13,9,3,6,0,0,0
S00162484,2,2,7,5,7,5,1,4,5,13,16,12,5,8,16,6,1,1,3,0,0
S00162485,1,2,4,4,4,9,6,5,3,7,9,9,7,9,5,10,3,0,0,0,0
S00162486,6,5,10,1,7,5,1,7,3,14,9,15,11,13,9,7,9,5,2,0,0
S00162487,4,0,5,5,8,3,1,2,5,5,11,7,8,13,3,6,2,3,0,0,0
S00162488,10,14,16,6,7,12,9,10,9,5,11,19,8,6,6,4,2,1,0,0,0
S00162489,4,2,3,0,2,0,10,8,2,3,5,6,11,5,2,2,4,1,0,0,0
S00162490,5,8,1,4,1,5,8,6,2,7,3,10,7,6,8,14,8,3,1,0,0
S00162491,6,5,13,13,14,6,8,8,5,10,6,9,7,5,6,1,0,0,0,0,0
S00162492,3,12,7,5,2,3,4,7,5,5,5,5,4,5,7,7,1,0,0,0,0
S00162493,9,4,6,3,6,4,12,4,11,7,14,20,8,9,4,5,5,2,0,0,0
S00162494,0,2,4,6,0,2,7,4,6,1,10,8,3,10,10,2,5,2,1,0,0
S00162495,2,0,7,8,3,4,3,5,3,5,9,4,8,11,7,6,5,4,0,1,0
S00162496,8,8,4,5,4,8,7,11,5,14,12,22,15,17,5,12,8,5,1,0,0
S00162497,7,7,5,1,7,5,7,7,4,10,14,16,10,7,17,11,1,0,2,0,0
S00162498,2,6,3,2,1,1,1,2,3,9,4,11,8,10,0,3,0,2,2,0,0
S00162499,0,2,5,9,5,1,1,1,8,12,20,18,20,15,8,7,2,10,1,0,0
S00162500,5,5,12,3,2,3,5,4,3,10,12,14,18,9,9,7,2,2,3,0,0
S00162501,0,3,1,4,6,4,2,10,6,7,4,17,22,7,6,12,1,2,0,0,0
S00162502,16,8,17,10,7,13,20,8,10,4,10,14,9,5,4,4,3,2,0,0,0
S00162503,12,9,11,12,6,6,11,4,16,11,6,7,10,6,5,0,0,0,0,0,0
S00162504,5,5,7,3,0,7,0,5,0,8,9,12,13,14,12,6,7,1,1,0,0
S00162505,9,7,5,9,7,5,6,6,3,7,5,6,8,3,1,3,0,0,2,0,0
S00162506,3,3,9,14,3,1,5,7,9,5,12,9,8,13,9,4,2,0,0,0,0
S00162507,0,2,0,4,4,0,1,4,0,3,2,12,24,13,17,19,19,20,10,3,0
S00162508,3,1,0,2,8,6,8,4,2,11,9,14,3,4,12,15,9,3,0,0,0
S00162509,6,13,7,8,3,4,7,13,11,4,6,14,8,10,10,9,6,2,1,0,0
S00162510,6,10,11,6,7,5,7,5,5,9,11,16,14,15,16,5,2,0,2,0,0
S00162511,2,2,7,9,3,4,3,2,8,4,11,10,9,9,6,8,1,2,0,0,0
S00162512,1,1,1,2,3,4,4,8,9,8,12,6,5,10,9,8,4,1,1,0,0
S00162513,0,7,3,6,2,1,3,5,3,7,9,7,6,4,4,2,0,0,0,0,0
S00162514,14,9,6,3,13,22,12,14,13,8,3,4,0,1,0,2,0,0,0,0,0
S00162515,13,14,20,1,3,11,18,13,10,9,4,5,1,3,0,2,5,0,0,0,0
S00162516,6,13,14,5,7,4,12,8,8,4,3,0,2,0,1,0,0,0,0,0,0
S00162517,11,16,8,7,5,16,8,13,5,12,4,15,8,6,13,5,1,0,0,0,0
S00162518,4,4,2,6,4,2,3,2,6,4,12,17,18,14,11,14,4,1,1,0,0
S00162519,2,6,2,6,5,11,5,2,4,4,12,11,8,12,19,6,7,2,0,0,0
S00162520,13,19,17,12,0,4,21,8,6,7,1,3,3,2,2,1,0,0,0,0,0
S00162521,6,8,3,3,7,5,4,1,5,2,6,5,5,8,12,6,6,0,3,0,0
S00162522,13,12,7,3,6,6,11,13,9,13,7,4,1,3,4,1,1,0,0,0,0
S00162523,13,11,7,7,5,9,15,20,15,4,12,7,7,10,8,11,4,1,0,0,0
S00162524,10,12,9,6,10,6,14,7,8,8,3,8,3,1,0,5,1,0,0,0,0
S00162525,2,3,5,5,11,8,4,3,6,9,10,8,3,8,3,4,0,0,0,0,0
S00162526,18,12,16,11,7,16,16,5,7,5,9,3,3,1,5,0,0,0,0,0,0
S00162527,11,6,1,5,6,11,4,3,11,8,15,7,4,3,6,1,1,0,0,0,0
S00162528,9,3,1,6,7,4,4,1,9,6,10,8,5,4,12,6,8,1,0,0,0
S00162529,2,1,2,5,5,7,2,6,5,5,10,9,4,5,3,11,2,4,0,0,0
S00162530,7,5,6,4,1,4,4,11,5,3,2,7,11,15,18,20,9,4,1,0,0
S00162531,6,1,3,3,2,10,3,8,15,7,4,5,4,6,4,2,2,0,0,0,0
S00162532,3,6,1,4,6,8,6,7,3,4,11,10,6,2,3,2,2,0,0,0,0
S00162533,9,12,10,5,8,4,8,21,6,13,4,4,11,12,6,12,3,3,2,0,0
S00162534,3,7,5,4,2,4,6,6,11,9,9,16,16,22,9,15,6,0,2,0,0
S00162535,2,13,7,9,11,7,5,5,9,5,8,11,2,6,6,6,8,6,0,0,0
S00162536,6,4,6,7,6,4,2,13,13,6,9,8,9,16,9,11,14,1,0,0,0
S00162537,9,4,5,9,6,6,12,8,7,6,4,4,8,6,4,7,7,3,0,0,0
S00162538,4,2,5,1,2,8,3,1,2,5,7,5,9,7,19,11,10,15,7,5,1
S00162539,11,13,6,8,4,2,9,12,7,10,17,6,7,10,9,3,1,2,2,1,0
S00162540,6,6,10,3,7,5,2,8,8,10,14,7,10,9,11,4,4,2,0,0,0
S00162541,4,3,6,8,8,3,2,5,7,9,9,4,10,5,6,3,4,2,0,0,0
S00162542,7,4,8,3,3,6,6,5,11,4,3,4,1,4,9,2,3,0,0,0,0
S00162543,1,9,4,1,1,2,1,7,8,8,6,8,6,6,4,6,1,1,4,0,0
S00162544,7,5,9,1,7,8,5,5,12,4,8,4,4,6,4,5,2,0,0,0,0
S00162545,10,10,8,11,13,14,17,11,11,13,7,8,6,3,9,8,7,10,5,2,0
S00162546,1,4,8,8,6,3,5,4,7,2,9,5,5,6,4,5,4,2,0,0,0
S00162547,4,7,5,10,11,7,2,10,7,8,8,11,14,11,6,3,1,1,1,0,0
S00162548,6,1,6,3,10,17,19,7,6,8,16,10,6,6,3,3,1,3,2,0,0
S00162549,7,13,12,7,4,6,2,9,10,7,7,13,10,18,14,3,1,0,0,0,0
S00162550,3,6,4,2,2,13,7,8,6,9,7,8,10,6,9,7,9,4,1,0,0
S00162551,4,8,14,12,2,6,3,13,15,8,15,4,4,7,3,4,2,0,0,0,0
S00162552,6,2,4,2,4,2,7,3,4,5,7,7,13,4,9,6,3,0,0,0,0
S00162553,10,11,11,11,2,4,8,2,14,3,10,6,1,10,10,2,3,1,0,0,0
S00162554,7,12,22,19,5,3,4,10,8,13,13,3,11,7,3,3,3,0,0,0,0
S00162555,3,5,2,6,8,5,5,5,3,7,8,8,3,2,3,0,0,1,0,0,0
S00162556,5,4,13,6,1,8,2,13,4,4,10,6,9,5,2,4,1,1,0,0,0
S00162557,3,1,6,3,7,6,6,2,3,9,13,12,5,10,6,5,7,1,3,0,0
S00162558,8,6,12,5,9,9,4,11,7,12,7,1,5,2,1,5,5,1,0,0,0
S00162559,5,5,4,2,3,0,3,3,6,5,6,4,12,10,1,7,2,0,1,0,0
S00162560,3,9,8,3,7,1,10,9,9,7,6,8,10,10,6,8,4,5,0,0,0
S00162561,9,8,9,6,1,2,10,5,10,6,1,12,9,3,2,1,2,0,1,0,0
S00162562,13,7,12,9,4,6,4,18,7,11,9,8,14,4,4,2,3,1,1,0,0
S00162563,6,5,10,3,14,2,8,9,4,10,2,2,3,5,7,6,5,0,0,0,0
S00162564,3,6,9,1,4,8,9,8,3,4,11,8,9,9,5,4,1,0,1,0,0
S00162565,7,8,8,4,3,4,8,4,8,14,5,9,9,4,4,3,4,0,0,0,0
S00162566,5,3,5,7,3,4,2,4,1,2,13,13,19,8,4,5,3,3,0,0,0
S00162567,6,18,13,7,7,2,8,10,11,6,12,4,5,3,1,0,0,0,0,0,0
S00162568,1,5,8,1,6,9,6,4,4,8,6,5,1,8,4,0,1,1,0,0,0
S00162569,3,16,14,6,7,3,8,9,12,13,8,18,8,7,10,13,5,3,0,0,0
S00162570,14,15,15,5,11,5,8,12,7,14,11,10,4,7,6,2,4,0,0,0,0
S00162571,12,12,10,7,14,6,16,12,7,15,9,17,8,9,9,10,12,7,9,4,0
S00162572,5,12,10,13,3,6,18,9,17,19,10,7,6,9,5,3,4,1,0,0,0
S00162573,2,4,6,7,4,7,6,6,10,3,6,8,7,7,18,18,11,2,2,0,0
S00162574,11,8,11,2,7,2,8,10,2,9,2,9,8,5,5,7,3,1,0,0,0
S00162575,5,5,5,4,8,1,2,10,6,3,3,5,6,0,1,0,1,0,0,0,0
S00162576,6,14,6,2,5,3,12,8,10,3,2,11,19,15,3,1,3,2,1,1,0
S00162577,14,13,11,1,10,8,9,20,6,11,10,7,1,4,6,4,2,0,0,0,0
S00162578,3,1,3,5,6,4,10,3,1,9,7,7,7,3,8,3,2,0,3,0,1
S00162579,7,11,15,13,5,7,3,4,13,7,5,5,4,3,1,1,1,2,0,0,0
S00162580,5,5,2,1,9,3,6,6,6,4,5,4,12,9,7,6,1,0,0,0,0
S00162581,3,3,1,4,19,4,8,7,2,2,9,5,12,3,3,6,1,0,0,0,0
S00162582,2,2,2,10,1,5,5,7,2,5,9,18,11,3,6,2,2,0,1,0,0
S00162583,1,0,3,7,4,0,3,6,4,7,13,10,7,7,7,7,5,2,0,0,0
S00162584,3,6,7,2,2,5,9,7,6,8,5,10,1,1,2,2,0,0,0,0,0
S00162585,19,11,12,4,14,12,11,8,7,9,8,7,6,15,4,3,7,1,0,0,0
S00162586,16,10,20,14,11,8,13,16,13,8,8,7,6,6,5,7,0,0,0,0,0
S00162587,0,1,4,1,1,1,6,0,4,2,8,5,5,3,10,6,3,2,1,0,0
S00162588,9,4,4,3,5,13,1,9,7,5,3,9,9,9,17,11,13,3,0,0,0
S00162589,4,3,21,8,4,7,4,8,9,2,4,6,0,4,0,0,1,0,0,0,0
S00162590,7,8,9,5,6,3,8,6,9,6,4,6,9,6,4,7,1,0,0,0,0
S00162591,9,13,15,13,17,12,13,15,10,14,15,13,11,10,3,4,0,1,0,1,0
S00162592,8,7,9,5,2,6,1,13,11,4,7,4,9,6,7,2,2,2,0,1,0
S00162593,3,3,5,0,7,3,6,3,2,4,5,6,8,3,6,3,3,3,0,0,0
S00162594,4,6,16,12,5,7,6,7,11,13,13,4,5,4,8,1,4,1,0,0,0
S00162595,5,4,1,3,7,5,12,5,7,6,8,8,4,0,3,1,0,0,1,0,0
S00162596,5,7,11,6,5,2,6,9,9,9,5,8,5,1,3,3,2,2,0,0,0
S00162597,3,3,4,1,3,5,6,4,5,4,2,10,6,3,5,5,2,2,0,0,0
S00162598,2,1,3,5,5,3,3,6,9,9,11,17,13,7,17,10,6,6,1,0,0
S00162599,5,10,7,5,4,8,6,10,13,14,12,17,13,4,13,8,7,3,0,0,0
S00162600,8,4,3,2,10,9,10,11,4,2,7,10,5,3,3,3,1,0,1,0,0
S00162601,6,5,5,8,15,14,6,6,8,11,15,10,5,7,3,2,6,2,3,0,0
S00162602,0,4,3,2,6,1,2,1,6,3,1,5,1,5,7,3,3,11,2,0,0
S00162603,3,0,3,2,14,8,5,0,7,5,2,4,2,6,3,0,2,3,3,0,0
S00162604,3,4,4,9,6,10,4,2,4,7,4,12,3,5,5,2,5,2,3,0,0
S00162605,4,5,6,3,1,2,1,5,2,6,9,8,7,12,11,6,1,1,0,0,0
S00162606,3,7,10,5,4,13,2,7,7,2,15,16,13,11,10,6,3,1,0,0,0
S00162607,3,1,5,0,1,7,4,6,6,6,3,9,8,12,14,9,6,2,0,0,0
S00162608,1,7,15,8,4,4,3,8,5,10,5,9,12,10,2,4,5,2,0,0,0
S00162609,1,6,4,2,6,2,4,7,5,3,7,1,5,15,3,2,3,5,0,0,0
S00162610,3,8,7,3,2,1,12,1,7,5,10,18,10,6,11,8,4,1,0,0,0
S00162611,3,5,3,1,2,1,4,4,9,9,10,9,15,17,2,8,1,2,0,0,0
S00162612,4,8,18,18,7,7,7,16,8,9,15,13,12,7,0,8,1,5,2,0,0
S00162613,4,10,7,4,4,4,5,3,8,1,10,20,29,20,17,6,5,1,2,6,0
S00162614,4,5,8,7,1,6,2,6,8,5,9,12,15,7,4,9,8,6,3,0,0
S00162615,0,3,7,6,2,3,2,1,10,5,13,13,15,12,10,9,7,1,0,1,0
S00162616,1,3,3,0,1,0,4,1,4,4,2,9,7,5,8,3,2,4,2,0,0
S00162617,3,7,11,7,5,0,7,4,8,5,8,7,2,1,7,1,1,1,2,0,0
S00162618,3,6,0,4,3,1,2,4,7,1,7,10,7,14,1,6,10,1,0,0,0
S00162619,6,9,6,3,0,2,5,10,5,9,5,16,8,8,15,12,4,1,0,0,0
S00162620,0,4,3,10,4,3,5,1,6,7,4,13,8,9,5,3,7,5,2,0,0
S00162621,10,12,13,6,4,1,5,12,14,10,8,10,11,8,9,8,1,0,0,0,0
S00162622,0,3,10,6,4,2,4,9,3,11,5,10,10,12,8,7,1,2,2,0,0
S00162623,2,7,3,4,0,1,1,5,2,9,6,7,9,5,2,4,8,1,0,0,0
S00162624,5,7,8,4,2,1,3,11,8,10,12,7,10,11,20,8,2,3,0,0,0
S00162625,1,9,6,4,1,2,5,6,4,3,7,7,6,5,8,5,4,0,0,0,0
S00162626,4,4,3,2,0,0,1,8,3,8,3,2,9,9,10,7,0,2,0,1,0
S00162627,2,4,3,2,6,3,3,5,4,0,1,11,10,5,6,4,4,0,0,0,0
S00162628,11,2,9,4,7,1,12,14,10,4,5,9,3,14,5,10,4,1,0,1,0
S00162629,2,5,5,6,3,0,4,3,4,12,13,10,13,5,12,11,2,0,0,0,0
S00162630,3,4,2,1,0,1,3,4,9,6,8,2,6,9,9,0,2,4,0,0,0
S00162631,2,0,6,3,8,1,0,6,2,4,5,4,14,17,5,10,6,1,0,2,0
S00162632,9,9,30,23,17,10,10,10,5,20,17,14,10,16,8,1,0,0,0,0,0
S00162633,5,7,3,9,10,6,4,8,7,10,17,14,21,15,3,6,7,1,1,2,0
S00162634,5,1,4,6,5,5,3,10,6,5,13,15,13,7,7,7,4,3,3,0,0
S00162635,6,3,2,1,11,11,4,7,4,9,10,12,7,7,7,13,4,2,0,0,0
S00162636,0,0,1,6,1,4,3,3,4,4,6,15,12,16,12,12,9,3,0,0,1
S00162637,5,7,9,3,6,2,6,6,6,5,17,7,6,4,7,2,1,1,0,0,0
S00162638,2,9,7,5,5,0,3,4,4,9,7,9,6,7,9,6,0,1,2,0,0
S00162639,4,0,2,1,1,4,3,4,6,7,9,8,11,6,6,6,2,1,1,0,0
S00162640,2,3,8,10,9,3,3,5,6,17,15,6,0,10,13,7,1,0,0,0,0
S00162641,0,0,1,1,1,0,0,1,0,4,7,16,17,13,9,15,2,3,0,0,0
S00162642,0,2,1,4,6,5,8,3,1,12,11,18,13,12,4,3,1,1,3,0,0
S00162643,3,3,10,6,1,4,6,5,4,6,4,12,10,17,15,9,1,1,0,3,0
S00162644,1,5,3,1,0,1,6,2,4,6,7,10,9,9,12,10,2,1,1,0,0
S00162645,1,2,3,1,4,3,4,4,2,5,4,4,6,7,8,7,1,4,0,0,0
S00162646,3,3,12,8,2,6,4,4,6,8,24,9,10,14,16,4,1,4,1,2,0
S00162647,11,4,5,10,7,5,13,3,13,7,15,23,10,11,10,2,6,3,0,0,0
S00162648,8,9,9,14,5,7,7,8,7,11,11,16,22,19,12,6,1,0,1,0,0
S00162649,3,5,4,2,1,4,2,3,7,4,5,9,10,8,2,2,1,2,2,1,0
S00162650,1,1,3,4,1,4,3,1,7,9,7,14,14,14,7,12,3,5,1,0,0
S00162651,12,0,3,4,5,2,3,8,8,11,11,8,14,13,13,7,11,2,0,0,0
S00162652,3,7,17,9,11,2,5,3,5,13,22,12,14,21,9,12,4,0,0,1,0
S00162653,2,9,4,3,1,1,2,8,11,6,7,2,18,13,11,10,3,1,0,0,0
S00162654,1,5,12,6,1,9,3,6,7,4,8,7,9,10,19,12,3,0,0,0,0
S00162655,2,9,4,16,0,1,3,3,7,7,12,15,10,6,3,4,0,3,0,0,0
S00162656,0,5,1,5,8,14,9,0,1,8,12,10,4,3,9,9,8,0,0,0,0
S00162657,6,17,12,15,8,2,4,15,9,13,18,17,11,8,8,13,2,1,1,0,0
S00162658,2,6,3,9,3,8,7,1,0,8,5,5,17,8,3,11,8,5,0,1,0
S00162659,5,11,14,14,2,1,1,9,11,12,15,8,13,15,7,4,8,1,0,0,0
S00162660,5,2,10,3,4,9,6,4,8,5,7,11,8,5,3,4,0,2,0,0,0
S00162661,15,8,13,9,13,8,9,5,14,11,12,17,27,20,14,5,5,0,0,0,0
S00162662,6,6,9,2,11,9,2,11,5,2,8,16,9,10,8,5,2,0,0,1,0
S00162663,6,4,21,6,10,5,5,10,11,12,15,12,6,5,7,5,3,0,0,0,0
S00162664,16,17,8,10,17,7,27,12,6,9,9,10,3,3,1,0,0,0,0,1,0
S00162665,5,10,5,3,4,5,12,8,10,0,6,5,4,12,4,3,1,0,0,0,0
S00162666,8,4,10,14,8,17,5,9,16,10,17,18,14,8,14,12,0,1,0,0,0
S00162667,5,6,6,7,4,6,6,10,9,13,10,7,19,16,26,8,1,9,1,1,0
S00162668,0,5,3,0,1,8,3,3,4,2,5,5,7,7,9,8,1,1,0,0,0
S00162669,5,6,8,7,12,0,11,9,6,7,4,10,7,7,6,4,1,0,0,0,0
S00162670,6,6,6,2,4,6,2,3,9,4,4,10,1,3,0,4,0,4,1,0,0
S00162671,5,4,4,3,4,3,7,5,2,7,6,16,7,8,7,1,2,1,0,0,0
S00162672,16,17,18,16,15,17,6,20,11,12,14,17,9,13,4,2,3,0,1,0,0
S00162673,1,2,2,3,4,0,0,1,2,4,4,9,13,9,5,6,2,0,0,0,0
S00162674,3,1,5,7,2,6,0,3,5,8,3,8,4,7,1,8,5,1,2,0,0
S00162675,2,10,1,2,6,7,13,13,9,7,5,4,4,9,6,8,2,2,2,0,0
S00162676,0,2,5,2,0,5,4,2,6,2,8,6,3,4,10,11,12,5,0,0,0
S00162677,2,4,2,4,4,1,7,4,8,0,0,3,5,2,7,2,0,4,2,0,0
S00162678,3,4,4,6,8,3,4,5,7,6,18,29,7,11,20,12,2,2,2,0,0
S00162679,7,9,13,0,6,8,8,13,10,9,3,14,10,11,14,6,4,0,0,2,0
S00162680,5,5,5,2,3,6,6,9,7,7,15,10,11,11,16,11,10,2,2,0,0
S00162681,9,9,11,11,7,6,6,14,16,13,7,7,15,9,12,12,2,4,1,0,0
S00162682,9,11,15,15,10,6,19,13,20,9,11,14,3,9,4,6,5,2,2,0,0
S00162683,7,8,4,14,12,17,10,6,9,7,7,4,4,3,6,2,2,2,2,0,0
S00162684,2,7,4,11,5,4,3,2,8,8,8,6,10,5,1,1,1,0,0,0,0
S00162685,3,8,11,13,5,2,7,6,9,9,21,16,16,10,7,4,4,1,1,0,0
S00162686,2,0,1,1,1,3,0,3,3,2,7,10,7,7,9,2,7,5,4,0,0
S00162687,4,7,6,2,6,6,1,1,4,5,2,2,10,2,5,2,0,3,0,0,0
S00162688,6,7,15,9,8,10,17,12,15,9,15,10,14,11,16,1,2,0,0,0,0
S00162689,4,6,8,6,3,1,0,4,7,9,11,11,5,3,3,6,2,0,0,0,0
S00162690,5,8,14,2,4,1,5,7,10,8,8,16,17,9,11,10,3,3,1,0,0
S00162691,2,3,5,5,7,4,6,4,0,5,18,18,3,4,5,1,0,1,0,0,0
S00162692,1,1,2,4,3,1,2,2,6,3,17,9,6,1,7,4,4,1,1,0,0
S00162693,4,3,2,4,9,2,4,8,12,9,10,12,7,7,10,9,15,2,0,0,0
S00162694,3,11,9,9,6,1,8,5,4,10,5,13,12,10,7,7,0,3,0,0,0
S00162695,1,1,1,2,2,2,1,4,3,3,10,12,9,8,15,8,6,0,0,0,0
S00162696,3,4,4,2,3,4,1,4,4,9,4,7,5,3,6,4,1,1,0,0,0
S00162697,3,6,10,7,4,3,3,4,10,20,6,9,13,8,6,2,5,1,4,0,0
S00162698,3,1,2,2,6,3,5,0,3,5,1,11,4,12,7,6,6,0,0,0,0
S00162699,0,0,0,5,4,1,1,0,1,0,2,13,6,4,10,5,3,5,0,0,0
S00162700,0,3,0,0,2,5,3,7,2,4,7,7,7,8,9,4,5,0,0,0,0
S00162701,0,6,1,9,5,8,8,5,3,5,9,6,7,4,9,3,0,0,0,0,0
S00162702,3,3,4,6,4,2,6,7,2,4,6,11,8,11,11,12,8,7,1,1,2
S00162703,7,13,16,3,5,3,9,5,5,11,7,15,4,2,4,9,2,0,0,0,0
S00162704,8,9,9,4,2,3,2,5,7,12,12,4,13,7,7,6,4,3,5,0,0
S00162705,8,18,10,6,3,3,5,16,8,9,11,10,12,10,8,13,4,0,0,0,0
S00162706,4,5,3,1,0,4,10,9,2,2,5,10,4,14,6,1,4,2,1,0,0
S00162707,3,5,3,1,15,3,4,8,8,3,5,19,8,8,8,6,6,6,1,1,0
S00162708,7,1,0,0,2,2,3,1,1,4,7,2,6,6,7,4,2,3,2,0,0
S00162709,6,2,0,7,10,6,6,12,4,5,5,8,1,3,3,3,0,1,0,0,0
S00162710,6,7,5,41,90,43,35,7,12,16,9,12,19,7,8,3,4,0,0,0,0
S00162711,5,2,0,1,6,8,4,11,3,8,5,11,9,1,5,8,2,4,0,1,0
S00162712,5,6,6,7,6,6,2,12,14,11,5,12,11,7,7,5,6,1,3,0,0
S00162713,6,4,4,7,8,7,11,9,11,4,14,13,6,6,4,4,3,2,1,0,0
S00162714,1,6,11,5,3,0,4,1,4,7,6,5,1,9,12,5,2,1,0,0,0
S00162715,9,2,3,6,3,4,9,5,15,6,3,6,9,11,6,4,6,1,1,0,0
S00162716,5,3,3,4,5,8,6,12,2,9,2,1,1,5,4,2,2,0,1,0,0
S00162717,15,12,5,2,6,7,10,5,2,5,6,6,8,2,4,2,1,2,0,0,0
S00162718,3,5,9,2,1,2,7,6,2,7,4,9,6,7,5,9,11,10,8,3,0
S00162719,5,9,6,9,6,5,6,12,12,6,1,13,15,4,3,2,5,0,0,0,0
S00162720,4,9,10,13,9,5,2,9,8,9,11,23,19,7,13,7,5,2,1,0,0
S00162721,2,2,2,4,4,9,5,6,9,2,3,8,7,4,6,6,1,0,0,2,0
S00162722,2,0,6,9,1,1,3,0,2,7,10,11,6,8,4,9,0,6,0,0,0
S00162723,5,5,8,7,5,2,5,9,8,15,10,23,13,10,12,6,5,2,4,0,0
S00162724,2,0,1,1,7,7,10,9,6,6,2,8,15,2,5,2,4,0,0,1,0
S00162725,9,0,12,4,13,17,9,13,7,12,16,10,11,4,6,13,8,11,10,4,1
S00162726,2,2,0,2,0,5,6,2,0,2,8,11,3,15,6,7,2,2,0,1,0
