oa_code_2021,white_total,asian_asian_scottish_or_asian_british_total,african_total,caribbean_or_black_total,other_ethnic_groups_total
S00179436,118,0,0,0,0
S00179437,75,0,0,0,1
S00179438,92,1,0,0,0
S00179439,67,0,0,0,0
S00179440,121,0,0,0,0
S00179441,180,0,0,0,0
S00179442,138,0,1,0,0
S00179443,87,0,0,0,0
S00179444,90,0,0,0,0
S00179445,112,1,0,0,0
S00179446,87,0,1,0,0
S00179447,74,0,0,0,0
S00179448,161,0,0,0,0
S00179449,118,0,0,0,0
S00179450,59,2,0,0,0
S00179451,72,0,0,0,0
S00179452,82,0,0,0,0
S00179453,94,0,0,0,1
S00179454,124,0,0,0,0
S00179455,110,1,0,0,0
S00179456,82,0,0,0,0
S00179457,72,0,1,0,0
S00179458,58,4,0,0,0
S00179459,172,4,0,0,0
S00179460,126,0,0,0,0
S00179461,78,0,0,0,1
S00179462,69,0,0,0,0
S00179463,81,2,0,0,1
S00179464,150,1,0,0,0
S00179465,102,0,0,0,0
S00179466,73,0,0,0,0
S00179467,180,0,0,0,0
S00179468,59,0,0,0,0
S00179469,86,0,0,0,0
S00179470,153,1,0,0,0
S00179471,61,0,0,0,0
S00179472,85,0,0,0,0
S00179473,125,0,0,0,0
S00179474,82,0,0,0,0
S00179475,112,1,0,0,0
S00179476,77,0,0,0,0
S00179477,63,0,0,0,0
S00179478,89,0,0,0,0
S00179479,62,4,0,0,0
S00179480,68,0,0,0,0
S00179481,134,1,0,0,0
S00179482,73,0,0,0,0
S00179483,120,0,0,0,0
S00179484,166,0,0,0,1
S00179485,177,0,2,0,0
S00179486,110,4,0,0,0
S00179487,87,3,0,0,0
S00179488,103,0,0,0,0
S00179489,119,1,0,0,0
S00179490,92,0,1,2,0
S00179491,141,0,0,0,4
S00179492,72,0,0,0,0
S00179493,111,1,0,0,1
S00179494,59,0,0,1,0
S00179495,172,0,0,0,0
S00179496,100,0,0,0,0
S00179497,95,0,0,0,0
S00179498,116,0,0,0,0
S00179499,76,0,0,0,0
S00179500,61,6,0,0,0
S00179501,110,6,0,0,0
S00179502,93,0,0,0,0
S00179503,62,0,1,0,0
S00179504,91,0,0,0,0
S00179505,130,0,0,0,0
S00179506,125,0,0,0,0
S00179507,86,0,0,0,0
S00179508,83,0,0,0,0
S00179509,114,0,0,0,0
S00179510,108,0,0,0,0
S00179511,98,0,0,0,2
S00179512,171,0,0,0,0
S00179513,127,1,0,0,0
S00179514,150,0,0,0,1
S00179515,71,0,0,0,0
S00179516,60,0,1,0,0
S00179517,88,2,0,0,1
S00179518,72,3,0,0,1
S00179519,124,0,0,0,0
S00179520,93,0,0,0,0
S00179521,111,0,0,0,0
S00179522,119,1,0,0,0
S00179523,89,1,2,0,0
S00179524,98,2,2,0,0
S00179525,79,0,0,0,0
S00179526,124,1,0,0,0
S00179527,91,0,0,0,3
S00179528,148,0,0,0,0
S00179529,149,0,0,0,0
S00179530,119,6,0,0,0
S00179531,101,0,0,0,0
S00179532,97,0,0,0,0
S00179533,142,0,0,0,0
S00179534,64,2,0,0,0
S00179535,84,0,0,0,4
S00179536,106,0,0,0,1
S00179537,123,0,0,0,0
S00179538,138,0,0,0,0
S00179539,108,0,0,0,0
S00179540,79,0,0,0,0
S00179541,76,0,0,0,0
S00179542,180,0,0,0,0
S00179543,120,2,0,0,0
S00179544,111,3,0,1,0
S00179545,119,0,0,0,0
S00179546,61,2,0,0,0
S00179547,93,0,0,0,0
S00179548,157,0,0,0,0
S00179549,148,0,0,0,0
S00179550,165,2,0,0,0
S00179551,86,0,0,0,0
S00179552,78,0,0,0,0
S00179553,135,0,0,0,0
S00179554,105,2,1,0,0
S00179555,127,0,0,0,0
S00179556,157,0,0,0,0
S00179557,77,4,0,0,1
S00179558,73,0,0,0,0
S00179559,113,0,0,0,0
S00179560,120,0,0,0,0
S00179561,71,1,0,0,0
S00179562,98,0,0,0,0
S00179563,102,0,0,0,1
S00179564,150,0,0,0,6
S00179565,82,0,0,0,0
S00179566,131,0,1,0,2
S00179567,65,1,0,0,2
S00179568,153,2,0,0,0
S00179569,189,0,0,0,0
S00179570,71,0,0,0,0
S00179571,64,0,0,0,0
S00179572,98,1,3,0,0
S00179573,146,0,0,2,1
S00179574,81,0,0,0,0
S00179575,97,5,0,0,0
S00179576,103,0,1,0,0
S00179577,104,1,0,0,0
S00179578,82,0,0,0,1
S00179579,104,1,0,0,0
S00179580,94,0,0,0,1
S00179581,142,1,0,0,0
S00179582,165,4,0,2,0
S00179583,178,0,0,0,0
S00179584,121,0,0,0,0
S00179585,205,3,0,0,1
S00179586,103,0,1,0,0
S00179587,131,0,5,0,2
S00179588,77,0,0,0,0
S00179589,77,1,0,0,0
S00179590,130,0,0,0,0
S00179591,110,0,0,0,0
S00179592,106,1,0,0,0
S00179593,143,3,0,0,0
S00179594,84,0,0,0,0
S00179595,127,4,0,0,0
S00179596,72,0,0,0,2
S00179597,97,0,0,0,3
S00179598,118,2,0,0,0
S00179599,73,0,0,0,0
S00179600,125,0,0,0,0
S00179601,129,1,1,1,0
S00179602,60,0,1,0,1
S00179603,192,1,0,0,0
S00179604,74,2,0,0,0
S00179605,64,0,0,0,0
S00179606,100,6,0,0,5
S00179607,69,0,0,0,3
S00179608,73,3,0,0,0
S00179609,126,0,0,0,0
S00179610,65,0,0,0,0
S00179611,126,0,0,0,0
S00179612,170,2,0,0,2
S00179613,118,0,1,0,0
S00179614,97,0,0,0,0
S00179615,59,0,0,0,0
S00179616,90,0,4,0,0
S00179617,101,0,0,0,0
S00179618,113,5,0,0,0
S00179619,105,0,0,0,1
S00179620,158,0,0,0,0
S00179621,86,0,0,0,0
S00179622,117,0,0,0,0
S00179623,90,1,0,0,0
S00179624,133,0,0,0,0
S00179625,158,0,0,0,0
S00179626,128,0,1,0,0
S00179627,145,4,0,0,0
S00179628,101,5,1,0,0
S00179629,87,0,0,0,0
S00179630,73,0,0,1,0
S00179631,206,7,0,0,1
S00179632,107,3,0,0,2
S00179633,161,0,0,0,0
S00179634,101,0,0,0,0
S00179635,232,5,0,0,0
S00179636,127,0,0,0,0
S00179637,174,0,0,0,0
S00179638,89,0,0,0,0
S00179639,175,0,0,0,0
S00179640,129,0,0,0,0
S00179641,95,0,0,0,4
S00179642,115,0,10,4,0
S00179643,163,3,0,3,0
S00179644,105,0,0,0,0
S00179645,74,0,0,0,0
S00179646,92,0,0,0,0
S00179647,78,5,0,0,0
S00179648,71,0,0,0,0
S00179649,124,1,1,0,0
S00179650,115,3,0,0,0
S00179651,112,0,4,0,0
S00179652,140,0,0,0,0
S00179653,163,0,4,0,0
S00179654,89,3,0,0,0
S00179655,106,1,0,0,0
S00179656,99,0,0,0,0
S00179657,99,0,0,0,0
S00179658,215,5,0,0,0
S00179659,111,0,0,0,0
S00179660,86,0,0,0,0
S00179661,110,8,0,0,0
S00179662,145,0,0,0,0
S00179663,103,1,0,0,1
S00179664,101,0,0,0,0
S00179665,67,0,0,0,0
S00179666,171,0,1,0,0
S00179667,97,0,0,0,0
S00179668,100,0,4,0,0
S00179669,148,5,0,0,0
S00179670,117,0,0,0,0
S00179671,155,2,0,0,0
S00179672,81,0,0,0,0
S00179673,159,2,2,0,0
S00179674,74,1,3,0,0
S00179675,71,0,0,0,0
S00179676,78,0,0,0,2
S00179677,98,0,0,0,0
S00179678,81,0,0,0,0
S00179679,115,0,0,0,0
S00179680,59,0,0,0,0
S00179681,68,1,10,0,0
S00179682,69,0,0,0,0
S00179683,112,0,0,0,0
S00179684,86,0,0,0,1
S00179685,110,0,0,0,0
S00179686,98,0,0,0,0
S00179687,90,0,7,0,0
S00179688,105,2,0,0,0
S00179689,55,0,0,0,0
S00179690,102,1,0,0,1
S00179691,100,0,0,0,0
S00179692,195,9,0,0,0
S00179693,72,0,0,0,0
S00179694,67,4,0,0,0
S00179695,152,0,0,0,0
S00179696,88,0,0,0,0
S00179697,93,2,0,0,0
S00179698,126,0,0,0,0
S00179699,99,0,0,0,0
S00179700,152,5,0,0,2
S00179701,138,0,0,0,1
S00179702,72,2,0,0,0
S00179703,143,0,0,0,0
S00179704,63,0,0,0,0
S00179705,148,6,0,0,0
S00179706,117,7,0,0,0
S00179707,81,16,0,0,0
S00179708,96,6,0,0,4
S00179709,94,2,0,0,0
S00179710,110,6,1,0,0
S00179711,100,0,0,0,0
S00179712,62,1,0,0,0
S00179713,124,4,4,0,0
S00179714,84,0,0,0,0
S00179715,96,1,0,0,0
S00179716,130,2,0,0,7
S00179717,67,0,0,0,0
S00179718,67,0,0,0,0
S00179719,79,1,0,0,0
S00179720,110,0,6,0,0
S00179721,70,0,0,0,0
S00179722,129,12,0,0,0
S00179723,71,4,0,0,0
S00179724,80,3,0,0,0
S00179725,93,0,0,0,0
S00179726,77,4,0,0,0
S00179727,78,0,0,0,1
S00179728,87,0,0,0,0
S00179729,108,0,0,0,0
S00179730,70,0,0,0,0
S00179731,75,0,0,1,0
S00179732,72,0,0,0,0
S00179733,113,0,0,0,0
S00179734,64,0,0,0,0
S00179735,112,1,0,0,0
S00179736,123,3,0,0,0
S00179737,141,0,2,0,0
S00179738,79,0,0,0,1
S00179739,57,0,0,0,4
S00179740,132,13,0,0,3
S00179741,89,5,0,0,1
S00179742,109,0,0,0,0
S00179743,109,16,0,0,0
S00179744,96,0,0,0,0
S00179745,112,3,0,0,0
S00179746,83,0,0,0,0
S00179747,81,1,0,0,1
S00179748,72,0,0,0,0
S00179749,178,1,1,0,0
S00179750,94,0,6,0,0
S00179751,117,1,0,0,0
S00179752,117,1,0,0,4
S00179753,121,0,0,0,0
S00179754,88,2,0,0,0
S00179755,81,9,0,1,0
S00179756,96,0,0,0,0
S00179757,75,5,0,0,0
S00179758,88,2,0,0,0
S00179759,93,0,0,0,5
S00179760,92,3,0,0,0
S00179761,75,2,5,0,0
S00179762,91,1,0,0,0
S00179763,106,1,3,0,0
S00179764,60,1,0,0,0
S00179765,109,3,0,0,0
S00179766,137,0,0,0,0
S00179767,111,2,0,0,0
S00179768,80,0,0,0,0
S00179769,118,4,0,0,0
S00179770,83,0,0,0,0
S00179771,93,0,0,0,0
S00179772,107,0,0,0,0
S00179773,127,0,0,0,0
S00179774,119,0,4,1,0
S00179775,138,2,0,0,1
S00179776,117,0,5,0,0
S00179777,76,0,0,0,0
S00179778,108,4,0,0,0
S00179779,84,5,0,0,0
S00179780,126,0,0,0,0
S00179781,100,0,0,0,0
S00179782,116,0,5,0,0
S00179783,122,0,0,0,0
S00179784,148,0,0,0,2
S00179785,109,0,0,0,0
S00179786,71,0,0,0,0
S00179787,121,0,1,0,0
S00179788,102,0,0,0,0
S00179789,121,0,5,0,0
S00179790,125,11,0,0,0
S00179791,161,0,2,0,2
S00179792,193,4,0,0,0
S00179793,80,2,0,1,0
S00179794,202,4,0,1,0
S00179795,174,2,0,0,0
S00179796,174,9,0,0,0
S00179797,115,1,0,0,0
S00179798,75,0,0,0,0
S00179799,98,0,0,0,0
S00179800,92,0,0,0,1
S00179801,73,0,0,0,0
S00179802,115,0,0,0,0
S00179803,120,0,1,0,0
S00179804,82,0,0,1,0
S00179805,90,4,2,0,0
S00179806,67,1,8,0,0
S00179807,87,4,3,0,1
S00179808,102,0,0,0,0
S00179809,95,0,5,0,1
S00179810,93,4,0,0,0
S00179811,162,0,0,0,0
S00179812,129,1,4,0,0
S00179813,158,3,6,0,15
S00179814,165,0,6,0,3
S00179815,159,0,0,0,0
S00179816,102,0,0,0,0
S00179817,131,0,0,0,0
S00179818,89,0,3,0,5
S00179819,100,6,0,0,0
S00179820,154,4,0,0,4
S00179821,111,0,0,0,0
S00179822,95,5,0,0,0
S00179823,63,0,2,0,0
S00179824,105,0,8,0,4
S00179825,109,0,0,0,0
S00179826,86,0,1,0,0
S00179827,79,0,0,0,0
S00179828,145,0,0,0,0
S00179829,92,4,0,0,0
S00179830,71,0,0,0,0
S00179831,167,0,0,0,0
S00179832,133,0,1,0,0
S00179833,73,1,3,0,0
S00179834,182,0,0,0,0
S00179835,81,0,0,0,0
S00179836,78,0,4,0,0
S00179837,100,0,6,0,0
S00179838,116,0,0,0,0
S00179839,113,0,0,0,0
S00179840,78,1,0,0,0
S00179841,139,1,0,0,0
S00179842,110,2,4,0,0
S00179843,80,0,0,0,0
S00179844,140,13,0,0,1
S00179845,75,0,9,0,0
S00179846,103,0,0,0,0
S00179847,95,0,0,0,0
S00179848,133,0,0,0,0
S00179849,118,0,6,0,0
S00179850,52,13,0,0,0
S00179851,154,0,2,0,0
S00179852,153,0,0,0,0
S00179853,71,0,0,0,5
S00179854,85,0,2,0,0
S00179855,91,6,0,0,0
S00179856,64,1,7,0,0
S00179857,129,0,8,0,0
S00179858,60,0,1,0,0
S00179859,105,0,0,0,0
S00179860,97,0,0,0,0
S00179861,101,0,3,0,3
S00179862,116,0,0,2,0
S00179863,140,0,4,0,0
S00179864,115,4,0,0,0
S00179865,133,0,0,0,0
S00179866,84,1,0,0,0
S00179867,68,0,1,0,0
S00179868,77,4,0,0,0
S00179869,120,0,0,0,0
S00179870,78,0,0,0,0
S00179871,84,0,0,0,0
S00179872,61,0,0,0,0
S00179873,96,0,0,0,1
S00179874,145,0,0,0,0
S00179875,70,0,0,0,0
S00179876,83,0,0,0,0
S00179877,112,0,0,0,4
S00179878,112,0,0,2,0
S00179879,144,0,0,0,0
S00179880,162,0,0,0,0
S00179881,103,3,0,0,0
S00179882,150,2,0,0,0
S00179883,66,0,0,0,0
S00179884,86,7,0,0,0
S00179885,96,1,0,0,0
S00179886,96,2,0,0,5
S00179887,55,1,0,0,7
S00179888,111,0,0,0,0
S00179889,113,0,0,0,0
S00179890,91,0,0,0,0
S00179891,85,0,0,0,0
S00179892,145,5,0,0,0
S00179893,61,0,0,0,0
S00179894,69,1,0,0,0
S00179895,161,0,0,0,0
S00179896,63,0,0,0,0
S00179897,125,0,0,0,0
S00179898,72,0,0,0,0
S00179899,81,0,0,0,1
S00179900,76,0,0,0,0
S00179901,102,0,0,0,0
S00179902,85,0,0,0,0
S00179903,84,1,0,0,0
S00179904,100,1,0,0,0
S00179905,81,0,0,0,0
S00179906,66,1,0,0,0
S00179907,88,0,0,0,2
S00179908,167,0,0,0,0
S00179909,108,0,0,0,0
S00179910,67,0,0,0,0
S00179911,232,0,0,0,1
S00179912,90,0,0,0,0
S00179913,135,0,0,0,0
S00179914,145,0,2,0,0
S00179915,88,0,0,2,0
S00179916,103,0,0,0,0
S00179917,76,0,0,0,1
S00179918,76,0,0,0,0
S00179919,80,1,0,0,0
S00179920,108,0,0,0,0
S00179921,85,4,0,0,0
S00179922,159,0,5,0,0
S00179923,77,0,0,0,0
S00179924,98,2,0,0,0
S00179925,174,2,0,0,0
S00179926,93,0,0,0,0
S00179927,61,0,0,0,0
S00179928,88,4,0,0,0
S00179929,78,3,0,0,0
S00179930,155,4,0,0,0
S00179931,135,5,0,0,0
S00179932,71,4,3,0,0
S00179933,80,3,0,0,0
S00179934,99,0,0,0,0
S00179935,78,0,0,0,0
S00179936,80,0,0,0,0
S00179937,174,0,0,0,4
S00179938,103,0,0,0,0
S00179939,80,0,0,0,0
S00179940,98,8,0,0,0
S00179941,72,0,0,0,0
S00179942,127,0,0,0,0
S00179943,71,0,0,0,0
S00179944,151,2,0,0,0
S00179945,61,1,0,0,0
S00179946,80,0,0,0,4
S00179947,157,0,0,0,0
S00179948,96,0,0,0,0
S00179949,108,0,0,0,0
S00179950,67,8,1,0,0
S00179951,78,0,0,0,0
S00179952,124,2,0,0,0
S00179953,83,0,0,0,0
S00179954,136,2,0,1,0
S00179955,80,0,0,0,0
S00179956,112,0,0,0,0
S00179957,122,4,0,0,0
S00179958,119,2,0,0,0
S00179959,122,0,0,0,0
S00179960,100,0,0,0,0
S00179961,96,0,0,0,0
S00179962,80,0,0,0,0
S00179963,119,0,0,0,1
S00179964,79,0,0,0,0
S00179965,117,0,0,0,0
S00179966,82,0,0,0,0
S00179967,95,7,0,0,0
S00179968,71,0,0,2,0
S00179969,77,2,1,0,0
S00179970,67,0,0,0,0
S00179971,89,0,0,0,3
S00179972,112,2,0,0,0
S00179973,109,1,8,0,0
S00179974,107,2,0,0,0
S00179975,104,2,1,0,0
S00179976,146,8,0,2,0
S00179977,133,0,0,0,0
S00179978,60,0,0,0,0
S00179979,94,0,0,0,0
S00179980,163,0,0,0,0
S00179981,61,0,0,0,0
S00179982,115,4,0,0,1
S00179983,122,0,0,0,2
S00179984,68,4,13,0,10
S00179985,110,0,0,0,0
S00179986,82,0,0,0,0
S00179987,96,0,0,0,0
S00179988,134,0,0,0,0
S00179989,152,0,0,0,1
S00179990,109,0,0,0,0
S00179991,94,2,7,0,0
S00179992,78,0,0,0,0
S00179993,90,4,0,0,0
S00179994,87,2,0,0,0
S00179995,122,0,2,0,0
S00179996,90,3,0,0,0
S00179997,98,0,0,0,2
S00179998,110,2,0,0,0
S00179999,121,6,3,0,0
S00180000,94,0,0,0,0
S00180001,128,3,0,0,0
S00180002,145,0,0,0,0
S00180003,143,2,0,0,0
S00180004,114,0,0,0,0
S00180005,152,0,0,0,0
S00180006,137,4,0,0,1
S00180007,152,0,2,0,1
S00180008,78,1,1,0,0
S00180009,96,0,0,0,0
S00180010,95,10,0,0,0
S00180011,153,0,7,1,2
S00180012,130,0,0,0,0
S00180013,91,0,0,0,0
S00180014,85,0,0,0,0
S00180015,120,0,0,0,0
S00180016,78,0,0,0,0
S00180017,110,20,0,0,0
S00180018,108,0,0,0,0
S00180019,106,0,0,0,0
S00180020,138,2,2,0,0
S00180021,149,0,0,0,0
S00180022,133,0,0,0,1
S00180023,101,0,2,0,0
S00180024,103,3,0,0,0
S00180025,82,0,0,0,1
S00180026,83,0,0,1,0
S00180027,117,0,0,0,0
S00180028,108,0,0,0,0
S00180029,79,0,8,0,0
S00180030,138,0,0,0,0
S00180031,83,0,0,0,0
S00180032,100,2,2,0,6
S00180033,70,1,0,0,0
S00180034,63,0,0,0,0
S00180035,94,1,5,0,0
S00180036,108,0,0,0,0
S00180037,86,0,0,0,0
S00180038,93,6,0,0,0
S00180039,102,2,0,0,0
S00180040,91,0,8,0,6
S00180041,90,15,0,0,0
S00180042,96,6,0,0,0
S00180043,94,1,0,0,0
S00180044,123,3,0,0,1
S00180045,88,4,4,0,0
S00180046,110,0,0,0,1
S00180047,98,10,0,0,0
S00180048,73,2,0,0,0
S00180049,64,5,0,0,3
S00180050,118,1,1,0,0
S00180051,72,0,0,0,0
S00180052,115,0,0,0,2
S00180053,89,1,0,0,0
S00180054,133,0,0,0,0
S00180055,76,8,0,0,0
S00180056,233,0,0,3,1
S00180057,98,3,0,0,4
S00180058,143,0,0,0,0
S00180059,87,0,2,0,0
S00180060,107,2,0,0,0
S00180061,129,0,0,0,1
S00180062,74,0,0,0,0
S00180063,81,1,0,0,0
S00180064,113,3,1,0,0
S00180065,73,0,0,0,0
S00180066,161,3,6,0,0
S00180067,70,0,0,0,0
S00180068,57,21,0,0,1
S00180069,96,10,2,0,4
S00180070,143,14,0,0,1
S00180071,98,0,1,0,1
S00180072,80,0,0,0,0
S00180073,104,3,0,0,1
S00180074,93,0,0,0,0
S00180075,65,6,0,0,0
S00180076,92,0,0,0,0
S00180077,133,11,2,0,0
S00180078,68,0,2,0,0
S00180079,131,0,0,0,0
S00180080,82,0,3,0,0
S00180081,94,1,1,0,0
S00180082,76,0,0,0,0
S00180083,93,2,3,0,0
S00180084,76,4,0,0,0
S00180085,79,7,1,1,0
S00180086,101,0,0,0,1
S00180087,126,1,19,0,9
S00180088,91,15,22,0,22
S00180089,100,4,0,0,1
S00180090,63,5,0,0,0
S00180091,55,18,5,0,5
S00180092,106,0,0,2,0
S00180093,91,0,0,0,0
S00180094,126,10,0,0,0
S00180095,92,0,0,0,1
S00180096,137,6,0,0,0
S00180097,98,0,1,0,0
S00180098,95,0,0,0,0
S00180099,100,0,0,0,1
S00180100,84,4,0,0,0
S00180101,89,5,0,0,0
S00180102,142,0,0,0,1
S00180103,82,2,1,0,0
S00180104,105,2,0,0,0
S00180105,94,1,2,0,2
S00180106,99,0,0,0,0
S00180107,66,9,0,0,5
S00180108,98,0,0,4,3
S00180109,187,7,4,0,3
S00180110,150,0,0,3,0
S00180111,117,0,0,0,0
S00180112,103,10,1,0,0
S00180113,70,0,0,0,0
S00180114,95,4,1,1,0
S00180115,83,0,0,0,0
S00180116,81,0,0,0,0
S00180117,71,0,0,0,0
S00180118,91,0,0,0,2
S00180119,162,0,0,0,0
S00180120,62,4,0,0,3
S00180121,144,9,0,0,2
S00180122,104,2,9,2,8
S00180123,121,0,7,0,5
S00180124,131,7,6,0,1
S00180125,120,4,2,0,10
S00180126,84,0,0,0,0
S00180127,60,1,5,0,0
S00180128,64,0,0,0,0
S00180129,58,0,1,0,0
S00180130,109,0,0,0,0
S00180131,101,0,0,0,0
S00180132,70,9,3,0,0
S00180133,160,2,0,0,0
S00180134,139,3,0,1,0
S00180135,53,7,0,0,0
S00180136,54,28,0,0,2
S00180137,83,1,2,0,3
S00180138,146,8,0,0,0
S00180139,100,0,0,0,0
S00180140,79,0,1,0,0
S00180141,87,0,4,0,0
S00180142,142,8,3,0,2
S00180143,151,10,4,0,0
S00180144,83,0,0,0,0
S00180145,133,8,0,0,0
S00180146,92,0,0,0,0
S00180147,78,2,0,0,0
S00180148,77,0,0,0,0
S00180149,112,0,2,0,0
S00180150,108,1,0,0,0
S00180151,89,3,0,0,0
S00180152,93,0,0,0,0
S00180153,75,0,0,0,0
S00180154,160,1,0,0,1
S00180155,130,2,0,0,0
S00180156,100,2,0,0,0
S00180157,68,0,2,0,0
S00180158,87,1,0,0,7
S00180159,144,9,4,4,3
S00180160,66,0,0,0,0
S00180161,163,9,5,0,0
S00180162,73,0,0,0,0
S00180163,106,0,0,0,0
S00180164,116,5,4,0,0
S00180165,59,1,0,0,0
S00180166,138,0,0,0,2
S00180167,112,0,0,0,0
S00180168,143,0,1,0,0
S00180169,102,0,2,0,0
S00180170,86,0,0,0,0
S00180171,75,5,4,0,4
S00180172,116,2,0,0,0
S00180173,111,2,0,0,0
S00180174,90,2,2,0,0
S00180175,71,3,3,0,1
S00180176,82,3,3,0,0
S00180177,98,6,0,0,0
S00180178,74,2,0,0,0
S00180179,77,0,0,0,0
S00180180,66,2,0,0,0
S00180181,80,2,0,0,0
S00180182,68,2,3,0,0
S00180183,83,0,0,0,0
S00180184,118,1,0,0,2
S00180185,113,4,0,0,4
S00180186,76,0,8,0,0
S00180187,66,0,1,0,0
S00180188,125,0,0,0,0
S00180189,125,0,0,0,5
S00180190,150,1,0,1,0
S00180191,145,0,0,0,0
S00180192,112,0,0,0,1
S00180193,94,2,0,0,0
S00180194,74,0,0,0,0
S00180195,85,1,0,0,0
S00180196,66,0,4,0,4
S00180197,65,0,3,0,0
S00180198,79,0,0,0,0
S00180199,183,0,0,2,2
S00180200,96,4,0,0,0
S00180201,126,6,2,1,0
S00180202,83,0,0,0,2
S00180203,157,0,0,1,5
S00180204,163,0,0,0,0
S00180205,107,4,0,0,0
S00180206,103,10,0,0,0
S00180207,130,2,0,0,0
S00180208,145,0,0,0,0
S00180209,137,0,0,0,0
S00180210,112,4,0,0,0
S00180211,198,1,0,0,0
S00180212,109,0,0,0,0
S00180213,162,2,0,0,3
S00180214,225,0,0,0,0
S00180215,66,0,0,0,1
S00180216,123,12,0,0,0
S00180217,97,0,0,0,0
S00180218,95,0,0,2,0
S00180219,113,2,0,0,0
S00180220,68,0,0,0,0
S00180221,88,1,0,0,0
S00180222,123,0,0,1,4
S00180223,98,0,0,0,0
S00180224,148,4,0,0,1
S00180225,78,0,0,0,0
S00180226,135,1,0,0,0
S00180227,164,5,0,0,0
S00180228,124,5,0,0,0
S00180229,175,4,1,0,0
S00180230,89,1,0,0,0
S00180231,123,6,2,0,0
S00180232,139,8,0,0,1
S00180233,70,1,0,0,0
S00180234,129,0,0,0,0
S00180235,153,4,0,0,0
S00180236,173,0,0,0,3
S00180237,215,0,0,0,0
S00180238,115,1,0,0,0
S00180239,103,1,0,0,1
S00180240,67,0,0,0,0
S00180241,91,0,1,0,0
S00180242,105,0,0,0,0
S00180243,68,0,0,0,0
S00180244,151,4,0,0,1
S00180245,105,1,0,0,0
S00180246,100,0,1,0,0
S00180247,75,1,0,0,0
S00180248,74,2,0,0,2
S00180249,117,0,0,0,0
S00180250,91,4,0,0,0
S00180251,98,3,0,0,0
S00180252,96,5,0,0,0
S00180253,107,0,0,0,1
S00180254,115,0,0,0,0
S00180255,110,2,0,0,0
S00180256,104,1,0,0,0
S00180257,84,7,0,0,1
S00180258,157,0,0,0,0
S00180259,66,3,1,0,0
S00180260,88,5,0,0,0
S00180261,198,2,0,0,1
S00180262,116,9,0,1,0
S00180263,110,0,0,0,2
S00180264,72,4,0,0,0
S00180265,119,0,0,0,0
S00180266,107,1,0,1,0
S00180267,102,3,2,0,0
S00180268,69,0,0,0,0
S00180269,133,0,0,0,0
S00180270,106,1,0,0,0
S00180271,118,2,4,0,4
S00180272,138,2,0,0,0
S00180273,131,0,2,0,0
S00180274,89,1,0,0,2
S00180275,106,0,1,0,0
S00180276,81,4,0,0,0
S00180277,74,4,0,0,1
S00180278,132,6,0,0,2
S00180279,121,6,0,0,3
S00180280,112,4,0,2,2
S00180281,155,2,0,0,0
S00180282,110,1,0,2,0
S00180283,96,0,3,0,0
S00180284,111,3,0,0,0
S00180285,110,1,0,0,0
S00180286,93,6,4,0,1
S00180287,140,0,0,0,0
S00180288,98,1,0,0,0
S00180289,130,4,0,0,0
S00180290,113,0,0,2,2
S00180291,109,0,0,0,0
S00180292,96,4,0,0,0
S00180293,148,0,0,0,1
S00180294,119,0,4,1,0
S00180295,118,0,0,0,0
S00180296,124,4,0,0,0
S00180297,119,0,0,0,0
S00180298,94,1,0,0,0
S00180299,130,0,0,0,0
S00180300,84,0,0,0,0
S00180301,111,0,0,0,0
S00180302,148,0,0,0,0
S00180303,120,3,0,0,0
S00180304,154,3,0,0,0
S00180305,92,0,0,0,4
S00180306,91,2,0,0,0
S00180307,60,4,0,0,0
S00180308,201,4,0,0,0
S00180309,161,0,0,0,0
S00180310,81,0,0,0,0
S00180311,107,9,0,0,0
S00180312,166,3,2,0,2
S00180313,68,1,0,0,0
S00180314,158,1,3,0,0
S00180315,66,9,0,0,0
S00180316,173,19,0,0,8
S00180317,56,11,0,0,0
S00180318,126,0,0,0,0
S00180319,85,0,0,0,0
S00180320,127,0,0,0,2
S00180321,101,0,0,0,0
S00180322,138,0,0,0,0
S00180323,93,5,0,0,0
S00180324,94,5,1,2,0
S00180325,94,0,0,1,1
S00180326,89,16,0,1,3
S00180327,136,3,0,0,0
S00180328,123,1,0,0,1
S00180329,167,15,1,0,0
S00180330,69,2,0,0,0
S00180331,135,21,0,1,0
S00180332,144,12,0,0,8
S00180333,117,0,3,0,0
S00180334,108,8,0,0,0
S00180335,186,11,5,0,0
S00180336,155,10,0,1,1
S00180337,108,0,0,0,0
S00180338,113,1,0,1,1
S00180339,91,1,0,0,0
S00180340,140,10,3,3,4
S00180341,79,1,0,0,0
S00180342,96,0,0,0,0
S00180343,130,1,0,0,0
S00180344,132,1,0,0,0
S00180345,112,6,0,0,0
S00180346,294,7,0,0,1
S00180347,123,4,4,0,0
S00180348,144,2,0,0,0
S00180349,91,0,0,0,0
S00180350,85,0,0,1,0
S00180351,135,1,5,1,0
S00180352,105,1,0,0,0
S00180353,108,2,0,0,0
S00180354,69,0,0,0,0
S00180355,117,0,0,0,2
S00180356,94,2,0,0,0
S00180357,94,0,0,0,0
S00180358,67,0,0,0,1
S00180359,73,4,0,0,1
S00180360,129,0,0,1,0
S00180361,155,5,0,0,2
S00180362,64,1,1,0,0
S00180363,59,3,0,0,0
S00180364,97,0,2,0,0
