oa_code_2021,church_of_scotland,roman_catholic,other_christian,buddhist,hindu,jewish,muslim,sikh,pagan,other_religion,no_religion,religion_not_stated
S00172000,27,9,10,0,0,0,0,0,1,0,45,2
S00172001,19,6,10,0,0,0,0,1,1,0,44,4
S00172002,29,4,3,0,0,0,0,0,0,0,110,9
S00172003,13,6,7,0,0,0,0,0,0,0,60,5
S00172004,22,19,12,0,0,0,9,0,1,0,123,16
S00172005,35,17,7,0,0,0,0,0,2,0,130,10
S00172006,18,10,6,0,0,0,1,0,0,0,55,2
S00172007,58,23,14,0,0,0,0,0,0,0,88,21
S00172008,32,3,5,0,0,0,0,0,1,2,80,16
S00172009,27,5,3,0,0,0,0,0,0,0,31,5
S00172010,35,1,2,0,0,0,1,0,1,0,13,9
S00172011,51,10,10,0,0,0,0,0,0,0,65,14
S00172012,34,8,5,0,0,0,1,0,0,0,89,4
S00172013,41,11,5,0,0,0,0,0,0,0,63,4
S00172014,26,4,16,0,0,0,0,0,0,0,55,4
S00172015,39,11,7,0,0,0,0,0,0,0,52,8
S00172016,36,9,5,0,0,0,0,0,0,0,64,16
S00172017,58,10,16,0,0,0,0,0,1,0,86,11
S00172018,39,9,2,0,0,0,0,0,1,0,70,6
S00172019,37,5,13,0,0,0,0,0,0,1,94,12
S00172020,32,7,6,0,0,0,0,0,0,0,62,7
S00172021,23,10,3,0,0,0,0,0,0,0,39,6
S00172022,25,5,18,0,0,0,0,0,2,0,49,0
S00172023,33,4,6,0,0,0,0,0,0,0,57,0
S00172024,33,1,0,0,0,0,0,0,0,0,46,9
S00172025,40,11,7,0,0,0,0,0,0,0,127,9
S00172026,25,11,2,0,0,0,0,0,0,0,79,3
S00172027,23,6,11,1,0,0,0,0,0,0,66,16
S00172028,18,4,15,0,0,0,1,0,0,0,20,5
S00172029,25,9,22,0,0,0,0,0,0,0,70,9
S00172030,35,8,13,0,0,0,0,0,4,0,98,6
S00172031,38,5,6,0,0,0,2,0,0,0,20,14
S00172032,36,7,8,0,0,0,0,0,1,0,111,15
S00172033,20,15,8,0,0,0,0,0,2,0,78,5
S00172034,40,8,2,0,0,0,0,0,0,2,56,7
S00172035,27,12,2,0,0,0,0,0,0,0,62,5
S00172036,35,14,2,0,0,0,0,0,0,0,48,7
S00172037,25,5,3,0,0,0,0,0,0,0,95,15
S00172038,31,10,4,0,0,0,0,0,0,0,65,7
S00172039,14,3,6,0,0,0,0,0,0,1,43,5
S00172040,34,12,9,3,0,0,0,0,0,0,62,9
S00172041,52,7,12,0,0,0,0,0,0,0,109,4
S00172042,24,6,3,0,0,0,0,0,1,0,34,6
S00172043,35,4,4,0,0,0,0,0,0,0,70,11
S00172044,32,0,5,0,0,0,0,0,0,0,56,12
S00172045,31,5,1,0,0,0,0,0,2,0,25,4
S00172046,34,2,9,0,0,0,0,0,0,0,50,1
S00172047,26,6,3,0,0,0,4,0,0,0,65,0
S00172048,19,10,4,0,0,0,0,0,0,0,51,12
S00172049,32,10,3,1,0,0,0,0,0,4,40,8
S00172050,42,10,5,0,0,0,0,0,0,1,48,3
S00172051,29,2,3,0,0,0,0,0,0,0,50,3
S00172052,11,6,4,0,0,0,0,0,1,0,38,8
S00172053,32,8,20,0,0,0,0,0,0,2,69,14
S00172054,22,17,3,1,0,0,0,0,0,0,124,11
S00172055,52,5,7,1,0,0,0,0,0,0,63,5
S00172056,14,8,2,0,0,1,1,0,0,0,79,8
S00172057,30,7,2,0,0,0,0,0,0,0,64,14
S00172058,19,8,2,0,0,0,0,0,0,0,35,2
S00172059,21,8,12,0,0,0,0,0,0,0,42,0
S00172060,37,5,17,2,0,0,0,0,1,0,57,12
S00172061,17,7,6,0,4,0,0,0,0,0,39,2
S00172062,27,4,7,0,0,0,0,0,0,0,72,14
S00172063,36,6,6,0,0,0,0,0,1,0,84,9
S00172064,35,10,9,0,0,0,0,0,2,0,98,8
S00172065,14,0,3,0,0,0,0,0,1,1,40,0
S00172066,37,13,7,0,0,0,0,0,0,0,59,5
S00172067,51,11,9,0,0,0,0,0,1,2,122,28
S00172068,36,10,22,0,0,0,0,0,0,0,79,10
S00172069,38,5,4,1,0,0,0,0,0,0,51,6
S00172070,15,3,10,0,0,0,0,0,0,0,55,6
S00172071,25,9,8,0,0,0,0,0,1,0,97,10
S00172072,27,7,9,0,0,1,0,0,2,0,65,6
S00172073,21,10,4,0,0,0,0,0,0,2,61,9
S00172074,35,5,5,0,0,0,0,0,0,0,60,7
S00172075,27,7,7,0,0,0,0,2,0,0,77,12
S00172076,15,8,7,0,0,0,17,1,0,0,69,11
S00172077,36,6,10,0,0,0,0,0,0,0,77,5
S00172078,36,6,8,0,4,0,0,0,0,0,83,10
S00172079,38,22,16,2,1,0,1,0,0,0,63,23
S00172080,33,24,13,1,2,0,4,0,0,0,76,8
S00172081,44,29,4,0,0,0,0,0,0,0,91,7
S00172082,18,19,3,0,0,0,0,0,0,0,66,9
S00172083,13,11,5,0,0,0,0,0,4,0,44,2
S00172084,118,43,18,1,1,0,4,0,1,1,127,28
S00172085,39,26,7,0,0,0,0,0,0,0,71,7
S00172086,48,11,4,0,0,0,0,0,0,1,48,11
S00172087,44,17,6,0,2,0,0,0,0,0,59,7
S00172088,49,22,7,0,0,0,2,1,0,0,57,12
S00172089,32,10,9,0,0,0,0,0,0,0,48,3
S00172090,23,26,14,0,0,0,0,0,1,1,86,9
S00172091,39,26,5,0,0,0,0,0,0,0,42,9
S00172092,27,7,2,1,0,0,0,0,0,1,74,5
S00172093,26,8,1,0,0,0,2,1,0,0,49,3
S00172094,63,24,7,0,0,0,0,0,0,0,71,5
S00172095,27,27,0,0,0,0,3,0,0,1,43,9
S00172096,51,29,1,0,0,0,0,4,0,0,42,10
S00172097,44,22,14,0,0,0,0,0,1,0,41,0
S00172098,12,9,1,0,0,0,0,0,1,0,49,3
S00172099,30,14,0,0,0,0,0,0,1,0,36,3
S00172100,50,13,5,0,0,0,0,0,0,0,53,5
S00172101,46,11,6,0,0,0,0,0,0,0,59,5
S00172102,49,10,4,0,0,0,0,0,0,0,79,5
S00172103,32,5,2,0,0,0,0,0,0,0,48,5
S00172104,38,33,3,0,8,0,0,0,0,2,54,6
S00172105,20,11,0,0,0,0,0,0,1,0,27,6
S00172106,35,26,5,0,0,0,0,0,4,1,97,12
S00172107,40,16,5,0,0,0,0,5,0,0,78,8
S00172108,37,7,3,0,0,0,0,0,0,1,15,6
S00172109,32,12,0,0,0,0,0,0,0,2,34,6
S00172110,68,34,4,0,0,0,0,0,0,0,81,12
S00172111,18,17,6,5,0,0,4,0,0,0,48,8
S00172112,61,12,9,0,0,0,0,0,0,0,53,3
S00172113,18,25,2,0,0,0,0,0,1,0,37,4
S00172114,19,17,4,1,0,0,0,0,1,1,67,6
S00172115,6,25,1,0,0,0,0,0,2,0,80,18
S00172116,42,14,3,0,0,0,0,0,1,0,58,7
S00172117,24,13,5,0,0,0,0,0,0,0,17,7
S00172118,42,17,3,0,0,0,0,0,0,0,42,11
S00172119,29,33,5,0,0,0,0,0,2,0,124,5
S00172120,28,22,2,0,0,0,10,0,0,0,67,8
S00172121,34,30,3,0,0,0,0,0,0,0,59,13
S00172122,12,37,0,0,0,0,0,0,0,0,40,14
S00172123,28,7,4,0,0,0,0,0,0,0,40,8
S00172124,20,19,5,0,0,0,0,0,0,0,65,8
S00172125,37,7,4,0,0,0,4,0,0,0,58,5
S00172126,28,9,3,0,0,0,5,0,1,0,45,10
S00172127,24,7,7,0,0,0,2,0,1,1,45,6
S00172128,49,14,8,0,0,0,0,0,0,0,65,12
S00172129,26,18,2,0,0,0,0,0,0,0,49,0
S00172130,39,12,4,0,0,0,3,0,0,0,95,7
S00172131,34,15,6,0,0,0,0,0,0,0,74,8
S00172132,44,8,11,0,0,0,0,0,0,1,68,2
S00172133,32,24,11,1,0,0,0,0,0,0,59,6
S00172134,24,18,3,0,0,0,0,0,0,0,47,6
S00172135,52,21,1,3,0,0,0,0,0,1,66,3
S00172136,32,22,17,0,1,0,0,1,0,0,111,18
S00172137,17,11,6,2,0,0,0,0,1,0,59,2
S00172138,55,35,11,0,0,0,0,0,0,0,134,10
S00172139,47,25,15,0,1,0,0,1,0,0,114,10
S00172140,10,32,7,0,0,0,0,0,0,0,64,3
S00172141,30,23,1,0,1,0,0,0,0,0,48,8
S00172142,21,28,1,0,0,0,0,0,3,0,62,1
S00172143,24,37,14,0,0,0,2,0,0,0,112,6
S00172144,56,17,5,0,0,0,0,0,0,0,67,10
S00172145,45,42,3,0,0,0,4,0,0,0,130,2
S00172146,18,40,12,1,0,0,6,0,0,0,116,12
S00172147,32,17,4,0,0,0,0,0,0,0,57,6
S00172148,29,23,12,0,0,0,0,0,0,0,92,11
S00172149,20,28,6,0,0,0,0,0,0,0,93,15
S00172150,34,29,5,0,0,0,3,0,0,0,53,8
S00172151,10,33,1,0,0,0,6,0,0,0,85,0
S00172152,27,25,9,0,0,0,0,0,0,0,63,14
S00172153,15,27,3,0,0,0,0,0,0,0,91,3
S00172154,18,20,0,0,0,0,0,0,0,0,43,4
S00172155,41,29,9,0,1,0,0,0,0,0,98,10
S00172156,11,17,2,0,0,0,0,0,0,0,57,5
S00172157,44,22,11,0,0,0,0,0,4,0,92,9
S00172158,24,56,0,0,0,0,1,0,0,0,108,5
S00172159,39,19,6,0,0,0,0,0,0,0,81,13
S00172160,47,12,4,0,0,0,0,0,0,0,102,14
S00172161,58,17,4,0,0,0,0,0,0,0,80,11
S00172162,22,25,7,0,0,0,0,0,0,0,54,2
S00172163,26,37,5,0,0,0,0,0,0,0,101,4
S00172164,31,26,9,0,0,0,0,0,0,0,58,14
S00172165,18,33,3,0,0,0,0,0,1,0,91,6
S00172166,29,10,2,1,0,0,0,0,0,0,59,4
S00172167,3,8,7,0,2,0,1,6,0,0,69,11
S00172168,26,31,7,0,0,0,0,0,0,0,41,7
S00172169,23,9,7,0,1,0,0,0,0,0,37,11
S00172170,26,54,13,2,0,0,0,2,0,0,112,4
S00172171,19,21,0,0,0,0,0,0,0,0,60,9
S00172172,21,26,6,0,0,0,0,0,0,1,80,5
S00172173,33,11,12,0,0,0,0,0,0,3,52,2
S00172174,39,35,10,0,0,0,0,0,0,0,84,4
S00172175,57,41,5,0,0,0,0,0,1,0,81,14
S00172176,24,15,0,0,0,0,3,0,0,0,107,9
S00172177,11,13,14,0,0,0,0,0,1,0,62,7
S00172178,12,13,4,0,0,0,0,0,0,0,35,6
S00172179,35,21,13,0,0,0,0,0,3,0,20,8
S00172180,47,28,10,0,0,0,0,0,0,0,97,8
S00172181,17,22,1,0,0,0,0,0,0,0,62,7
S00172182,30,22,6,2,0,0,0,0,0,0,71,18
S00172183,47,17,8,0,0,0,0,5,0,0,88,10
S00172184,21,17,6,0,0,0,5,0,0,0,103,6
S00172185,26,23,8,0,0,0,5,0,0,0,111,10
S00172186,75,39,8,0,2,0,0,0,0,1,63,14
S00172187,15,29,6,0,0,0,0,0,0,0,63,2
S00172188,16,23,2,0,0,0,0,0,2,0,61,3
S00172189,27,4,1,0,0,0,0,0,0,0,33,0
S00172190,22,42,17,0,0,0,2,0,0,1,113,11
S00172191,46,25,3,0,0,0,0,0,0,0,45,4
S00172192,36,4,0,0,0,0,0,0,0,0,36,8
S00172193,28,38,7,3,1,0,1,0,0,0,166,9
S00172194,21,11,1,0,1,0,0,0,0,0,43,2
S00172195,38,19,4,1,0,0,4,0,0,0,53,8
S00172196,44,35,2,0,0,0,0,0,0,0,125,8
S00172197,36,19,6,0,0,0,0,0,0,0,56,12
S00172198,37,23,7,1,0,0,0,0,0,0,64,4
S00172199,24,39,2,0,0,0,0,0,0,0,70,5
S00172200,42,24,4,1,2,0,0,0,2,0,65,10
S00172201,17,21,3,0,0,0,1,0,0,0,59,5
S00172202,30,48,0,0,0,0,3,10,0,0,114,12
S00172203,20,12,5,0,0,0,0,0,0,0,69,12
S00172204,18,12,1,0,0,0,0,0,0,0,71,8
S00172205,21,19,1,0,0,0,0,0,0,0,27,4
S00172206,19,28,3,0,0,0,0,0,0,0,34,4
S00172207,10,14,2,0,0,0,10,0,0,3,35,0
S00172208,25,25,2,0,0,0,0,0,0,0,44,2
S00172209,32,25,9,0,0,0,0,0,0,0,50,8
S00172210,55,41,0,0,0,0,3,0,0,0,92,7
S00172211,44,20,3,0,0,0,0,0,0,0,71,4
S00172212,27,25,1,0,0,0,0,0,0,0,57,8
S00172213,28,35,0,0,0,0,0,0,1,0,74,1
S00172214,19,11,5,1,0,0,1,0,0,0,42,10
S00172215,40,20,6,0,0,0,0,0,0,0,45,3
S00172216,50,41,4,0,0,0,0,0,0,0,81,3
S00172217,37,15,5,0,0,0,0,0,0,0,32,0
S00172218,33,17,2,0,0,0,0,0,0,0,65,2
S00172219,43,12,4,1,0,0,4,0,0,1,30,9
S00172220,30,18,8,0,0,0,0,0,0,0,51,13
S00172221,37,27,3,0,0,0,0,0,2,1,75,4
S00172222,26,26,0,0,0,0,0,0,0,0,87,9
S00172223,27,13,3,0,0,0,0,0,0,0,60,10
S00172224,18,10,2,0,0,0,1,0,0,0,55,2
S00172225,43,28,0,2,0,0,0,0,0,0,37,4
S00172226,43,13,8,0,0,0,0,0,0,0,58,8
S00172227,42,30,4,0,0,0,0,0,0,0,46,12
S00172228,15,12,6,0,0,0,0,0,0,0,59,6
S00172229,69,35,6,0,0,0,0,0,0,0,133,22
S00172230,25,32,0,0,0,0,0,0,0,0,73,0
S00172231,26,40,13,1,1,0,1,0,0,0,66,1
S00172232,17,18,2,0,0,0,0,0,1,0,58,4
S00172233,40,32,12,0,8,0,0,0,0,1,67,6
S00172234,25,31,5,3,0,0,0,0,0,0,33,1
S00172235,51,27,4,0,0,0,1,0,1,0,59,5
S00172236,27,20,5,0,2,0,0,0,0,0,73,1
S00172237,26,7,7,0,0,0,0,0,0,0,49,9
S00172238,33,28,5,0,0,0,4,0,1,0,77,11
S00172239,12,12,1,1,0,0,0,0,0,0,65,6
S00172240,30,33,4,0,0,0,4,0,0,0,111,3
S00172241,16,16,3,0,0,0,0,0,0,0,60,2
S00172242,26,21,5,0,0,0,0,0,1,0,58,4
S00172243,28,17,0,0,0,0,0,0,0,0,64,7
S00172244,19,20,1,0,1,0,0,0,0,1,71,2
S00172245,28,18,4,0,0,0,0,3,0,0,23,7
S00172246,13,24,0,0,0,0,0,0,0,0,37,8
S00172247,14,12,17,0,0,0,0,0,0,0,43,6
S00172248,34,15,4,0,0,0,0,0,0,0,43,8
S00172249,22,6,3,0,0,0,0,1,0,0,50,5
S00172250,39,26,8,1,0,0,0,0,0,0,72,7
S00172251,37,53,4,2,0,0,5,2,0,0,76,14
S00172252,30,62,4,0,2,0,0,0,0,0,92,7
S00172253,41,33,4,0,0,0,2,0,0,0,58,2
S00172254,27,29,0,0,0,0,0,0,0,1,29,3
S00172255,7,13,3,0,0,0,0,0,0,0,36,4
S00172256,52,25,4,0,0,0,0,0,0,0,49,4
S00172257,33,36,6,0,0,0,0,0,0,0,60,8
S00172258,27,19,1,0,1,0,4,2,2,0,47,7
S00172259,26,20,3,0,0,0,0,0,1,0,46,12
S00172260,23,21,3,1,0,0,0,0,0,0,82,4
S00172261,29,34,9,0,1,1,0,0,0,1,54,9
S00172262,29,13,1,1,0,0,0,0,1,0,34,14
S00172263,18,21,3,0,0,0,3,0,0,3,96,3
S00172264,46,31,3,0,0,0,0,0,0,0,71,11
S00172265,23,31,0,0,0,0,0,0,0,0,39,11
S00172266,42,17,7,0,0,0,0,0,0,0,59,9
S00172267,23,17,8,0,0,0,0,0,0,0,53,4
S00172268,40,29,0,0,0,0,3,0,0,0,30,3
S00172269,25,21,3,0,0,0,0,0,0,0,57,7
S00172270,49,17,11,0,0,0,0,0,0,0,34,15
S00172271,15,19,5,0,0,0,0,0,0,0,51,6
S00172272,22,7,0,0,0,0,5,0,0,0,25,0
S00172273,51,23,3,0,6,0,0,0,0,0,52,7
S00172274,35,14,6,0,0,0,0,0,0,1,35,8
S00172275,33,14,5,0,0,0,0,0,0,0,41,9
S00172276,37,17,2,0,0,0,0,0,0,0,34,5
S00172277,45,38,7,0,3,0,1,1,0,0,77,8
S00172278,34,17,3,0,0,0,0,0,1,0,37,5
S00172279,26,15,2,0,0,0,0,0,0,0,48,7
S00172280,40,4,3,0,0,1,0,0,0,0,28,3
S00172281,35,49,9,0,0,0,0,0,0,0,65,11
S00172282,27,7,0,1,0,0,0,0,0,0,38,8
S00172283,56,33,0,0,0,0,0,0,0,0,48,5
S00172284,28,19,1,0,0,0,0,0,0,0,59,9
S00172285,26,42,5,0,0,0,0,0,0,0,63,20
S00172286,17,12,2,0,0,0,0,0,2,0,24,6
S00172287,48,21,6,0,0,0,5,0,0,0,85,16
S00172288,26,8,2,0,0,0,0,0,0,0,31,0
S00172289,15,24,0,0,0,0,0,0,5,2,54,4
S00172290,28,11,8,0,0,0,0,0,0,0,39,3
S00172291,29,13,5,0,0,0,0,0,0,0,24,2
S00172292,32,18,4,0,0,0,0,0,0,0,31,0
S00172293,23,14,0,0,0,0,0,0,0,0,74,5
S00172294,22,19,4,0,0,0,0,0,0,0,34,1
S00172295,22,16,5,0,0,0,0,0,2,4,86,4
S00172296,41,14,1,0,0,0,5,0,0,0,49,5
S00172297,24,15,7,0,0,0,0,0,0,0,52,4
S00172298,25,15,5,0,0,0,0,0,2,0,38,15
S00172299,16,21,5,0,0,0,1,0,0,0,57,6
S00172300,23,16,6,0,0,0,0,0,2,1,52,7
S00172301,11,19,9,0,3,0,1,0,2,2,63,1
S00172302,13,12,2,1,1,0,0,0,1,0,51,1
S00172303,25,23,6,0,0,0,0,0,0,0,41,6
S00172304,7,8,2,0,5,0,0,0,0,0,54,0
S00172305,11,6,0,0,2,0,4,0,0,0,35,5
S00172306,9,27,3,0,5,0,3,0,1,0,56,4
S00172307,56,36,13,0,0,0,0,0,1,0,81,7
S00172308,24,24,6,0,0,0,14,0,0,0,101,13
S00172309,26,23,8,0,3,0,0,2,0,0,86,9
S00172310,14,19,4,0,0,0,0,0,0,0,71,8
S00172311,20,20,10,0,0,0,0,2,0,0,80,13
S00172312,19,36,6,0,0,0,1,7,0,0,72,10
S00172313,16,22,5,0,0,0,1,0,0,0,66,11
S00172314,13,13,0,0,0,0,2,4,0,0,24,4
S00172315,17,23,0,0,0,0,0,0,0,1,47,7
S00172316,10,18,7,0,0,0,5,0,1,0,43,12
S00172317,14,19,0,0,0,0,0,0,0,0,26,4
S00172318,18,16,9,4,1,2,15,5,0,0,68,5
S00172319,7,8,3,0,1,0,0,0,0,0,52,6
S00172320,28,26,5,0,0,0,0,0,0,0,74,1
S00172321,19,32,7,0,0,0,6,0,1,0,45,4
S00172322,9,14,1,0,0,0,3,4,0,0,40,4
S00172323,10,42,10,0,1,0,9,0,0,2,24,7
S00172324,32,11,0,0,0,0,0,0,0,0,46,10
S00172325,9,22,7,0,0,0,1,0,0,0,42,2
S00172326,17,14,2,0,0,0,0,0,0,0,39,6
S00172327,18,12,0,0,1,0,0,0,0,0,40,2
S00172328,39,23,10,1,1,0,0,0,0,0,37,3
S00172329,19,22,1,0,0,0,0,0,0,0,43,6
S00172330,17,14,2,0,0,0,4,0,1,0,50,12
S00172331,10,11,4,0,1,0,0,0,0,2,59,21
S00172332,24,20,0,0,0,0,0,0,0,0,53,6
S00172333,18,19,0,2,7,0,10,0,0,0,40,7
S00172334,24,29,2,0,1,0,1,5,0,0,69,6
S00172335,7,15,7,0,3,0,4,0,1,0,58,2
S00172336,14,27,8,0,0,0,0,15,0,0,63,3
S00172337,10,12,4,0,0,0,2,7,0,1,38,1
S00172338,12,12,11,0,0,0,1,0,0,0,55,6
S00172339,22,26,10,0,0,0,0,0,2,0,61,10
S00172340,21,16,1,0,1,0,0,0,0,0,48,4
S00172341,4,13,2,0,6,0,10,1,0,0,30,9
S00172342,26,19,0,0,0,0,0,0,0,0,36,10
S00172343,17,16,7,0,0,0,8,0,0,0,42,6
S00172344,9,6,5,0,3,0,2,2,0,0,35,2
S00172345,24,28,6,0,3,0,5,3,0,0,93,15
S00172346,23,19,7,0,0,0,5,0,0,0,43,0
S00172347,14,30,0,1,0,0,12,8,0,0,37,8
S00172348,22,14,3,0,0,0,0,0,2,0,48,9
S00172349,27,15,2,0,4,0,5,0,0,0,50,6
S00172350,18,27,10,0,0,0,0,7,4,0,67,5
S00172351,8,21,1,0,0,1,0,0,2,0,30,2
S00172352,20,12,1,1,2,0,1,0,1,0,60,4
S00172353,15,7,8,0,0,0,5,0,0,0,39,6
S00172354,11,29,4,0,0,0,12,0,0,0,59,5
S00172355,22,27,7,0,0,0,8,0,1,1,40,7
S00172356,19,20,4,0,0,0,1,0,0,0,51,5
S00172357,44,31,1,0,0,0,0,0,0,0,90,6
S00172358,18,17,4,0,0,0,0,0,0,0,42,11
S00172359,10,6,3,0,12,0,8,1,1,1,30,0
S00172360,24,32,10,0,0,0,9,11,0,0,105,8
S00172361,22,12,5,0,0,0,0,0,0,0,21,4
S00172362,18,31,7,0,0,0,9,2,0,0,53,2
S00172363,16,22,2,0,9,0,20,0,0,4,94,13
S00172364,12,24,3,0,4,1,0,3,0,1,60,6
S00172365,16,20,11,0,0,0,0,0,0,0,49,8
S00172366,12,6,1,0,0,0,0,0,0,0,43,10
S00172367,8,26,9,0,0,0,0,0,0,0,22,1
S00172368,13,19,7,0,0,0,0,0,1,0,36,9
S00172369,14,20,8,0,0,0,0,0,1,1,61,1
S00172370,21,11,12,0,3,0,9,4,0,0,36,9
S00172371,30,30,4,0,0,0,1,0,1,0,71,5
S00172372,11,10,7,2,0,0,0,0,1,1,46,8
S00172373,11,13,3,0,0,0,0,0,0,0,36,2
S00172374,29,32,12,0,8,0,10,4,0,0,128,4
S00172375,37,21,4,0,0,0,0,0,0,0,72,9
S00172376,18,24,8,1,0,0,0,2,0,0,35,3
S00172377,8,20,3,0,1,0,3,2,0,1,41,1
S00172378,16,13,7,0,0,0,5,7,0,0,44,2
S00172379,15,17,2,0,3,0,2,0,1,0,46,8
S00172380,17,30,8,0,0,0,10,4,0,0,79,1
S00172381,11,31,7,0,0,0,0,0,0,0,41,7
S00172382,36,31,4,0,0,0,0,4,1,1,82,15
S00172383,7,26,10,1,2,0,0,4,0,0,37,4
S00172384,17,6,6,0,0,0,0,0,0,0,42,6
S00172385,26,17,6,0,6,0,10,28,0,0,34,14
S00172386,57,36,2,0,2,0,16,16,0,1,54,9
S00172387,32,33,2,0,0,0,0,0,0,0,107,19
S00172388,50,27,0,0,4,0,10,2,0,0,64,9
S00172389,20,25,5,0,0,0,9,0,0,0,42,5
S00172390,14,12,8,1,0,0,11,1,0,0,53,2
S00172391,38,25,12,2,0,0,8,0,2,0,74,20
S00172392,29,59,18,0,0,0,25,15,0,0,120,15
S00172393,27,19,8,0,0,0,3,0,0,0,39,8
S00172394,32,23,6,0,0,0,11,3,0,0,69,3
S00172395,20,17,1,0,0,0,0,0,0,0,42,4
S00172396,73,31,8,0,0,0,1,0,1,0,130,21
S00172397,39,55,5,0,2,0,10,2,0,0,113,0
S00172398,25,17,0,0,0,0,0,0,0,0,35,14
S00172399,26,21,2,0,0,0,0,3,0,0,22,1
S00172400,28,15,4,1,4,0,0,0,0,0,51,3
S00172401,38,19,1,0,0,0,10,4,0,0,13,2
S00172402,24,34,3,0,0,0,2,0,0,0,102,10
S00172403,33,23,3,2,0,0,0,0,2,0,39,5
S00172404,27,18,5,0,2,0,0,0,0,0,35,4
S00172405,34,11,3,2,0,0,2,1,0,0,60,5
S00172406,38,19,4,0,0,0,9,2,0,0,27,13
S00172407,37,58,6,0,7,0,5,0,0,0,71,8
S00172408,21,28,1,0,4,0,0,0,0,0,49,2
S00172409,18,19,6,0,2,0,0,0,0,0,26,6
S00172410,18,22,4,0,0,0,0,0,0,0,27,9
S00172411,34,32,7,1,0,0,0,0,0,0,70,10
S00172412,47,32,0,0,0,0,5,19,0,0,71,23
S00172413,30,18,1,0,0,0,0,0,0,0,37,5
S00172414,21,17,2,0,0,0,0,5,0,1,47,3
S00172415,57,22,13,0,0,0,0,0,0,0,34,8
S00172416,8,41,0,0,0,0,1,4,1,0,66,7
S00172417,40,21,6,0,0,0,6,0,0,0,35,14
S00172418,28,15,8,0,0,0,0,4,0,1,56,4
S00172419,32,28,8,0,0,0,12,5,0,0,43,5
S00172420,27,20,5,0,0,2,0,0,1,0,54,9
S00172421,31,30,0,0,3,0,2,0,0,0,38,3
S00172422,78,22,6,1,0,0,4,0,0,0,93,6
S00172423,12,11,0,0,0,0,22,8,1,0,27,4
S00172424,41,32,9,0,0,0,0,10,0,0,67,7
S00172425,11,8,5,0,3,0,5,2,0,0,41,7
S00172426,44,28,1,0,1,0,12,13,0,0,70,1
S00172427,27,12,2,0,0,0,0,0,0,1,45,11
S00172428,34,14,5,0,0,0,1,0,0,0,50,7
S00172429,46,33,2,1,2,0,2,0,2,0,60,10
S00172430,32,21,11,0,0,0,1,3,0,0,51,6
S00172431,13,17,6,0,0,0,5,2,0,0,61,0
S00172432,10,21,6,0,3,0,15,0,0,0,62,9
S00172433,34,38,6,0,0,0,0,0,0,0,67,5
S00172434,32,47,0,1,4,0,4,0,2,0,85,5
S00172435,17,13,21,0,1,0,0,0,2,1,47,2
S00172436,42,28,10,2,0,0,0,2,0,0,67,7
S00172437,54,22,15,0,0,0,0,2,0,0,57,6
S00172438,35,20,2,0,0,0,0,0,0,0,65,6
S00172439,27,17,6,0,0,0,0,0,0,0,42,10
S00172440,36,19,13,1,0,0,0,1,0,0,49,9
S00172441,20,24,12,0,0,0,10,0,0,0,50,4
S00172442,11,33,0,0,3,0,0,0,1,0,65,3
S00172443,29,13,8,0,0,0,1,0,0,1,43,4
S00172444,25,14,7,0,0,0,0,0,0,0,28,8
S00172445,37,23,6,1,0,0,0,4,0,4,57,9
S00172446,25,16,3,0,0,0,3,8,0,0,26,6
S00172447,25,24,9,0,0,0,12,0,0,0,45,1
S00172448,30,20,8,0,0,0,0,0,0,0,23,1
S00172449,42,25,5,0,0,0,3,0,0,0,57,18
S00172450,67,15,0,0,0,0,0,0,0,0,40,0
S00172451,47,50,15,0,0,0,0,0,2,0,103,17
S00172452,20,41,14,0,0,0,6,2,1,0,88,6
S00172453,43,29,16,0,0,0,0,0,0,0,48,6
S00172454,27,25,0,0,0,0,3,9,0,1,34,8
S00172455,50,14,2,0,0,0,2,0,0,0,40,7
S00172456,28,29,7,0,0,0,0,0,0,1,65,6
S00172457,24,16,2,0,0,0,0,0,0,0,26,0
S00172458,16,17,12,0,0,0,3,6,0,0,46,4
S00172459,19,14,4,0,3,0,0,6,0,0,19,6
S00172460,44,22,3,0,0,0,0,0,0,0,88,0
S00172461,20,11,3,0,0,0,0,0,0,0,41,2
S00172462,34,26,13,0,0,0,3,6,0,0,60,7
S00172463,14,17,7,2,5,0,5,0,2,0,41,3
S00172464,12,8,0,0,0,0,0,0,0,0,36,6
S00172465,41,21,1,0,0,0,0,0,0,0,61,11
S00172466,34,18,3,2,0,0,7,0,0,0,38,13
S00172467,29,22,2,0,0,0,0,0,0,0,64,3
S00172468,21,22,5,0,0,0,0,0,0,1,52,4
S00172469,20,22,1,0,0,0,0,3,1,0,46,10
S00172470,23,10,7,0,0,0,0,0,0,0,41,8
S00172471,44,9,9,0,0,0,2,0,0,0,47,4
S00172472,20,5,0,0,0,0,11,12,0,0,32,8
S00172473,12,17,5,0,0,0,4,0,0,0,47,1
S00172474,49,11,4,0,0,0,1,0,0,1,58,9
S00172475,6,19,0,0,0,0,0,0,0,0,36,6
S00172476,10,25,6,0,0,0,5,5,0,0,34,3
S00172477,63,23,3,0,5,0,0,5,0,0,75,16
S00172478,15,23,0,0,0,0,6,8,2,0,47,6
S00172479,25,21,0,0,0,0,11,0,0,0,39,9
