oa_code,church_of_scotland,roman_catholic,other_christian,buddhist,hindu,jewish,muslim,sikh,other_religion,no_religion,religion_not_stated
S00113883,24,42,1,0,0,0,0,0,0,14,3
S00113884,36,33,2,0,0,0,0,0,0,9,15
S00113885,23,25,6,0,1,0,0,0,0,20,10
S00113886,28,37,0,0,1,0,0,0,0,15,8
S00113887,40,26,4,0,0,0,0,0,0,10,4
S00113888,23,31,1,0,0,0,0,0,0,24,5
S00113889,42,32,2,0,0,0,0,0,0,26,3
S00113890,39,49,0,2,0,0,0,0,0,8,4
S00113891,21,20,0,0,0,0,0,0,0,32,17
S00113892,14,25,1,0,0,1,0,0,0,14,5
S00113893,29,38,0,0,0,0,0,0,0,28,5
S00113894,23,26,0,1,0,0,0,0,0,36,0
S00113895,51,42,5,0,0,0,0,0,0,34,16
S00113896,12,22,0,0,0,0,1,0,1,25,9
S00113897,30,52,7,0,0,0,0,0,0,19,14
S00113898,27,28,2,0,0,0,5,0,1,16,4
S00113899,21,17,2,1,0,0,0,0,0,25,4
S00113900,13,22,6,0,0,1,0,0,0,20,6
S00113901,26,39,0,0,0,0,0,0,0,33,9
S00113902,16,18,1,0,0,0,0,0,0,26,3
S00113903,27,29,1,1,0,0,0,0,0,32,8
S00113904,33,31,1,0,0,0,1,0,0,15,1
S00113905,21,29,0,0,0,0,0,0,0,14,20
S00113906,23,38,0,0,0,0,0,0,0,33,8
S00113907,9,29,4,0,0,0,0,0,0,15,4
S00113908,32,32,9,0,1,0,7,0,0,20,8
S00113909,15,11,1,0,1,0,5,0,0,23,1
S00113910,21,38,3,0,0,0,4,0,0,18,3
S00113911,20,24,5,0,0,0,0,0,0,27,10
S00113912,18,32,2,0,0,0,0,0,0,21,4
S00113913,15,56,4,0,3,0,0,0,0,23,13
S00113914,25,54,1,0,1,0,0,0,0,19,3
S00113915,32,36,5,0,0,0,0,0,2,41,6
S00113916,33,35,5,0,0,0,5,0,0,18,4
S00113917,51,57,0,0,0,0,1,0,1,23,7
S00113918,43,62,0,0,0,0,1,0,0,20,12
S00113919,13,27,0,0,0,0,0,0,0,43,2
S00113920,31,52,1,1,0,0,0,0,0,37,6
S00113921,7,11,2,0,0,0,1,0,0,25,9
S00113922,14,25,5,0,0,0,0,0,0,19,9
S00113923,21,34,2,0,0,0,2,0,0,27,15
S00113924,34,38,2,0,0,0,0,0,0,10,19
S00113925,25,25,4,1,0,0,0,0,0,31,4
S00113926,16,53,2,0,1,0,0,0,0,43,20
S00113927,13,24,0,0,0,0,2,0,0,41,12
S00113928,58,52,2,0,0,0,0,0,0,58,6
S00113929,21,54,1,0,0,0,0,0,1,26,7
S00113930,32,40,1,0,1,0,0,2,0,24,17
S00113931,46,35,2,0,0,0,1,1,0,42,8
S00113932,35,30,1,0,0,0,2,0,0,29,10
S00113933,20,37,1,0,0,0,0,3,0,47,7
S00113934,20,22,0,0,0,0,0,0,0,29,4
S00113935,21,34,0,0,0,0,0,0,0,18,7
S00113936,30,51,3,1,0,0,2,0,0,43,10
S00113937,38,46,4,0,0,0,0,0,0,28,5
S00113938,27,35,1,2,0,0,0,0,0,36,8
S00113939,23,27,0,0,0,0,7,3,0,17,0
S00113940,44,76,5,1,2,0,0,0,0,37,5
S00113941,39,54,3,0,0,0,0,0,0,45,19
S00113942,19,36,1,1,0,0,1,0,0,47,10
S00113943,15,28,4,0,0,0,0,0,0,29,3
S00113944,17,28,2,0,0,0,1,0,2,33,7
S00113945,8,17,9,1,0,0,1,0,0,37,9
S00113946,15,38,6,1,0,0,0,0,0,15,8
S00113947,11,12,9,0,0,0,0,0,0,26,11
S00113948,18,20,4,0,0,0,0,0,1,30,0
S00113949,25,42,5,0,0,0,2,0,1,29,10
S00113950,41,29,1,0,0,0,0,0,1,26,14
S00113951,41,66,1,0,0,0,6,0,0,10,5
S00113952,28,29,2,0,0,0,0,0,0,30,5
S00113953,27,40,3,0,0,0,0,0,0,32,5
S00113954,9,21,0,0,0,0,0,0,0,20,8
S00113955,27,20,3,0,0,0,2,0,0,14,4
S00113956,29,40,3,0,0,0,0,0,0,24,5
S00113957,24,31,4,0,0,0,0,0,0,42,3
S00113958,39,40,1,0,0,0,2,0,0,43,2
S00113959,15,25,1,0,0,0,0,0,0,31,11
S00113960,24,37,2,0,0,0,0,0,0,22,6
S00113961,38,38,2,0,2,0,2,0,0,23,6
S00113962,24,36,3,0,0,0,0,0,0,33,60
S00113963,21,29,6,0,1,0,2,0,0,45,5
S00113964,26,37,8,0,0,0,2,0,0,39,10
S00113965,32,75,1,0,0,0,0,0,1,56,12
S00113966,52,37,3,1,0,0,6,0,1,37,5
S00113967,49,84,6,0,0,0,12,12,1,35,10
S00113968,67,57,1,0,0,0,1,0,0,36,13
S00113969,39,53,3,0,0,0,0,0,0,12,3
S00113970,49,77,6,0,0,0,0,0,0,25,6
S00113971,49,65,5,0,0,0,2,0,0,39,12
S00113972,42,38,0,0,0,0,9,6,0,23,6
S00113973,35,41,3,0,0,0,14,9,1,51,14
S00113974,47,42,2,0,0,0,1,0,0,14,14
S00113975,36,40,0,0,0,0,0,0,0,38,5
S00113976,32,49,0,0,0,0,0,0,0,9,15
S00113977,41,43,3,0,0,0,0,0,0,26,3
S00113978,46,52,0,0,0,0,1,0,0,45,13
S00113979,33,42,0,0,0,0,1,0,0,19,7
S00113980,61,44,0,0,0,0,0,0,2,32,15
S00113981,33,42,2,0,0,0,0,0,0,20,5
S00113982,21,35,5,0,0,0,0,0,0,60,7
S00113983,23,34,0,0,0,0,0,0,0,36,15
S00113984,39,70,0,0,0,0,0,0,0,34,8
S00113985,46,43,2,0,0,0,0,0,0,13,5
S00113986,24,52,1,0,0,0,0,0,0,15,12
S00113987,48,36,3,0,0,0,6,0,0,27,1
S00113988,34,38,8,0,0,0,0,0,1,26,5
S00113989,31,56,1,0,0,0,0,0,3,22,3
S00113990,27,15,0,0,0,0,0,0,0,16,4
S00113991,28,39,6,0,0,0,0,0,1,34,3
S00113992,31,25,1,0,0,0,0,0,0,13,2
S00113993,26,36,2,0,0,0,0,0,0,13,1
S00113994,54,66,7,0,0,0,4,0,2,50,12
S00113995,19,43,2,0,0,0,0,0,0,21,7
S00113996,17,32,2,0,0,0,0,0,0,16,4
S00113997,38,36,0,1,0,0,0,0,0,17,3
S00113998,53,35,6,0,0,0,0,0,0,15,2
S00113999,48,36,5,0,0,1,0,0,0,20,1
S00114000,59,29,0,1,0,0,0,0,0,19,16
S00114001,30,29,0,0,0,0,0,0,0,23,3
S00114002,24,25,4,0,0,0,0,0,0,7,3
S00114003,38,13,2,0,0,0,0,0,0,21,11
S00114004,31,31,5,1,0,0,0,0,0,16,6
S00114005,47,35,3,0,0,0,1,0,0,36,7
S00114006,43,31,3,0,0,0,3,0,0,32,7
S00114007,31,26,0,0,0,0,0,0,0,26,2
S00114008,29,19,4,0,0,0,0,0,0,13,16
S00114009,44,40,1,0,0,0,4,0,0,40,10
S00114010,30,25,0,0,0,0,0,0,0,12,0
S00114011,39,31,0,0,0,0,4,0,0,38,15
S00114012,31,22,2,0,0,0,0,0,0,21,10
S00114013,30,35,0,0,0,0,0,0,0,20,3
S00114014,18,30,0,0,0,0,0,0,0,6,2
S00114015,25,26,9,0,0,0,1,0,0,21,6
S00114016,62,47,3,0,0,0,1,0,0,32,13
S00114017,45,48,1,0,0,0,0,0,0,17,11
S00114018,23,28,0,0,0,0,0,0,0,12,7
S00114019,19,38,0,0,0,0,0,0,0,2,2
S00114020,42,26,2,0,0,0,0,0,0,11,1
S00114021,38,40,1,2,0,0,1,0,1,26,6
S00114022,16,27,3,0,0,1,0,0,0,21,12
S00114023,15,16,3,0,0,0,0,0,0,17,5
S00114024,25,25,6,1,0,0,20,0,0,14,49
S00114025,51,29,6,0,0,0,1,1,0,16,3
S00114026,81,39,3,0,0,0,0,1,0,21,7
S00114027,59,26,5,0,0,0,0,1,0,26,10
S00114028,76,38,9,0,0,0,2,0,0,35,9
S00114029,44,20,7,0,0,0,0,0,0,30,10
S00114030,61,24,5,0,0,0,0,0,0,23,10
S00114031,51,24,0,0,0,0,0,0,0,14,6
S00114032,22,29,6,0,1,0,0,2,0,19,2
S00114033,67,14,1,0,0,0,2,0,0,16,9
S00114034,24,21,0,0,0,0,0,0,1,22,8
S00114035,58,42,2,0,0,0,0,0,0,33,8
S00114036,58,32,0,0,0,0,0,0,0,18,10
S00114037,35,18,0,0,0,0,1,0,0,40,4
S00114038,43,35,1,1,0,0,1,0,0,54,12
S00114039,38,55,4,0,0,0,0,0,0,23,6
S00114040,45,37,3,0,0,0,0,0,0,12,2
S00114041,58,49,1,0,0,0,4,0,0,14,7
S00114042,58,39,3,0,0,0,1,0,0,72,7
S00114043,41,28,4,0,0,0,0,0,2,31,1
S00114044,23,21,6,0,0,0,0,0,0,31,7
S00114045,28,42,0,0,0,0,0,0,0,29,7
S00114046,28,40,10,0,0,0,4,0,0,58,13
S00114047,18,16,0,0,0,0,0,0,0,20,0
S00114048,26,28,1,0,0,0,0,0,0,17,10
S00114049,18,23,0,0,0,0,1,0,0,10,3
S00114050,61,33,6,0,0,0,0,0,1,22,17
S00114051,31,34,3,0,0,0,0,0,0,21,8
S00114052,19,50,0,0,0,0,0,0,0,24,14
S00114053,36,33,1,0,0,0,0,0,0,29,4
S00114054,42,25,1,0,0,0,0,4,0,20,10
S00114055,51,40,3,0,0,0,4,0,0,22,15
S00114056,37,30,3,0,0,0,0,0,0,26,6
S00114057,31,24,1,0,0,0,0,0,0,16,4
S00114058,57,52,3,0,0,0,0,1,3,57,12
S00114059,29,34,2,0,0,0,0,0,3,24,8
S00114060,19,28,1,0,0,0,0,0,0,25,9
S00114061,28,26,1,0,0,0,0,0,0,34,8
S00114062,22,32,5,0,0,0,0,0,0,24,6
S00114063,53,50,1,0,0,0,6,0,0,49,18
S00114064,44,26,1,0,0,0,0,0,1,16,6
S00114065,28,54,2,1,0,0,0,0,0,43,9
S00114066,42,58,2,0,0,0,0,0,1,46,9
S00114067,27,10,3,0,0,0,0,0,0,20,18
S00114068,49,29,1,0,0,0,0,0,0,17,13
S00114069,47,24,5,0,0,0,1,0,0,19,7
S00114070,28,23,0,0,0,0,0,0,0,19,9
S00114071,78,60,4,0,0,0,0,0,0,41,7
S00114072,49,58,3,0,0,0,0,0,0,18,12
S00114073,55,66,4,2,0,0,0,0,1,31,16
S00114074,49,35,0,0,0,1,0,0,0,27,8
S00114075,56,49,7,4,0,0,1,1,0,49,11
S00114076,26,25,1,0,0,0,0,0,0,10,15
S00114077,53,39,4,0,0,0,4,4,0,34,9
S00114078,39,50,3,0,0,0,0,0,0,39,7
S00114079,46,41,4,0,0,0,0,0,1,13,13
S00114080,52,31,3,0,0,0,0,0,0,13,6
S00114081,57,56,6,0,0,0,0,0,0,23,10
S00114082,42,48,2,0,0,0,0,0,0,10,11
S00114083,38,64,4,0,3,0,1,0,0,21,10
S00114084,26,55,1,0,0,0,0,0,0,14,15
S00114085,21,65,0,0,0,0,1,0,0,21,12
S00114086,34,51,5,0,0,0,5,0,0,30,8
S00114087,9,28,3,0,0,0,6,0,0,18,4
S00114088,24,40,4,1,0,0,20,0,0,23,5
S00114089,44,47,10,0,0,0,4,0,0,33,7
S00114090,25,73,7,0,0,0,0,0,0,34,6
S00114091,13,69,1,0,0,0,1,5,0,20,7
S00114092,22,44,3,2,5,0,9,2,0,48,9
S00114093,19,62,5,1,3,0,5,7,0,71,18
S00114094,29,61,3,0,0,0,1,2,0,24,3
S00114095,11,50,2,0,0,0,0,0,0,13,4
S00114096,16,69,0,0,0,0,0,0,0,30,13
S00114097,22,49,0,0,0,0,0,0,0,11,15
S00114098,8,32,0,0,0,0,0,0,1,14,2
S00114099,15,88,2,0,0,1,0,0,1,18,14
S00114100,17,45,0,0,0,0,0,0,1,13,10
S00114101,36,44,1,0,0,0,0,0,0,5,4
S00114102,34,40,0,0,0,0,0,0,0,23,6
S00114103,18,40,4,0,0,0,0,0,0,29,9
S00114104,19,47,0,0,0,0,0,0,0,14,9
S00114105,34,36,3,0,0,0,0,0,0,11,1
S00114106,24,42,6,0,1,0,8,2,1,29,7
S00114107,32,54,0,2,0,0,0,3,0,26,6
S00114108,30,54,5,0,0,0,0,0,0,42,14
S00114109,16,49,7,0,0,0,1,0,0,31,10
S00114110,18,34,0,0,0,0,0,0,0,25,3
S00114111,40,34,0,0,0,0,0,4,0,17,6
S00114112,16,45,5,0,0,0,0,0,0,26,11
S00114113,23,64,4,0,0,0,0,0,0,65,4
S00114114,23,57,0,0,10,0,1,8,0,54,10
S00114115,23,47,6,0,0,0,10,3,0,24,10
S00114116,35,40,15,0,0,0,3,1,0,45,6
S00114117,63,47,1,0,0,0,0,2,0,27,16
S00114118,36,23,1,0,0,1,0,0,0,22,17
S00114119,26,26,0,0,0,0,0,0,0,13,5
S00114120,29,28,0,0,0,0,0,0,0,22,18
S00114121,27,37,0,0,0,0,0,0,1,24,4
S00114122,23,31,3,0,0,0,0,0,0,20,9
S00114123,16,31,2,0,0,0,0,0,0,17,7
S00114124,22,12,5,0,0,0,0,0,0,14,6
S00114125,17,21,0,0,0,0,0,0,0,8,5
S00114126,28,33,6,0,0,0,1,0,0,27,8
S00114127,28,25,0,0,0,0,2,0,0,26,7
S00114128,26,32,2,0,0,0,0,0,1,20,5
S00114129,51,41,2,0,0,0,0,0,0,16,6
S00114130,39,35,17,0,0,0,0,0,1,19,10
S00114131,44,40,4,0,0,0,1,0,0,24,11
S00114132,41,42,3,0,0,0,0,0,0,20,14
S00114133,47,34,0,0,0,0,2,0,0,19,5
S00114134,45,67,2,0,0,0,0,0,0,23,13
S00114135,30,35,1,0,0,0,0,0,0,11,6
S00114136,57,34,0,0,0,0,0,0,0,21,9
S00114137,47,91,11,1,0,0,0,0,0,42,7
S00114138,31,29,2,0,0,0,0,0,0,26,20
S00114139,46,26,1,0,0,0,0,0,0,18,9
S00114140,36,62,2,0,0,0,0,0,0,20,12
S00114141,219,264,17,5,1,2,19,1,2,269,163
S00114142,28,35,0,0,0,0,0,0,0,25,0
S00114143,33,42,1,1,0,0,1,0,0,27,17
S00114144,24,19,0,0,0,0,0,0,1,18,5
S00114145,41,55,0,0,0,0,0,0,0,43,9
S00114146,33,54,0,0,0,0,0,0,0,35,11
S00114147,33,38,7,0,0,0,0,0,1,30,11
S00114148,33,52,1,1,0,0,5,0,0,36,11
S00114149,25,41,2,0,0,0,1,0,0,19,15
S00114150,12,54,0,0,0,0,0,0,0,17,9
S00114151,38,23,0,0,0,0,0,0,1,27,4
S00114152,36,63,3,0,0,0,0,0,1,38,7
S00114153,42,39,0,0,4,0,4,0,0,22,5
S00114154,26,19,0,0,0,0,2,0,0,13,8
S00114155,38,39,3,0,0,0,0,0,0,19,7
S00114156,35,34,2,0,0,0,0,0,0,16,3
S00114157,33,34,13,0,0,0,0,0,0,15,6
S00114158,29,35,1,0,0,0,0,0,0,7,7
S00114159,27,43,0,0,0,0,0,0,0,19,13
S00114160,36,33,0,0,0,0,0,0,0,19,5
S00114161,23,33,0,0,3,0,2,0,0,21,5
S00114162,45,36,4,0,0,0,0,0,1,12,8
S00114163,18,28,4,0,0,0,0,0,0,14,3
S00114164,37,32,0,0,0,0,0,0,0,20,6
S00114165,31,34,0,0,0,0,0,0,0,12,14
S00114166,23,29,0,0,0,0,6,0,0,26,3
S00114167,26,38,6,0,0,0,0,0,0,21,8
S00114168,56,32,3,0,0,0,0,0,0,27,21
S00114169,28,20,16,0,0,0,0,0,1,18,4
S00114170,30,36,3,0,0,0,0,0,0,19,3
S00114171,29,37,0,1,0,2,0,0,0,15,4
S00114172,15,30,1,0,0,0,0,0,0,5,6
S00114173,18,32,1,0,0,0,13,0,0,6,7
S00114174,25,23,4,0,0,0,0,0,0,16,1
S00114175,16,40,0,0,0,0,0,1,0,21,8
S00114176,43,64,2,0,0,0,0,0,5,50,17
S00114177,27,25,0,0,0,0,0,0,0,13,6
S00114178,24,57,2,0,0,0,0,0,0,25,19
S00114179,64,98,0,2,0,0,2,0,0,53,12
S00114180,31,35,3,0,0,0,7,0,0,22,9
S00114181,52,77,6,0,0,0,0,0,0,43,10
S00114182,14,19,1,0,0,0,0,0,1,10,6
S00114183,62,61,8,0,0,0,0,0,0,68,11
S00114184,33,50,3,0,0,0,0,0,1,55,5
S00114185,34,52,6,0,0,0,0,0,0,28,17
S00114186,25,18,1,0,0,0,0,0,0,30,4
S00114187,39,26,0,0,0,0,0,0,0,31,3
S00114188,27,53,0,0,0,0,0,4,0,28,6
S00114189,21,24,3,0,0,0,0,0,0,47,14
S00114190,27,45,2,0,0,0,0,0,0,34,5
S00114191,12,22,1,0,0,0,0,0,0,12,6
S00114192,25,26,5,0,0,0,0,0,0,20,5
S00114193,15,21,0,0,0,0,0,0,0,14,8
S00114194,19,49,9,0,0,0,7,0,0,54,25
S00114195,31,67,3,0,0,0,0,0,0,50,5
S00114196,26,44,0,0,0,0,0,0,0,22,6
S00114197,34,34,7,0,0,0,0,0,0,76,9
S00114198,23,17,34,0,0,0,0,0,0,28,6
S00114199,22,18,0,0,0,0,0,0,0,28,4
S00114200,7,18,3,0,0,0,16,0,0,11,12
S00114201,5,31,0,0,0,0,21,0,0,5,10
S00114202,5,25,1,0,2,0,14,5,1,4,2
S00114203,24,48,4,0,0,0,2,0,0,43,16
S00114204,21,24,3,0,0,0,0,0,0,43,4
S00114205,27,56,1,0,0,0,0,0,0,34,8
S00114206,6,11,2,0,0,0,0,0,0,26,5
S00114207,36,35,0,0,0,0,4,0,0,18,6
S00114208,19,30,1,0,0,0,4,0,0,36,14
S00114209,48,37,0,0,0,0,5,0,0,42,16
S00114210,20,16,2,0,0,0,0,0,2,32,5
S00114211,27,31,9,1,2,0,1,0,0,38,6
S00114212,13,23,4,0,0,0,0,0,0,19,1
S00114213,35,28,2,0,0,0,0,0,0,38,12
S00114214,23,30,6,0,0,0,4,0,0,36,5
S00114215,26,26,1,0,0,0,0,0,0,36,16
S00114216,32,12,3,0,0,0,0,0,0,28,8
S00114217,20,20,0,0,0,0,0,0,0,22,3
S00114218,56,47,0,0,0,0,1,0,0,42,7
S00114219,34,54,1,0,0,0,4,0,1,53,21
S00114220,16,27,0,0,0,0,1,0,0,14,7
S00114221,38,18,1,1,2,0,0,0,0,35,6
S00114222,29,49,0,0,0,0,0,0,1,17,12
S00114223,20,25,5,0,0,0,0,0,0,27,13
S00114224,48,53,10,0,0,0,3,0,0,45,13
S00114225,32,33,0,0,0,0,0,0,0,69,14
S00114226,25,48,3,0,0,0,1,0,0,62,13
S00114227,38,46,1,0,0,0,0,0,0,44,9
S00114228,39,55,5,0,0,0,9,0,3,41,12
S00114229,72,26,1,0,0,0,2,0,0,55,19
S00114230,22,26,3,0,0,0,1,0,0,19,3
S00114231,35,65,2,0,0,0,1,0,0,32,17
S00114232,19,41,3,0,0,0,0,0,0,13,3
S00114233,48,34,7,0,3,0,2,0,0,50,16
S00114234,34,31,0,0,0,0,0,0,0,28,13
S00114235,16,30,0,2,0,0,0,0,0,20,7
S00114236,43,28,1,0,0,0,0,0,0,36,10
S00114237,67,49,6,0,0,0,5,0,0,62,24
S00114238,39,34,1,0,0,0,0,0,0,35,11
S00114239,26,24,1,0,0,0,0,0,0,18,9
S00114240,38,44,0,0,0,0,2,0,0,63,24
S00114241,18,25,1,0,0,0,0,0,0,22,4
S00114242,55,50,8,0,0,0,0,0,0,44,8
S00114243,16,29,3,0,0,0,0,0,0,32,1
S00114244,75,84,5,0,2,0,0,0,0,35,8
S00114245,18,8,1,0,0,0,0,0,0,21,4
S00114246,38,54,3,3,0,0,0,0,0,65,0
S00114247,28,30,3,0,0,0,0,0,0,59,11
S00114248,16,46,0,0,0,0,4,0,0,40,16
S00114249,19,53,3,1,0,0,1,2,0,55,10
S00114250,19,57,5,0,0,0,2,0,0,70,15
S00114251,36,56,11,0,0,0,5,0,0,43,8
S00114252,18,40,0,1,5,1,1,0,0,29,9
S00114253,36,46,7,0,0,0,0,0,0,34,9
S00114254,15,18,1,0,1,0,2,0,0,22,3
S00114255,29,45,1,0,0,0,0,0,0,26,1
S00114256,50,68,1,0,0,0,0,0,2,36,12
S00114257,41,32,2,0,0,0,0,0,0,32,7
S00114258,51,55,3,0,0,0,0,0,0,49,7
S00114259,49,47,2,0,0,0,5,0,0,35,13
S00114260,36,55,4,0,0,0,0,0,0,22,4
S00114261,20,21,3,0,0,0,0,0,0,58,9
S00114262,12,23,1,0,0,0,0,0,0,31,3
S00114263,27,33,2,0,0,0,0,0,0,18,7
S00114264,26,24,1,0,0,0,0,0,1,26,3
S00114265,40,30,0,0,0,0,0,0,0,39,10
S00114266,30,35,3,0,0,0,1,0,0,36,5
S00114267,50,21,1,0,0,0,0,0,0,36,10
S00114268,41,26,1,0,0,0,0,0,0,35,13
S00114269,28,25,2,0,0,0,0,0,0,29,6
S00114270,39,34,4,0,0,0,5,0,0,27,6
S00114271,17,30,3,0,0,0,0,0,0,18,7
S00114272,31,24,0,0,0,0,0,0,0,18,5
S00114273,20,51,3,0,0,0,0,0,0,40,2
S00114274,36,44,3,0,0,0,0,0,0,19,12
S00114275,17,23,2,0,0,0,0,0,0,28,3
S00114276,37,36,1,0,0,0,0,0,0,44,3
S00114277,27,69,1,0,0,0,0,0,0,68,11
S00114278,32,20,0,0,0,0,0,0,0,38,5
S00114279,30,37,1,0,0,0,1,0,1,43,14
S00114280,36,47,7,0,0,0,0,1,0,31,10
S00114281,24,24,0,0,0,0,0,0,0,30,5
S00114282,27,23,0,0,0,0,0,0,0,23,2
S00114283,22,9,0,0,0,0,0,0,1,20,3
S00114284,17,24,0,0,0,0,0,0,0,25,5
S00114285,50,28,5,0,0,0,0,0,0,43,11
S00114286,9,30,2,0,0,0,0,0,1,26,4
S00114287,34,32,0,0,0,0,0,0,0,21,13
S00114288,30,29,7,1,0,0,0,0,0,32,5
S00114289,24,28,3,1,0,0,0,0,0,48,13
S00114290,53,69,0,0,0,0,1,0,0,62,8
S00114291,53,25,2,0,0,0,1,0,0,30,10
S00114292,36,35,0,0,0,0,0,0,0,18,12
S00114293,7,26,7,0,0,3,0,0,0,7,3
S00114294,24,24,4,0,0,0,1,0,0,13,2
S00114295,33,26,4,0,0,0,0,0,0,24,2
S00114296,23,18,0,0,0,0,1,0,0,27,4
S00114297,6,30,3,0,4,0,0,0,0,15,9
S00114298,29,28,0,1,0,0,0,0,0,40,8
S00114299,29,39,3,0,0,0,1,0,0,68,26
S00114300,45,35,4,0,0,0,0,0,0,25,7
S00114301,37,28,1,0,0,0,0,4,0,23,3
S00114302,19,30,4,0,0,0,0,0,0,25,9
S00114303,42,24,7,0,0,0,0,0,0,34,5
S00114304,26,16,0,0,0,0,0,0,0,16,5
S00114305,38,37,3,1,0,0,0,0,0,38,14
S00114306,29,28,3,0,0,0,0,0,0,32,12
S00114307,39,42,10,0,0,0,0,0,0,14,7
S00114308,19,22,0,0,0,0,0,0,0,11,6
S00114309,47,30,4,5,0,0,0,0,0,49,12
S00114310,23,24,1,0,0,0,0,0,0,38,13
S00114311,39,24,7,0,0,2,0,0,0,46,7
S00114312,36,38,1,0,0,0,2,0,0,37,13
S00114313,23,39,1,0,0,0,4,0,0,36,5
S00114314,17,19,2,0,0,0,0,0,0,20,5
S00114315,43,28,0,0,0,0,0,0,0,41,12
S00114316,17,23,1,0,0,0,0,0,0,64,19
S00114317,49,53,0,0,0,0,0,0,0,22,7
S00114318,37,30,0,0,0,0,0,0,0,15,6
S00114319,43,52,2,0,1,0,0,0,0,25,8
S00114320,54,35,0,0,0,0,1,0,0,22,5
S00114321,36,24,0,0,0,0,0,0,0,9,9
S00114322,52,74,10,0,0,0,0,0,0,35,34
S00114323,42,17,1,0,0,0,3,0,0,34,9
S00114324,35,25,1,0,0,0,0,0,0,37,8
S00114325,36,45,0,2,0,0,1,0,0,28,11
S00114326,17,20,4,0,0,0,0,0,0,45,17
S00114327,24,46,0,0,1,0,0,0,1,49,7
S00114328,28,34,0,0,5,0,1,0,0,21,3
S00114329,38,28,0,0,0,0,0,0,0,20,5
S00114330,34,29,0,0,0,0,0,0,0,19,7
S00114331,25,24,4,0,0,0,0,0,1,25,7
S00114332,25,38,0,0,0,0,0,0,0,23,3
S00114333,25,26,0,0,0,0,0,0,0,22,14
S00114334,17,17,1,0,0,0,2,0,0,6,12
S00114335,15,32,2,0,0,0,1,0,0,24,4
S00114336,28,37,3,0,0,0,1,0,0,44,19
S00114337,19,12,0,0,0,0,0,0,0,15,6
S00114338,36,36,1,1,0,1,1,0,0,38,4
S00114339,30,21,5,0,0,0,21,0,0,31,14
S00114340,19,23,11,0,0,0,5,0,0,29,6
S00114341,33,20,6,3,1,0,1,3,1,20,4
S00114342,25,14,0,0,3,0,0,0,0,30,3
S00114343,45,38,2,0,0,0,0,0,0,43,6
S00114344,70,38,1,4,1,0,0,0,0,22,5
S00114345,8,14,6,0,0,0,0,0,0,31,2
S00114346,42,14,0,0,0,0,0,0,0,20,3
S00114347,22,25,3,0,0,0,0,0,1,16,7
S00114348,20,13,7,1,0,0,7,0,0,39,1
S00114349,16,23,1,6,9,0,6,0,0,43,12
S00114350,10,10,7,0,0,0,2,0,0,44,3
S00114351,11,11,2,0,2,0,8,0,0,20,4
S00114352,20,20,1,0,4,0,0,0,0,16,4
S00114353,29,22,2,0,0,0,0,0,0,27,7
S00114354,27,23,6,0,1,0,5,0,2,59,4
S00114355,19,34,3,2,0,0,2,0,1,27,7
S00114356,24,30,12,0,0,1,2,0,2,55,17
S00114357,17,17,3,4,1,0,0,0,0,26,1
S00114358,18,15,2,3,2,0,1,0,0,26,9
S00114359,21,25,3,6,3,0,1,0,2,42,8
S00114360,30,24,2,0,1,0,1,0,1,37,17
S00114361,60,91,8,0,0,0,8,0,0,61,15
S00114362,33,56,1,0,0,2,1,0,0,14,7
S00114363,15,46,5,0,0,0,3,0,0,30,3
S00114364,27,52,6,0,0,0,0,0,2,23,13
S00114365,9,40,0,0,0,0,7,0,0,19,4
S00114366,14,55,1,0,0,0,5,0,0,32,2
S00114367,28,43,5,0,0,0,0,0,0,47,13
S00114368,20,46,0,0,0,0,0,0,0,13,4
S00114369,15,46,6,0,0,0,3,0,1,23,9
S00114370,16,61,0,0,0,0,0,0,0,14,1
S00114371,20,34,1,0,0,0,0,0,0,10,7
S00114372,18,25,8,0,0,0,1,1,0,26,1
S00114373,11,15,8,0,0,0,0,0,0,21,8
S00114374,10,31,0,0,0,1,0,0,1,16,12
S00114375,19,48,1,0,0,0,0,0,0,20,5
S00114376,25,42,8,1,0,0,0,0,0,47,4
S00114377,40,43,1,0,0,0,10,0,0,18,13
S00114378,41,37,1,0,0,0,1,0,0,15,11
S00114379,30,33,0,0,1,0,0,0,0,36,14
S00114380,32,21,0,0,0,0,0,0,0,14,5
S00114381,18,20,2,0,0,0,0,0,0,14,2
S00114382,31,47,4,0,0,0,3,0,0,26,15
S00114383,13,27,3,0,0,0,0,0,0,7,2
S00114384,6,22,11,0,0,0,6,0,1,33,4
S00114385,10,32,8,1,3,0,16,0,0,29,16
S00114386,12,30,13,0,0,0,4,0,0,26,5
S00114387,50,40,5,0,0,0,17,0,0,20,17
S00114388,91,39,8,0,0,0,0,0,0,29,17
S00114389,45,16,8,0,0,0,0,0,0,25,15
S00114390,38,9,3,0,0,0,0,0,0,30,5
S00114391,69,38,2,0,0,0,0,0,0,13,24
S00114392,44,35,6,0,0,0,0,0,0,20,7
S00114393,36,13,6,0,0,0,0,0,0,15,3
S00114394,16,14,0,0,0,0,2,0,0,26,4
S00114395,10,5,4,0,0,0,42,1,0,37,10
S00114396,14,19,15,0,1,0,29,1,0,37,16
S00114397,8,8,1,0,0,0,24,0,1,9,5
S00114398,10,23,5,1,6,0,5,0,0,33,3
