oa_code,church_of_scotland,roman_catholic,other_christian,buddhist,hindu,jewish,muslim,sikh,other_religion,no_religion,religion_not_stated
S00091712,77,1,10,0,0,0,0,0,0,38,14
S00091713,20,26,3,0,1,0,3,0,0,27,3
S00091714,53,7,4,1,0,0,0,0,0,23,7
S00091715,32,1,3,0,0,0,0,0,0,15,3
S00091716,45,3,1,0,0,0,0,0,0,56,0
S00091717,40,3,2,2,0,0,0,0,0,22,4
S00091718,35,6,4,1,0,0,3,0,0,55,8
S00091719,28,22,2,1,0,0,0,0,1,54,4
S00091720,66,6,6,0,0,0,0,0,0,49,7
S00091721,62,1,4,0,0,0,0,0,1,18,8
S00091722,58,5,2,0,0,0,0,0,0,40,3
S00091723,87,13,16,1,0,0,0,0,0,51,12
S00091724,47,2,0,0,0,0,0,0,1,28,6
S00091725,32,4,1,0,0,0,0,0,1,13,1
S00091726,89,7,6,0,0,0,2,0,0,73,13
S00091727,102,3,17,0,0,0,0,0,0,41,18
S00091728,93,6,2,0,0,0,0,0,0,35,10
S00091729,52,2,2,0,0,0,0,0,0,16,2
S00091730,40,0,4,0,0,0,0,0,0,22,4
S00091731,26,4,5,0,0,0,0,0,0,35,2
S00091732,46,3,0,0,0,0,0,0,0,20,10
S00091733,39,0,2,0,0,0,0,0,0,24,7
S00091734,67,6,5,0,0,0,0,0,0,31,7
S00091735,39,9,3,0,0,0,0,0,0,30,5
S00091736,31,0,2,0,0,0,0,0,0,26,6
S00091737,40,30,9,0,0,0,0,0,0,23,4
S00091738,63,12,6,0,0,0,0,0,2,49,6
S00091739,25,10,3,0,0,0,0,0,0,56,11
S00091740,44,5,2,0,0,0,0,0,0,54,15
S00091741,61,7,4,0,0,0,0,0,0,78,4
S00091742,32,9,1,1,0,0,0,0,1,22,3
S00091743,29,11,6,0,0,0,0,0,0,47,2
S00091744,29,9,1,0,0,1,0,0,0,31,3
S00091745,48,3,3,0,0,0,0,0,0,39,6
S00091746,46,4,1,0,0,0,0,0,1,65,9
S00091747,59,3,3,1,0,0,0,0,0,52,8
S00091748,69,12,4,1,0,0,0,0,1,41,8
S00091749,20,3,1,0,0,0,0,0,1,65,1
S00091750,57,4,5,0,0,0,0,0,0,27,9
S00091751,52,4,2,0,0,0,0,0,0,35,2
S00091752,73,3,5,0,1,0,3,0,0,54,2
S00091753,60,4,9,0,0,0,0,0,0,58,6
S00091754,84,0,9,0,0,0,0,0,1,90,4
S00091755,36,5,1,0,4,0,0,0,0,52,6
S00091756,42,1,0,1,0,0,0,0,0,33,11
S00091757,60,3,10,1,0,0,0,0,0,45,7
S00091758,91,5,11,0,0,0,0,0,0,58,6
S00091759,39,5,5,0,0,0,1,0,0,58,1
S00091760,36,8,19,0,0,0,0,0,0,46,7
S00091761,53,10,29,0,0,0,2,0,0,79,10
S00091762,48,14,23,0,0,0,0,0,0,72,8
S00091763,39,5,6,0,0,0,1,0,0,71,3
S00091764,37,6,8,0,0,0,0,0,0,40,1
S00091765,45,6,6,0,0,0,0,0,0,54,7
S00091766,48,4,3,0,0,0,0,0,2,33,13
S00091767,58,5,0,0,0,0,0,0,5,45,10
S00091768,59,8,5,1,0,0,0,1,0,59,17
S00091769,53,11,5,0,0,0,1,0,2,62,14
S00091770,86,3,3,0,0,0,1,0,1,74,15
S00091771,61,5,3,0,0,0,1,0,0,48,12
S00091772,64,10,6,0,0,0,0,0,0,74,7
S00091773,58,3,9,0,0,0,0,0,0,53,3
S00091774,45,2,5,0,0,0,0,0,0,43,2
S00091775,37,6,9,0,0,0,0,0,1,44,10
S00091776,38,2,0,0,0,0,0,0,0,40,11
S00091777,28,4,7,0,0,0,0,0,0,43,13
S00091778,43,5,2,0,0,0,1,0,0,58,6
S00091779,111,6,14,0,0,0,0,0,0,48,12
S00091780,51,1,4,1,0,0,0,0,0,60,9
S00091781,42,2,0,0,0,0,0,0,1,57,4
S00091782,53,3,0,0,0,0,0,0,1,44,7
S00091783,39,0,7,0,0,0,0,0,1,52,13
S00091784,49,3,7,0,0,0,0,0,0,54,9
S00091785,67,3,19,0,0,0,0,0,0,67,13
S00091786,37,0,21,0,0,0,1,0,0,32,2
S00091787,37,13,17,0,0,0,0,0,0,43,3
S00091788,44,1,11,0,0,0,0,0,1,38,11
S00091789,55,6,3,0,0,0,0,1,1,53,8
S00091790,67,2,8,0,0,0,0,0,0,50,12
S00091791,59,3,3,0,0,0,0,0,0,22,8
S00091792,53,1,2,0,0,0,0,0,0,26,5
S00091793,38,15,7,0,0,0,0,0,0,59,7
S00091794,51,14,2,1,0,0,0,0,0,59,5
S00091795,56,3,10,0,3,0,0,0,0,50,12
S00091796,74,3,4,0,0,0,0,0,0,37,11
S00091797,52,5,10,0,0,0,0,0,0,45,8
S00091798,56,2,6,0,0,0,0,0,0,51,15
S00091799,43,4,3,0,0,0,0,0,0,47,3
S00091800,55,9,25,0,0,0,0,0,0,66,5
S00091801,42,1,13,0,0,0,0,0,0,41,11
S00091802,21,3,2,0,0,0,0,0,0,20,4
S00091803,75,0,4,0,0,0,0,0,0,39,14
S00091804,54,0,4,0,0,0,0,0,0,63,6
S00091805,51,13,10,0,0,0,0,0,0,27,7
S00091806,63,12,6,0,0,0,0,0,0,53,15
S00091807,90,9,2,0,0,0,0,0,1,96,19
S00091808,58,4,0,1,0,0,0,0,0,42,8
S00091809,58,1,6,0,0,0,0,0,0,45,10
S00091810,82,5,3,1,0,0,0,0,3,77,5
S00091811,47,3,9,0,0,0,0,0,1,59,3
S00091812,44,8,4,0,0,0,0,0,0,82,6
S00091813,28,3,11,0,0,0,0,0,0,74,4
S00091814,34,6,3,0,0,0,0,0,0,47,5
S00091815,54,8,1,0,0,0,0,0,0,63,2
S00091816,40,0,12,0,0,0,0,0,2,51,10
S00091817,48,5,5,0,0,0,0,0,0,85,5
S00091818,38,9,16,0,0,0,0,0,0,87,2
S00091819,34,7,11,0,0,0,0,0,0,44,12
S00091820,23,3,14,1,0,0,0,0,0,24,11
S00091821,51,6,18,1,0,1,0,0,0,71,15
S00091822,34,4,3,0,0,0,0,0,0,25,7
S00091823,40,7,17,0,2,0,0,0,0,60,13
S00091824,35,2,12,0,0,0,0,0,1,43,27
S00091825,55,5,13,0,0,0,0,0,0,39,4
S00091826,38,16,14,0,0,0,0,0,0,60,17
S00091827,28,2,16,0,0,0,0,0,0,26,4
S00091828,64,7,9,0,0,1,0,0,5,38,6
S00091829,29,2,3,0,1,0,0,0,1,64,7
S00091830,29,0,4,0,0,0,0,0,0,28,0
S00091831,71,10,5,0,0,0,0,0,0,49,8
S00091832,53,2,5,0,0,0,0,0,0,37,2
S00091833,61,3,5,0,0,0,0,0,0,25,9
S00091834,67,3,5,0,0,0,0,0,0,30,11
S00091835,54,2,0,0,0,0,0,0,1,106,12
S00091836,59,4,0,0,0,0,0,0,0,37,13
S00091837,36,6,4,0,0,0,0,0,1,65,12
S00091838,34,1,11,1,0,0,4,0,1,89,14
S00091839,73,8,2,0,1,0,0,0,0,52,4
S00091840,66,2,2,0,0,0,0,0,1,73,4
S00091841,67,3,0,0,0,0,0,0,0,49,8
S00091842,39,0,3,0,0,0,0,0,0,60,7
S00091843,49,2,1,0,0,0,0,0,0,33,10
S00091844,97,9,13,0,0,0,0,0,0,35,10
S00091845,68,5,8,0,0,0,0,0,0,60,7
S00091846,63,1,2,0,0,0,0,0,0,50,1
S00091847,50,4,6,1,0,0,0,1,0,43,19
S00091848,64,7,4,2,0,0,1,0,0,47,12
S00091849,24,4,2,0,0,0,0,0,0,30,3
S00091850,58,6,21,0,0,0,0,0,0,89,10
S00091851,23,2,4,1,0,0,1,0,1,27,2
S00091852,53,6,2,0,0,0,0,0,0,53,12
S00091853,45,1,7,1,0,0,0,0,0,39,9
S00091854,39,4,5,1,0,0,0,0,1,31,4
S00091855,30,3,7,0,0,0,0,0,2,37,13
S00091856,64,5,2,0,0,0,0,0,0,29,13
S00091857,45,9,0,0,0,0,0,0,1,63,3
S00091858,43,8,9,0,0,0,0,0,0,49,7
S00091859,89,8,10,0,0,0,2,0,0,46,44
S00091860,64,3,1,0,0,0,0,0,0,70,9
S00091861,43,8,11,0,0,0,0,0,0,35,6
S00091862,41,8,8,0,0,0,1,0,0,27,7
S00091863,30,6,19,0,0,0,0,0,0,78,0
S00091864,25,14,14,0,0,0,0,0,0,116,14
S00091865,25,1,1,0,0,0,0,0,0,21,5
S00091866,46,0,18,1,0,0,0,0,0,41,8
S00091867,24,3,9,0,0,0,0,0,0,55,2
S00091868,27,4,6,1,0,0,0,0,0,64,2
S00091869,31,3,10,0,1,0,0,0,0,48,5
S00091870,29,12,13,1,0,0,0,0,0,98,19
S00091871,39,1,9,0,0,0,0,0,0,62,8
S00091872,57,7,15,0,0,0,0,0,0,62,13
S00091873,30,10,12,0,0,1,0,0,0,99,5
S00091874,37,8,16,0,0,0,0,0,1,93,17
S00091875,39,3,19,0,0,0,0,0,1,59,7
S00091876,16,1,9,1,0,0,3,0,0,55,10
S00091877,11,3,0,0,0,0,0,0,0,41,8
S00091878,15,6,28,0,0,0,0,0,0,55,6
S00091879,61,5,15,0,0,0,0,0,0,63,18
S00091880,23,1,8,0,0,0,0,0,0,35,5
S00091881,42,10,11,0,0,0,0,0,0,99,18
S00091882,29,3,3,0,0,0,0,0,0,29,2
S00091883,37,4,9,0,0,0,0,0,0,74,4
S00091884,65,0,12,0,0,0,0,0,0,59,14
S00091885,37,9,13,0,0,0,0,0,0,104,10
S00091886,29,0,2,0,0,0,0,0,0,68,14
S00091887,28,8,14,0,0,0,1,0,0,90,10
S00091888,54,7,6,0,0,0,0,0,0,95,12
S00091889,20,0,8,0,0,0,0,0,0,32,3
S00091890,15,1,6,0,0,0,1,0,0,29,3
S00091891,41,7,34,0,0,0,4,0,0,79,10
S00091892,32,1,31,0,0,0,0,0,1,22,5
S00091893,20,0,15,0,0,0,0,0,0,44,6
S00091894,16,11,17,0,0,0,0,0,0,29,16
S00091895,26,7,8,0,0,0,0,0,0,32,12
S00091896,47,4,17,1,0,0,0,0,0,63,14
S00091897,43,4,8,0,0,0,0,0,2,93,7
S00091898,24,4,8,0,0,0,0,0,0,52,3
S00091899,29,11,5,0,0,0,0,0,0,64,8
S00091900,34,7,14,0,0,0,2,0,0,66,23
S00091901,19,1,7,0,0,0,0,0,0,33,6
S00091902,24,8,11,0,0,0,2,0,0,63,9
S00091903,28,9,7,0,0,0,0,0,0,35,5
S00091904,23,0,9,0,0,0,0,0,0,34,5
S00091905,94,5,23,3,0,0,0,0,0,81,29
S00091906,52,3,33,0,0,0,0,0,0,55,10
S00091907,36,10,38,1,0,0,0,0,0,42,10
S00091908,48,7,14,0,0,0,0,0,0,39,7
S00091909,21,6,10,0,0,0,0,0,0,40,14
S00091910,6,2,18,0,0,0,0,0,1,28,3
S00091911,32,3,20,0,0,0,0,0,1,35,8
S00091912,41,11,10,0,0,0,0,0,0,35,10
S00091913,67,9,39,0,0,0,0,0,0,40,20
S00091914,36,10,21,0,4,0,2,1,0,30,21
S00091915,38,29,11,0,0,0,0,0,1,55,8
S00091916,13,15,11,0,0,0,0,0,0,70,10
S00091917,12,7,5,0,0,0,0,0,0,76,17
S00091918,10,10,10,0,0,0,0,0,0,43,10
S00091919,14,2,10,0,0,0,1,0,1,52,10
S00091920,29,5,19,0,0,0,0,0,0,52,8
S00091921,41,4,32,0,0,0,0,0,3,35,14
S00091922,10,7,15,0,0,0,0,0,0,77,8
S00091923,43,4,11,0,0,0,0,0,0,58,17
S00091924,38,1,10,0,0,0,0,0,0,61,12
S00091925,33,18,8,0,0,0,0,0,0,66,11
S00091926,30,3,17,0,0,0,0,0,0,28,3
S00091927,27,23,27,0,0,0,0,0,0,105,25
S00091928,19,16,24,0,0,0,0,1,0,78,10
S00091929,29,9,21,0,0,0,0,0,2,46,23
S00091930,8,12,6,0,0,0,0,0,0,67,4
S00091931,28,2,13,0,0,0,0,0,0,52,4
S00091932,25,10,11,0,0,0,0,0,0,61,10
S00091933,15,4,10,0,0,0,0,0,0,53,5
S00091934,19,9,6,0,0,0,0,0,0,52,3
S00091935,34,21,17,0,0,0,0,0,1,65,8
S00091936,16,5,9,0,0,0,0,0,2,70,10
S00091937,15,6,13,0,0,0,0,0,0,73,6
S00091938,32,9,18,0,0,0,0,0,2,112,24
S00091939,17,13,18,0,0,0,1,0,0,67,9
S00091940,21,19,12,0,0,0,0,4,1,45,17
S00091941,57,3,14,0,0,0,5,0,1,76,20
S00091942,33,12,5,0,0,0,0,0,0,37,4
S00091943,18,12,23,0,0,0,0,0,1,58,9
S00091944,11,6,20,0,0,0,0,0,0,37,5
S00091945,14,7,4,0,0,0,0,0,0,53,13
S00091946,18,10,16,0,0,0,0,0,0,57,10
S00091947,12,10,3,0,0,0,0,0,0,44,8
S00091948,25,6,18,0,0,0,4,0,1,40,9
S00091949,15,9,12,0,0,0,0,0,2,37,13
S00091950,14,45,26,0,0,0,0,0,0,107,10
S00091951,7,8,9,0,0,0,1,0,0,30,4
S00091952,30,14,9,1,0,0,0,0,0,36,12
S00091953,36,6,8,1,0,0,0,0,0,74,18
S00091954,44,5,19,0,1,0,2,0,0,44,16
S00091955,17,17,10,0,0,0,1,0,0,27,9
S00091956,11,26,8,0,0,0,0,0,1,50,9
S00091957,24,10,17,0,0,0,0,0,0,60,5
S00091958,11,18,8,0,0,0,0,0,0,27,4
S00091959,17,9,17,0,0,1,0,0,0,35,7
S00091960,18,11,5,0,0,0,0,0,0,45,10
S00091961,9,19,8,0,0,0,0,0,0,59,9
S00091962,10,6,10,0,0,0,0,0,0,46,11
S00091963,12,21,6,0,0,0,2,0,0,22,8
S00091964,13,10,2,0,0,0,0,0,0,54,9
S00091965,18,14,8,0,0,0,0,0,1,39,3
S00091966,11,12,10,0,5,0,3,1,0,32,4
S00091967,10,20,11,0,0,0,0,0,2,32,1
S00091968,10,28,5,0,0,0,0,0,3,32,3
S00091969,23,0,7,0,0,0,1,0,0,17,3
S00091970,12,9,12,0,0,0,0,0,0,72,8
S00091971,27,10,5,0,0,1,0,0,0,71,9
S00091972,24,5,23,0,0,0,0,0,0,53,14
S00091973,19,3,17,0,0,0,0,0,0,42,13
S00091974,22,4,6,0,0,0,0,0,0,42,4
S00091975,32,1,25,0,0,0,0,0,0,59,10
S00091976,34,7,72,0,0,0,0,0,1,43,12
S00091977,11,1,9,0,0,0,0,0,0,37,6
S00091978,97,32,25,4,0,0,3,0,5,122,11
S00091979,11,3,8,0,0,0,0,0,1,39,1
S00091980,17,2,23,0,0,0,0,0,0,16,13
S00091981,51,7,6,0,0,0,0,0,0,59,5
S00091982,39,2,5,0,0,0,0,0,0,71,11
S00091983,28,3,6,0,0,0,0,0,0,44,11
S00091984,56,0,8,0,0,0,0,0,0,52,12
S00091985,33,5,6,0,0,0,1,0,0,49,11
S00091986,64,4,3,0,0,0,0,0,0,17,13
S00091987,45,1,2,0,0,0,0,0,0,42,9
S00091988,8,0,3,0,0,0,0,0,0,37,9
S00091989,30,0,2,0,0,0,0,0,1,39,4
S00091990,41,2,11,0,0,0,0,0,0,42,5
S00091991,26,5,3,0,0,0,0,0,0,48,2
S00091992,53,2,5,0,0,0,0,0,0,51,7
S00091993,46,5,4,0,0,0,0,0,0,82,11
S00091994,58,6,7,1,0,0,0,0,1,91,19
S00091995,32,1,8,0,0,0,0,0,0,62,6
S00091996,74,7,13,0,0,0,0,0,0,64,8
S00091997,39,6,4,0,0,0,0,0,0,15,11
S00091998,41,1,5,0,0,0,0,0,0,50,10
S00091999,74,4,6,2,0,0,3,0,0,74,10
S00092000,27,2,3,0,0,0,0,0,7,67,2
S00092001,36,3,6,0,0,0,0,0,0,34,6
S00092002,50,0,3,0,0,0,0,0,1,32,4
S00092003,44,5,7,0,0,0,0,0,1,77,5
S00092004,74,4,3,0,0,0,0,0,0,68,28
S00092005,93,0,11,2,0,0,0,0,0,78,7
S00092006,77,3,12,0,0,0,0,0,0,39,6
S00092007,29,0,2,0,0,0,0,0,1,41,10
S00092008,51,3,7,2,0,0,0,0,0,67,12
S00092009,71,4,7,0,0,0,0,0,0,47,5
S00092010,25,12,1,0,0,0,0,0,0,32,5
S00092011,35,2,4,0,0,0,0,0,0,31,5
S00092012,75,19,9,0,0,0,0,1,1,51,19
S00092013,94,1,5,0,0,0,0,0,0,47,5
S00092014,54,6,5,0,0,0,0,0,0,34,1
S00092015,75,1,7,0,0,0,0,0,0,81,9
S00092016,70,3,1,0,0,0,0,0,0,70,12
S00092017,43,2,5,0,0,0,0,0,0,85,5
S00092018,71,8,6,0,0,0,0,0,0,40,5
S00092019,47,1,3,0,0,0,0,0,1,32,12
S00092020,53,1,2,0,1,0,2,0,0,55,20
S00092021,18,8,0,0,0,0,0,0,0,48,2
S00092022,48,24,2,0,0,0,0,0,1,45,9
S00092023,52,0,0,0,0,0,0,0,0,13,2
S00092024,45,26,1,0,0,0,0,0,0,48,4
S00092025,58,17,0,0,2,0,0,0,0,43,16
S00092026,79,0,0,0,0,0,0,0,0,43,10
S00092027,62,6,3,0,0,0,0,0,0,37,8
S00092028,31,0,2,0,0,0,0,0,1,22,5
S00092029,21,27,3,0,0,1,0,0,0,27,7
S00092030,40,5,3,0,0,0,0,0,1,10,10
S00092031,45,5,7,0,0,0,1,0,0,54,5
S00092032,54,0,5,0,0,0,0,0,0,80,9
S00092033,15,0,12,0,0,0,0,0,1,28,3
S00092034,35,1,9,0,0,0,0,0,0,59,8
S00092035,28,1,0,0,0,0,0,0,0,47,11
S00092036,46,2,7,0,0,0,0,0,0,29,3
S00092037,73,6,9,0,0,0,0,0,0,60,13
S00092038,85,2,9,0,0,0,0,4,0,80,8
S00092039,77,19,3,1,0,0,0,0,0,44,8
S00092040,54,0,10,0,0,0,0,0,0,36,8
S00092041,18,6,5,0,0,0,0,0,0,67,7
S00092042,39,2,5,0,0,0,0,0,1,90,11
S00092043,66,0,7,0,0,0,3,0,0,42,23
S00092044,58,3,6,0,0,0,0,0,0,41,8
S00092045,76,0,5,0,0,0,0,0,0,71,4
S00092046,49,3,14,1,0,0,0,0,1,76,11
S00092047,50,3,6,0,0,1,0,0,0,46,7
S00092048,82,8,8,0,0,0,0,0,0,79,73
S00092049,42,16,5,2,0,0,0,0,1,94,8
S00092050,56,10,9,0,0,0,0,0,0,73,17
S00092051,59,2,13,0,0,0,0,0,1,75,7
S00092052,57,1,14,0,0,0,0,0,0,51,15
S00092053,44,0,20,0,0,0,0,0,0,25,10
S00092054,28,0,6,0,0,0,0,0,1,41,6
S00092055,65,3,10,0,0,0,0,0,0,36,10
S00092056,51,5,3,1,0,0,0,0,0,42,5
S00092057,47,4,5,1,0,0,0,0,0,37,5
S00092058,72,4,10,1,0,0,0,0,2,58,8
S00092059,39,4,6,0,0,0,0,0,0,75,12
S00092060,60,2,2,0,0,0,0,0,1,53,3
S00092061,24,10,6,1,0,0,0,0,1,41,5
S00092062,26,17,10,0,0,0,0,0,1,87,21
S00092063,39,12,6,0,0,0,1,0,0,46,11
S00092064,56,9,3,0,0,0,0,2,0,28,0
S00092065,28,4,1,0,0,0,0,0,0,32,6
S00092066,54,8,6,0,0,0,0,0,0,61,2
S00092067,45,9,13,0,2,0,1,0,1,81,10
S00092068,45,7,6,0,0,0,0,0,3,50,7
S00092069,34,8,6,0,0,0,0,0,0,37,6
S00092070,28,0,9,0,0,0,0,0,0,39,9
S00092071,48,5,5,0,0,0,0,0,0,51,8
S00092072,30,16,13,0,0,0,2,0,0,36,5
S00092073,33,0,11,0,2,0,0,0,0,59,6
S00092074,54,6,5,0,0,0,1,0,0,33,1
S00092075,14,13,5,0,0,0,0,0,0,25,4
S00092076,24,25,12,0,0,0,0,0,0,46,10
S00092077,40,27,17,0,0,0,0,0,2,46,9
S00092078,25,9,8,0,0,0,0,0,0,34,12
S00092079,34,3,10,0,0,0,0,0,0,17,2
S00092080,25,16,3,0,0,0,0,0,0,41,7
S00092081,21,10,5,0,0,0,0,0,0,59,9
S00092082,62,6,5,0,0,0,0,0,0,60,9
S00092083,30,4,2,0,0,0,0,0,0,16,11
S00092084,32,1,3,0,0,0,0,0,1,48,3
S00092085,59,0,3,0,0,0,0,0,0,32,5
S00092086,26,1,4,0,0,0,0,0,0,55,5
S00092087,40,0,6,0,0,0,0,0,0,91,8
S00092088,30,10,10,0,0,0,0,0,0,43,11
S00092089,23,6,4,0,0,0,0,0,0,59,7
S00092090,18,29,10,0,0,1,0,0,1,76,21
S00092091,44,21,10,1,0,0,0,0,0,60,9
S00092092,21,17,5,0,0,0,0,0,0,69,3
S00092093,31,3,5,0,3,0,0,0,0,54,5
S00092094,46,7,9,0,0,0,0,0,0,67,5
S00092095,33,3,5,0,0,0,0,0,0,42,4
S00092096,48,3,7,0,0,0,0,0,0,54,3
S00092097,48,0,3,1,0,0,0,0,2,106,8
S00092098,35,7,7,0,0,0,0,0,4,63,12
S00092099,82,8,7,0,0,0,0,0,0,92,9
S00092100,64,10,14,0,0,0,0,0,0,67,9
S00092101,40,6,5,0,0,0,0,0,0,53,4
S00092102,38,5,2,0,0,0,0,0,1,51,6
S00092103,35,2,8,0,0,0,0,0,0,53,9
S00092104,36,5,3,0,0,0,0,0,0,59,8
S00092105,34,5,3,1,0,0,0,0,4,52,13
S00092106,73,4,9,0,0,0,0,0,1,41,3
S00092107,36,12,4,0,0,0,0,0,0,50,5
S00092108,56,5,5,0,0,0,0,0,0,37,5
S00092109,34,2,7,0,0,0,0,0,0,40,13
S00092110,46,0,2,1,0,0,0,0,0,65,11
S00092111,67,1,8,0,0,0,0,0,0,47,3
S00092112,45,2,3,0,0,0,0,0,0,54,3
S00092113,15,0,13,0,0,0,0,0,0,45,11
S00092114,16,2,6,0,0,0,0,0,0,28,3
S00092115,71,0,10,0,0,0,0,0,0,50,6
S00092116,52,4,14,0,0,0,0,0,0,96,18
S00092117,56,1,3,0,0,0,0,0,1,11,4
S00092118,55,7,5,1,0,0,0,0,0,33,7
S00092119,46,8,4,2,0,0,0,0,0,42,8
S00092120,35,3,3,0,0,0,0,0,0,37,0
S00092121,30,3,6,0,0,0,0,0,0,45,10
S00092122,26,1,4,0,0,0,0,0,0,36,7
S00092123,56,1,6,0,0,0,0,0,0,43,7
S00092124,46,3,2,0,0,1,0,0,0,10,7
S00092125,59,6,10,0,0,0,0,0,0,30,7
S00092126,48,3,6,1,0,0,0,0,1,24,2
S00092127,39,0,1,0,0,0,0,0,0,29,10
S00092128,38,1,2,0,0,0,0,0,1,43,6
S00092129,53,8,13,0,0,0,0,0,1,61,4
S00092130,41,5,12,1,0,0,0,0,0,58,9
S00092131,50,4,14,0,0,0,0,0,1,69,13
S00092132,48,2,16,0,0,0,0,0,0,30,7
S00092133,56,6,7,0,3,0,0,0,0,73,11
S00092134,44,7,7,0,0,0,0,0,0,41,9
S00092135,64,4,6,0,0,0,0,0,0,96,5
S00092136,23,1,10,0,0,0,0,0,0,86,5
S00092137,37,3,3,0,0,0,0,0,0,38,2
S00092138,57,14,5,0,0,0,0,0,0,65,11
S00092139,28,8,1,0,0,0,0,0,0,50,6
S00092140,25,11,10,0,0,0,0,0,1,104,4
S00092141,11,0,2,0,0,0,0,0,0,37,2
S00092142,56,0,6,0,0,0,0,0,0,18,2
S00092143,46,0,22,0,0,0,0,0,0,22,6
S00092144,61,7,37,0,0,0,0,0,0,38,12
S00092145,36,2,15,0,0,0,0,0,0,18,4
S00092146,51,0,13,0,0,0,0,0,0,33,12
S00092147,77,2,8,0,0,0,0,0,0,54,16
S00092148,85,7,16,0,0,0,0,0,0,65,9
S00092149,44,6,16,0,0,0,0,0,0,41,11
S00092150,32,0,1,0,0,0,0,0,0,44,5
S00092151,64,8,4,1,2,0,0,0,0,55,6
S00092152,25,6,8,0,0,0,0,0,0,31,4
S00092153,54,11,2,2,0,0,0,0,0,79,9
S00092154,43,5,10,0,0,0,0,0,0,35,3
S00092155,50,0,3,0,0,0,0,0,0,26,11
S00092156,27,5,1,0,3,0,0,0,0,30,0
S00092157,46,5,16,0,0,1,1,0,0,62,6
S00092158,42,3,2,0,0,0,0,0,0,86,5
S00092159,32,11,5,0,0,0,0,0,0,66,0
S00092160,33,4,7,0,0,0,0,0,0,46,11
S00092161,52,12,12,0,0,0,0,0,0,70,6
S00092162,44,0,20,0,0,0,0,0,0,57,7
S00092163,45,16,22,0,0,0,0,0,0,93,19
S00092164,27,0,1,0,0,0,0,0,2,44,3
S00092165,68,6,18,1,0,0,0,0,0,46,5
S00092166,26,4,7,0,0,0,0,0,0,28,3
S00092167,41,1,11,0,0,0,0,0,0,31,7
S00092168,34,16,10,0,0,0,0,0,0,71,1
S00092169,19,16,11,0,0,0,0,0,0,38,1
S00092170,22,39,8,0,0,0,0,0,1,55,7
S00092171,22,17,11,2,0,0,1,0,0,56,4
S00092172,31,26,17,1,0,0,0,0,1,72,13
S00092173,28,37,10,0,0,0,0,0,0,108,10
S00092174,44,26,11,0,6,0,0,1,0,66,13
S00092175,62,1,6,0,0,0,0,0,0,49,14
S00092176,54,10,9,2,0,0,2,0,0,40,12
S00092177,36,22,9,0,0,0,0,0,0,83,14
S00092178,23,17,6,0,0,0,0,0,0,46,7
S00092179,46,14,17,0,0,0,0,0,0,56,15
S00092180,22,29,7,0,0,0,0,0,0,86,16
S00092181,33,2,11,0,0,0,0,0,0,10,3
S00092182,17,42,23,0,0,0,0,0,0,34,6
S00092183,35,20,27,0,0,0,0,0,0,49,13
S00092184,22,55,12,1,0,0,0,0,0,65,15
S00092185,32,32,8,0,1,0,0,0,0,64,8
S00092186,22,6,3,0,0,0,0,0,0,36,5
S00092187,57,6,17,1,0,0,0,0,1,65,6
S00092188,37,1,5,1,0,0,0,0,0,5,2
S00092189,23,19,8,0,2,0,0,0,0,22,4
S00092190,49,10,22,0,0,0,0,0,4,28,44
S00092191,74,2,16,0,0,0,0,0,0,63,5
S00092192,25,6,10,0,0,0,1,0,0,25,8
S00092193,45,14,16,0,4,0,0,0,0,64,10
S00092194,79,7,19,0,0,0,0,0,1,58,26
S00092195,77,1,18,0,0,0,0,0,0,50,15
S00092196,37,13,13,0,0,0,0,0,0,65,8
S00092197,42,3,14,0,0,0,0,0,1,84,19
S00092198,36,6,16,0,0,0,0,0,0,57,16
S00092199,21,4,2,0,0,0,5,0,0,36,7
S00092200,15,4,7,0,0,0,0,0,0,33,6
S00092201,43,1,16,0,0,0,0,0,0,34,4
S00092202,63,2,20,0,0,0,0,0,0,65,18
S00092203,66,2,24,0,0,0,0,0,0,55,6
S00092204,64,6,18,1,0,0,0,0,0,49,5
S00092205,44,4,27,0,0,0,0,0,0,28,9
S00092206,41,2,11,0,0,0,0,0,0,55,11
S00092207,53,2,37,1,0,0,0,0,0,41,22
S00092208,38,0,19,0,0,0,0,0,0,28,1
S00092209,75,0,32,0,0,0,0,0,0,49,28
S00092210,34,0,23,0,0,1,0,0,0,49,10
S00092211,59,0,20,0,0,0,0,0,0,21,8
S00092212,27,2,9,0,0,0,0,0,0,45,10
S00092213,60,9,8,0,0,0,0,0,0,73,9
S00092214,50,8,10,0,0,0,0,0,0,75,13
S00092215,22,11,2,0,0,0,0,0,0,74,6
S00092216,76,4,3,0,0,0,0,0,0,35,6
S00092217,43,4,4,0,0,0,0,0,0,37,9
S00092218,56,5,6,1,0,0,1,0,0,49,16
S00092219,34,3,0,2,0,0,0,0,2,50,6
S00092220,21,7,3,0,0,0,0,0,1,31,1
S00092221,39,7,16,0,0,0,0,0,0,45,3
S00092222,42,0,0,0,0,0,0,0,1,48,14
S00092223,50,15,3,1,0,0,0,1,0,66,13
S00092224,43,0,0,0,0,0,0,0,0,26,2
S00092225,44,3,10,0,4,0,0,0,0,30,10
S00092226,63,14,14,0,0,0,0,0,0,81,15
S00092227,46,9,8,0,0,0,0,0,0,74,16
