oa_code	african_carribbean_black	asian	mixed	other	white
S00108772	0	12	1	0	140
S00108773	0	0	0	0	118
S00108774	0	4	0	0	224
S00108775	0	2	0	0	106
S00108776	6	4	0	0	354
S00108777	0	8	0	0	114
S00108778	0	0	1	0	290
S00108779	0	0	1	0	264
S00108780	0	14	0	0	154
S00108781	0	0	0	0	234
S00108782	0	6	0	4	98
S00108783	0	0	1	0	240
S00108784	0	2	0	0	238
S00108785	0	8	0	0	318
S00108786	2	2	0	0	160
S00108787	0	8	0	0	174
S00108788	0	2	0	0	186
S00108789	2	0	0	0	272
S00108790	0	0	0	0	128
S00108791	0	0	0	0	170
S00108792	0	0	0	0	108
S00108793	0	2	2	0	214
S00108794	2	2	0	0	294
S00108795	0	6	1	0	400
S00108796	2	0	0	0	228
S00108797	4	12	0	0	226
S00108798	0	2	0	0	212
S00108799	0	8	0	0	270
S00108800	0	2	0	0	298
S00108801	0	6	0	0	232
S00108802	0	14	0	2	314
S00108803	0	20	0	0	252
S00108804	2	0	0	2	210
S00108805	0	0	0	0	168
S00108806	0	30	0	0	386
S00108807	2	0	2	0	318
S00108808	6	8	0	0	236
S00108809	0	0	1	0	114
S00108810	0	0	0	0	104
S00108811	2	0	1	0	212
S00108812	0	2	0	0	154
S00108813	0	4	0	0	100
S00108814	0	0	0	0	254
S00108815	0	0	0	0	128
S00108816	0	0	0	0	216
S00108817	0	0	0	0	208
S00108818	0	6	0	0	234
S00108819	0	0	0	0	140
S00108820	0	0	0	0	160
S00108821	0	0	0	0	152
S00108822	0	0	0	0	214
S00108823	0	2	0	0	214
S00108824	0	0	0	0	148
S00108825	0	0	0	0	222
S00108826	0	0	0	0	152
S00108827	0	0	0	0	246
S00108828	0	0	0	0	254
S00108829	0	2	1	2	190
S00108830	0	12	0	0	210
S00108831	0	4	0	0	240
S00108832	0	2	0	0	224
S00108833	0	0	0	0	274
S00108834	0	12	0	0	232
S00108835	0	0	0	0	140
S00108836	0	4	0	0	208
S00108837	0	0	0	0	190
S00108838	0	0	0	0	170
S00108839	0	4	0	2	246
S00108840	0	0	0	0	162
S00108841	0	0	0	0	184
S00108842	12	4	3	0	244
S00108843	0	0	0	0	168
S00108844	0	0	1	0	320
S00108845	4	8	3	0	290
S00108846	0	0	0	0	154
S00108847	0	18	0	0	230
S00108848	0	0	0	0	168
S00108849	0	0	0	0	124
S00108850	0	6	0	0	330
S00108851	8	8	4	4	1240
S00108852	0	8	0	0	218
S00108853	0	0	0	0	248
S00108854	0	2	0	0	248
S00108855	2	6	0	0	290
S00108856	0	0	0	0	158
S00108857	2	2	0	0	308
S00108858	0	14	1	0	146
S00108859	0	0	0	0	100
S00108860	0	2	0	0	176
S00108861	0	0	0	0	248
S00108862	0	4	0	0	282
S00108863	0	0	0	0	154
S00108864	0	0	0	0	278
S00108865	0	8	0	0	440
S00108866	0	0	0	0	248
S00108867	0	0	0	0	122
S00108868	2	10	3	0	316
S00108869	0	0	0	0	170
S00108870	0	0	0	0	148
S00108871	0	26	0	0	210
S00108872	0	0	0	0	268
S00108873	0	0	3	0	184
S00108874	0	10	0	0	346
S00108875	0	8	1	0	198
S00108876	0	0	0	4	214
S00108877	0	12	1	0	192
S00108878	2	0	1	4	196
S00108879	0	2	0	4	394
S00108880	0	0	2	0	250
S00108881	0	0	0	4	282
S00108882	0	0	0	0	230
S00108883	0	0	0	0	256
S00108884	0	6	0	0	186
S00108885	0	0	0	0	266
S00108886	0	0	2	2	320
S00108887	0	10	0	0	206
S00108888	0	0	0	0	418
S00108889	0	0	0	0	126
S00108890	2	2	0	0	304
S00108891	0	12	2	0	180
S00108892	0	4	0	0	196
S00108893	0	0	0	0	192
S00108894	0	14	0	0	304
S00108895	2	2	1	0	214
S00108896	0	4	0	2	140
S00108897	2	4	0	0	234
S00108898	0	8	0	0	178
S00108899	0	0	0	0	134
S00108900	0	0	0	0	182
S00108901	0	0	0	0	270
S00108902	4	12	0	0	278
S00108903	0	0	0	0	134
S00108904	0	4	0	0	252
S00108905	0	0	0	0	180
S00108906	0	2	0	0	354
S00108907	0	0	0	0	236
S00108908	0	2	0	0	192
S00108909	0	0	0	0	150
S00108910	0	4	0	0	194
S00108911	0	0	0	0	118
S00108912	2	0	0	0	222
S00108913	0	10	0	0	194
S00108914	6	12	0	0	344
S00108915	0	2	3	0	130
S00108916	2	12	0	0	184
S00108917	2	0	0	0	188
S00108918	0	0	0	0	478
S00108919	0	0	0	2	236
S00108920	4	0	0	0	380
S00108921	0	0	0	0	112
S00108922	0	2	0	0	158
S00108923	0	0	0	2	108
S00108924	0	0	0	2	514
S00108925	0	2	1	0	280
S00108926	0	0	1	0	174
S00108927	6	0	0	0	116
S00108928	0	2	0	0	262
S00108929	0	6	0	0	166
S00108930	0	10	0	0	318
S00108931	0	8	0	0	142
S00108932	10	0	0	0	318
S00108933	0	30	0	0	368
S00108934	0	0	0	0	224
S00108935	0	0	0	0	250
S00108936	0	0	0	0	156
S00108937	8	0	0	0	250
S00108938	4	6	0	0	160
S00108939	0	2	1	0	188
S00108940	0	2	1	0	230
S00108941	0	0	0	0	286
S00108942	0	0	0	0	182
S00108943	0	2	0	0	262
S00108944	0	2	0	0	246
S00108945	0	2	0	0	160
S00108946	0	6	0	0	248
S00108947	0	2	0	0	204
S00108948	2	4	0	0	148
S00108949	0	0	0	0	350
S00108950	0	0	0	0	306
S00108951	0	8	0	0	292
S00108952	0	0	0	2	332
S00108953	0	0	0	0	188
S00108954	0	0	0	0	150
S00108955	0	4	0	0	246
S00108956	0	0	0	0	216
S00108957	0	28	1	0	358
S00108958	0	0	0	0	294
S00108959	0	4	2	0	346
S00108960	0	2	0	0	260
S00108961	0	4	0	0	270
S00108962	0	4	0	0	586
S00108963	0	4	0	0	294
S00108964	0	48	0	0	134
S00108965	2	8	1	4	286
S00108966	0	24	0	0	386
S00108967	0	0	0	0	112
S00108968	0	0	0	4	172
S00108969	0	10	1	0	378
S00108970	0	2	0	0	184
S00108971	0	0	0	0	104
S00108972	0	0	0	0	144
S00108973	0	2	1	0	200
S00108974	0	0	1	0	276
S00108975	0	0	0	0	174
S00108976	0	0	0	0	312
S00108977	0	0	0	0	150
S00108978	0	0	1	0	332
S00108979	2	4	0	0	316
S00108980	0	0	0	0	244
S00108981	0	2	0	0	148
S00108982	0	8	0	0	356
S00108983	16	12	0	2	480
S00108984	0	0	0	0	326
S00108985	0	0	0	0	282
S00108986	0	0	1	0	272
S00108987	0	8	0	0	272
S00108988	0	0	0	0	190
S00108989	0	0	0	0	222
S00108990	0	0	0	0	168
S00108991	0	0	0	0	166
S00108992	0	0	0	0	100
S00108993	0	0	0	0	164
S00108994	0	2	0	0	232
S00108995	0	2	0	0	266
S00108996	2	0	0	0	222
S00108997	0	2	0	0	220
S00108998	4	8	3	0	164
S00108999	2	0	0	0	294
S00109000	2	2	0	4	212
S00109001	2	0	0	0	374
S00109002	0	0	1	2	286
S00109003	0	16	0	0	144
S00109004	0	14	0	0	226
S00109005	0	0	0	0	412
S00109006	0	0	0	0	110
S00109007	0	0	0	0	324
S00109008	0	0	0	0	194
S00109009	0	0	0	0	264
S00109010	0	0	0	0	134
S00109011	0	0	0	0	234
S00109012	0	0	0	0	378
S00109013	0	0	0	0	132
S00109014	0	0	0	0	104
S00109015	0	2	0	0	114
S00109016	0	10	0	0	318
S00109017	14	0	0	0	314
S00109018	0	0	0	0	248
S00109019	2	2	0	0	384
S00109020	0	10	0	0	366
S00109021	0	0	0	0	248
S00109022	2	12	0	0	292
S00109023	0	2	1	0	160
S00109024	0	0	0	0	194
S00109025	0	2	0	0	220
S00109026	0	0	0	0	152
S00109027	0	0	0	0	198
S00109028	0	0	0	0	312
S00109029	0	0	0	0	274
S00109030	0	0	0	0	236
S00109031	0	0	0	0	132
S00109032	0	2	3	0	284
S00109033	0	0	0	0	168
S00109034	0	0	0	0	244
S00109035	0	2	1	0	262
S00109036	0	0	0	2	352
S00109037	0	20	0	0	262
S00109038	0	0	3	0	300
S00109039	0	0	0	0	230
S00109040	0	2	4	0	252
S00109041	0	0	0	0	300
S00109042	0	8	0	0	272
S00109043	0	4	0	0	274
S00109044	0	0	0	0	198
S00109045	0	0	1	0	216
S00109046	0	0	0	0	294
S00109047	0	0	0	0	134
S00109048	0	0	0	0	144
S00109049	0	0	0	0	178
S00109050	0	0	0	0	126
S00109051	0	0	0	0	268
S00109052	2	0	0	0	178
S00109053	0	0	0	0	194
S00109054	0	0	1	2	268
S00109055	2	4	0	0	158
S00109056	4	2	2	0	148
S00109057	0	0	0	0	142
S00109058	0	0	0	0	282
S00109059	0	0	0	0	234
S00109060	0	0	0	0	298
S00109061	0	2	0	2	184
S00109062	2	0	0	0	218
S00109063	0	0	0	0	286
S00109064	0	0	0	0	194
S00109065	2	0	0	0	162
S00109066	0	0	0	0	194
S00109067	0	6	0	0	292
S00109068	0	0	0	0	116
S00109069	4	0	0	0	256
S00109070	0	0	1	0	182
S00109071	0	0	2	0	226
S00109072	0	2	2	0	210
S00109073	0	2	2	0	188
S00109074	0	0	2	0	182
S00109075	0	0	0	0	166
S00109076	0	0	1	0	184
S00109077	0	0	0	0	180
S00109078	0	4	1	0	150
S00109079	0	0	0	0	242
S00109080	0	0	0	0	272
S00109081	0	0	0	4	262
S00109082	0	0	0	0	216
S00109083	0	2	2	0	224
S00109084	0	0	0	0	284
S00109085	0	0	1	0	324
S00109086	0	0	1	0	182
S00109087	0	0	0	0	138
S00109088	0	0	0	0	144
S00109089	0	0	5	0	178
S00109090	0	4	5	0	412
S00109091	2	0	0	0	366
S00109092	2	0	3	0	232
S00109093	0	0	0	0	240
S00109094	0	0	0	0	234
S00109095	0	0	0	0	224
S00109096	0	0	0	0	156
S00109097	0	2	1	0	230
S00109098	0	0	0	0	202
S00109099	0	0	0	0	246
S00109100	0	0	4	0	184
S00109101	2	0	1	0	154
S00109102	0	0	1	0	282
S00109103	0	0	0	0	176
S00109104	0	0	0	0	266
S00109105	0	2	1	0	136
S00109106	0	2	2	0	338
S00109107	0	0	0	0	140
S00109108	0	0	0	0	194
S00109109	0	0	0	0	132
S00109110	0	0	0	0	240
S00109111	0	0	1	0	158
S00109112	0	0	0	0	196
S00109113	0	0	0	0	150
S00109114	2	0	0	0	298
S00109115	0	0	0	0	220
S00109116	0	0	1	0	362
S00109117	0	2	0	0	248
S00109118	0	2	0	0	302
S00109119	0	10	1	0	466
S00109120	0	14	1	0	326
S00109121	0	10	4	0	114
S00109122	8	8	1	0	294
S00109123	0	0	3	2	218
S00109124	0	14	0	2	260
S00109125	0	0	1	2	264
S00109126	0	0	0	2	288
S00109127	0	0	2	2	212
S00109128	0	2	0	0	230
S00109129	0	0	0	0	190
S00109130	0	0	1	0	176
S00109131	0	0	1	0	232
S00109132	0	0	0	0	164
S00109133	0	0	0	0	272
S00109134	0	6	1	0	180
S00109135	0	6	0	0	352
S00109136	0	18	0	0	192
S00109137	0	0	0	0	166
S00109138	0	0	3	0	324
S00109139	6	6	0	0	300
S00109140	0	0	0	0	244
S00109141	0	0	0	0	256
S00109142	2	4	0	0	342
S00109143	0	10	0	2	276
S00109144	0	0	0	0	290
S00109145	0	4	0	0	348
S00109146	0	2	0	0	296
S00109147	0	4	0	0	246
S00109148	0	0	0	0	266
S00109149	0	0	0	2	266
S00109150	0	2	1	0	220
S00109151	0	16	0	0	254
S00109152	0	0	0	0	198
S00109153	0	0	0	0	312
S00109154	2	4	0	0	302
S00109155	0	4	0	2	256
S00109156	0	2	0	0	318
S00109157	2	2	0	0	334
S00109158	0	6	0	0	200
S00109159	4	12	0	0	314
S00109160	0	0	0	0	274
S00109161	0	0	0	0	220
S00109162	0	0	0	2	208
S00109163	0	0	0	0	152
S00109164	0	0	0	2	140
S00109165	0	8	0	0	282
S00109166	0	4	0	0	276
S00109167	0	8	1	4	232
S00109168	0	0	0	0	234
S00109169	0	0	0	0	218
S00109170	0	2	0	0	284
S00109171	0	0	0	0	276
S00109172	4	0	0	0	266
S00109173	2	2	0	0	198
S00109174	0	0	0	0	142
S00109175	0	8	0	2	216
S00109176	0	0	0	0	142
S00109177	2	4	6	0	326
S00109178	0	0	0	0	148
S00109179	0	6	0	8	368
S00109180	0	6	1	0	260
S00109181	0	10	0	0	272
S00109182	0	6	4	0	196
S00109183	0	6	0	0	218
S00109184	0	0	0	0	322
S00109185	0	2	0	0	248
S00109186	0	14	0	0	214
S00109187	0	28	2	0	704
S00109188	0	0	0	0	140
S00109189	0	14	1	0	260
S00109190	2	6	0	0	380
S00109191	0	2	3	0	358
S00109192	0	0	0	0	164
S00109193	0	0	0	0	152
S00109194	0	4	1	0	290
S00109195	0	12	0	0	426
S00109196	2	10	0	0	336
S00109197	0	0	2	0	362
S00109198	0	0	1	2	212
S00109199	0	0	0	0	234
S00109200	2	2	0	2	252
S00109201	4	16	0	0	520
S00109202	0	0	0	0	314
S00109203	0	0	0	0	266
S00109204	0	0	0	0	248
S00109205	2	10	0	0	322
S00109206	0	0	0	0	186
S00109207	0	2	0	0	208
S00109208	2	0	0	0	174
S00109209	4	0	0	0	192
S00109210	0	0	0	0	224
S00109211	0	0	0	0	150
S00109212	0	0	0	0	174
S00109213	0	2	0	0	172
S00109214	0	2	2	0	270
S00109215	0	2	0	0	260
S00109216	0	0	0	0	176
S00109217	0	0	2	0	178
S00109218	2	0	2	0	196
S00109219	2	0	0	0	272
S00109220	0	16	0	0	226
S00109221	0	0	0	0	242
S00109222	0	0	0	0	208
S00109223	0	0	0	0	264
S00109224	0	0	0	0	228
S00109225	0	0	0	0	284
S00109226	0	0	0	0	280
S00109227	0	0	0	0	256
S00109228	0	0	0	0	198
S00109229	0	0	0	0	234
S00109230	2	0	1	0	232
S00109231	0	8	1	2	194
S00109232	0	4	0	0	208
S00109233	0	0	1	0	212
S00109234	0	0	0	0	230
S00109235	0	8	0	0	156
S00109236	0	0	1	0	240
S00109237	0	2	0	0	240
S00109238	0	2	0	0	220
S00109239	0	2	0	0	202
S00109240	2	0	0	0	210
S00109241	0	0	1	0	174
S00109242	2	8	1	0	218
S00109243	0	8	0	2	290
S00109244	0	2	0	0	276
S00109245	0	0	0	0	144
S00109246	0	0	0	0	200
S00109247	0	0	1	0	302
S00109248	0	0	2	2	226
S00109249	0	0	1	0	302
S00109250	0	0	1	0	204
S00109251	2	2	1	0	186
S00109252	0	0	0	0	204
S00109253	0	0	0	0	164
S00109254	0	0	0	0	300
S00109255	0	0	0	0	146
S00109256	2	2	1	0	148
S00109257	0	2	0	0	314
S00109258	2	0	1	0	272
S00109259	2	6	1	0	188
S00109260	0	2	0	0	278
S00109261	0	10	0	0	260
S00109262	6	2	1	0	192
S00109263	0	0	0	0	180
S00109264	0	0	0	0	258
S00109265	0	0	0	0	290
S00109266	0	0	0	0	184
S00109267	0	0	0	0	294
S00109268	0	2	0	0	204
S00109269	12	0	0	0	256
S00109270	2	0	0	0	136
S00109271	0	0	0	0	128
S00109272	0	0	1	2	124
S00109273	0	0	0	0	198
S00109274	0	0	0	0	152
S00109275	6	0	0	0	280
S00109276	4	0	0	0	324
S00109277	0	0	0	0	228
S00109278	0	0	0	0	190
S00109279	0	8	0	0	114
S00109280	0	2	0	0	276
S00109281	0	8	0	0	194
S00109282	0	0	0	0	230
S00109283	0	0	0	0	168
S00109284	2	4	0	0	284
S00109285	0	0	0	0	164
S00109286	0	0	0	0	192
S00109287	0	2	0	0	236
S00109288	0	8	0	0	242
S00109289	2	0	0	0	182
S00109290	0	2	1	0	144
S00109291	0	8	0	0	202
S00109292	0	0	1	0	154
S00109293	0	0	0	0	102
S00109294	0	2	0	0	166
S00109295	0	6	1	0	148
S00109296	2	0	0	0	292
S00109297	0	0	0	0	106
S00109298	0	0	0	0	294
S00109299	0	0	0	0	188
S00109300	0	2	1	4	216
S00109301	0	0	1	0	276
S00109302	0	0	0	0	184
S00109303	0	2	0	0	242
S00109304	0	0	1	0	234
S00109305	0	0	0	0	198
S00109306	0	4	1	0	144
S00109307	8	2	1	0	378
S00109308	0	2	0	0	236
S00109309	0	0	0	0	150
S00109310	8	2	1	0	160
S00109311	0	4	0	0	202
S00109312	0	4	0	0	272
S00109313	0	0	0	0	164
S00109314	0	0	0	0	142
S00109315	0	0	0	0	176
S00109316	2	2	0	0	120
S00109317	0	0	0	0	300
S00109318	0	2	0	0	320
S00109319	0	0	0	0	280
S00109320	0	8	1	0	156
S00109321	0	0	0	0	178
S00109322	0	2	2	0	280
S00109323	0	0	0	0	200
S00109324	2	2	3	0	224
S00109325	0	2	0	0	202
S00109326	0	0	0	0	200
S00109327	0	8	0	0	190
S00109328	0	24	1	0	240
S00109329	0	0	0	0	266
S00109330	0	0	0	0	234
S00109331	0	0	2	2	116
S00109332	0	0	2	0	170
S00109333	0	4	0	0	206
S00109334	0	0	1	0	320
S00109335	0	0	0	0	186
S00109336	0	2	2	0	210
S00109337	0	0	0	0	228
S00109338	22	0	0	0	294
S00109339	0	0	0	0	246
S00109340	0	0	0	0	178
S00109341	0	0	0	0	294
S00109342	0	4	0	0	238
S00109343	0	2	1	0	162
S00109344	0	0	0	0	180
S00109345	0	0	0	0	194
S00109346	0	0	0	0	240
S00109347	0	0	0	0	240
S00109348	0	4	0	0	170
S00109349	0	2	0	0	312
S00109350	0	0	0	0	146
S00109351	0	2	1	0	210
S00109352	0	0	0	0	162
S00109353	0	0	0	0	240
S00109354	0	0	0	0	214
S00109355	0	0	1	0	214
S00109356	2	0	0	0	218
S00109357	0	0	0	0	134
S00109358	0	0	0	0	200
S00109359	0	0	0	0	246
S00109360	0	0	0	0	184
S00109361	0	2	1	2	218
S00109362	0	0	1	2	312
S00109363	0	0	0	0	342
S00109364	0	0	0	0	270
S00109365	0	0	0	0	258
S00109366	4	0	0	0	346
S00109367	0	16	0	0	182
S00109368	0	20	0	0	294
S00109369	0	20	1	0	248
S00109370	0	0	0	0	346
S00109371	0	12	0	0	298
S00109372	0	0	1	0	132
S00109373	4	6	0	0	168
S00109374	0	0	0	0	234
S00109375	0	4	0	0	150
S00109376	0	4	1	0	198
S00109377	0	6	0	0	184
S00109378	0	2	1	0	340
S00109379	0	0	0	0	312
S00109380	10	8	0	0	226
S00109381	0	0	2	0	224
S00109382	0	10	1	2	342
S00109383	0	0	0	0	194
S00109384	0	0	0	0	218
S00109385	4	2	1	2	184
S00109386	20	0	1	2	130
S00109387	0	2	0	2	136
S00109388	0	2	0	0	188
S00109389	0	2	0	0	166
S00109390	0	0	1	0	330
S00109391	0	0	0	0	238
S00109392	0	0	0	0	254
S00109393	0	0	0	2	238
S00109394	0	8	0	0	210
S00109395	0	0	0	0	122
S00109396	0	0	0	0	126
S00109397	16	0	0	0	304
S00109398	0	0	0	0	198
S00109399	0	2	1	0	212
S00109400	0	0	0	0	226
S00109401	0	2	1	0	162
S00109402	0	0	0	0	186
S00109403	0	2	0	0	236
S00109404	0	0	0	0	218
S00109405	0	4	0	0	210
S00109406	0	6	0	0	288
S00109407	0	0	0	0	114
S00109408	2	14	0	0	282
S00109409	0	4	0	0	146
S00109410	0	4	0	0	258
S00109411	0	0	0	0	168
S00109412	4	0	0	0	248
S00109413	0	0	0	0	196
S00109414	0	8	0	2	206
S00109415	0	6	0	0	204
S00109416	0	2	0	0	220
S00109417	0	2	0	0	194
S00109418	0	2	0	0	198
S00109419	0	6	0	2	292
S00109420	0	0	0	0	320
S00109421	0	0	0	0	156
S00109422	0	4	0	0	276
S00109423	0	0	0	0	150
S00109424	0	2	1	6	158
S00109425	0	0	0	0	300
S00109426	12	0	0	0	374
S00109427	2	2	0	0	324
S00109428	0	2	0	0	352
S00109429	0	0	0	0	246
S00109430	0	0	0	0	208
S00109431	2	0	1	0	250
S00109432	2	12	0	0	142
S00109433	0	0	0	0	204
S00109434	0	0	0	0	190
S00109435	10	2	0	0	220
S00109436	0	0	0	0	194
S00109437	0	0	0	0	148
S00109438	0	0	0	0	112
S00109439	2	0	0	2	184
S00109440	2	0	0	0	166
S00109441	0	0	0	0	110
S00109442	0	2	1	0	310
S00109443	0	6	0	0	156
S00109444	2	0	0	0	150
S00109445	0	2	0	0	122
S00109446	0	0	0	0	292
S00109447	0	0	0	0	150
S00109448	0	0	0	0	152
S00109449	4	0	1	0	176
S00109450	0	8	0	0	166
S00109451	0	0	0	0	170
S00109452	0	0	0	2	184
S00109453	8	2	0	0	210
S00109454	0	0	0	0	384
S00109455	0	0	0	0	218
S00109456	0	0	0	0	186
S00109457	0	2	0	0	188
S00109458	0	2	1	0	222
S00109459	0	8	0	0	158
S00109460	2	0	0	0	148
S00109461	0	0	0	0	234
S00109462	0	0	0	0	142
S00109463	0	0	0	0	218
S00109464	0	4	0	0	340
S00109465	0	0	0	0	226
S00109466	0	0	0	0	312
S00109467	0	0	0	0	122
S00109468	0	0	0	0	240
S00109469	0	0	0	0	196
S00109470	0	0	0	0	220
S00109471	4	6	0	0	268
S00109472	0	0	0	0	146
S00109473	0	16	1	2	320
S00109474	0	0	0	0	362
S00109475	0	24	0	0	314
S00109476	0	6	2	0	224
S00109477	2	8	0	0	280
S00109478	2	0	0	0	238
S00109479	0	0	0	2	224
S00109480	6	0	0	0	334
S00109481	0	0	0	0	120
S00109482	0	0	0	0	304
S00109483	0	0	0	0	200
S00109484	0	0	0	0	208
S00109485	0	0	0	0	310
S00109486	6	2	0	2	314
S00109487	0	0	1	0	204
S00109488	0	14	1	0	302
S00109489	0	14	0	0	202
S00109490	12	0	0	4	396
S00109491	4	4	0	0	130
S00109492	0	2	0	0	178
S00109493	0	16	0	0	226
S00109494	4	4	0	4	340
S00109495	0	6	0	0	182
S00109496	0	6	0	0	258
S00109497	0	14	0	4	254
S00109498	0	6	0	0	166
S00109499	0	0	1	2	158
S00109500	2	2	0	0	214
S00109501	2	12	1	0	146
S00109502	4	0	0	0	158
S00109503	4	0	0	0	106
S00109504	0	0	0	0	172
S00109505	0	0	0	0	210
S00109506	8	0	0	0	190
S00109507	8	6	0	2	252
S00109508	4	2	0	0	312
S00109509	2	0	1	0	140
S00109510	0	0	0	0	348
S00109511	2	0	0	0	370
S00109512	0	0	0	0	268
S00109513	0	0	0	0	196
S00109514	0	0	0	0	364
S00109515	0	4	0	0	378
S00109516	0	4	2	0	386
S00109517	4	16	0	0	280
S00109518	0	12	0	0	228
S00109519	0	0	0	0	226
S00109520	0	16	3	0	282
S00109521	0	0	0	0	246
S00109522	0	0	1	0	278
S00109523	2	0	0	0	258
S00109524	0	2	1	2	310
S00109525	0	0	0	0	160
S00109526	0	0	0	0	190
S00109527	0	0	0	0	230
S00109528	0	0	0	0	104
S00109529	0	2	1	0	106
S00109530	0	0	0	0	234
S00109531	0	10	0	0	160
S00109532	0	12	0	0	260
S00109533	0	0	1	0	202
S00109534	2	0	0	0	288
S00109535	0	2	0	0	318
S00109536	0	14	2	0	256
S00109537	0	4	0	0	254
S00109538	0	0	1	0	212
S00109539	0	4	0	2	228
S00109540	0	22	0	0	252
S00109541	0	2	0	0	274
S00109542	0	0	0	0	168
S00109543	0	4	0	0	208
S00109544	6	0	1	0	214
S00109545	0	0	0	0	180
S00109546	2	2	0	0	186
S00109547	0	0	0	0	140
S00109548	0	2	0	0	260
S00109549	0	0	0	0	188
S00109550	2	10	0	0	282
S00109551	0	0	0	0	110
S00109552	6	16	2	0	196
S00109553	2	0	0	0	188
S00109554	0	8	0	0	168
S00109555	0	0	0	0	150
S00109556	0	2	0	0	102
S00109557	0	0	0	0	202
S00109558	0	24	0	0	310
S00109559	0	0	0	0	266
S00109560	0	0	0	0	192
S00109561	0	4	0	0	168
S00109562	0	0	0	0	238
S00109563	2	4	0	0	264
S00109564	0	4	0	0	368
S00109565	0	6	0	0	192
S00109566	0	0	0	0	198
S00109567	0	2	0	0	298
S00109568	2	0	0	0	146
S00109569	2	0	0	0	284
S00109570	0	0	1	0	280
S00109571	0	0	1	0	360
S00109572	2	0	1	0	204
S00109573	0	2	3	0	126
S00109574	0	10	0	0	174
S00109575	0	2	0	0	134
S00109576	2	4	1	0	194
S00109577	0	0	0	0	244
S00109578	0	4	1	0	190
S00109579	0	2	0	0	172
S00109580	0	0	0	0	206
S00109581	0	0	1	0	148
S00109582	2	4	0	0	288
S00109583	0	0	0	0	194
S00109584	0	6	0	0	354
S00109585	0	2	0	0	250
S00109586	2	2	0	0	148
S00109587	0	0	1	2	226
S00109588	0	0	0	0	346
S00109589	0	0	0	0	264
S00109590	0	4	0	0	282
S00109591	0	8	0	0	400
S00109592	0	0	0	0	150
S00109593	0	0	0	2	226
S00109594	0	0	0	2	254
S00109595	0	0	0	0	130
S00109596	0	0	0	0	236
S00109597	0	0	0	0	172
S00109598	0	0	0	0	252
S00109599	0	0	1	0	256
S00109600	0	0	0	0	126
S00109601	0	12	0	0	210
S00109602	2	8	2	0	200
S00109603	0	10	0	4	238
S00109604	0	14	0	8	104
S00109605	2	2	0	0	112
S00109606	0	4	0	0	250
S00109607	0	0	0	4	210
S00109608	0	2	0	0	140
S00109609	0	2	0	0	178
S00109610	4	14	0	2	116
S00109611	0	2	0	0	174
S00109612	0	0	0	0	336
S00109613	2	0	0	0	270
S00109614	0	0	0	0	278
S00109615	0	0	0	0	230
S00109616	0	0	0	0	108
S00109617	4	2	0	0	296
S00109618	0	0	0	0	230
S00109619	0	2	1	0	240
S00109620	0	0	0	0	244
S00109621	0	2	2	0	232
S00109622	0	0	0	0	244
S00109623	0	6	0	0	130
S00109624	0	0	0	0	222
S00109625	0	0	0	0	256
S00109626	0	0	0	0	400
S00109627	0	0	0	0	212
S00109628	0	0	0	0	184
S00109629	0	4	0	0	228
S00109630	0	0	0	0	276
S00109631	0	0	0	0	202
S00109632	0	0	0	0	182
S00109633	0	0	1	0	302
S00109634	0	0	0	0	216
S00109635	0	0	0	0	214
S00109636	0	0	0	0	132
S00109637	0	0	1	2	344
S00109638	0	0	0	0	194
S00109639	2	0	5	0	200
S00109640	0	0	0	0	180
S00109641	0	0	0	0	170
S00109642	0	0	0	0	260
S00109643	0	0	0	0	182
S00109644	0	2	0	0	180
S00109645	0	0	0	0	230
S00109646	0	0	1	0	274
S00109647	0	0	1	4	258
S00109648	0	0	0	0	282
S00109649	0	0	0	0	324
S00109650	0	0	0	0	266
S00109651	0	2	0	0	172
S00109652	4	0	0	2	278
S00109653	0	0	1	0	266
S00109654	0	0	1	0	160
S00109655	0	4	0	0	286
S00109656	2	0	2	0	162
S00109657	0	2	0	2	274
S00109658	0	12	0	0	224
S00109659	0	6	0	0	252
S00109660	0	0	0	0	232
S00109661	0	4	0	0	384
S00109662	0	0	0	0	270
S00109663	0	0	0	0	292
S00109664	0	10	0	0	278
S00109665	0	2	2	0	210
S00109666	0	0	0	0	162
S00109667	0	0	0	0	200
S00109668	0	0	0	0	238
S00109669	0	2	0	0	190
S00109670	0	8	0	0	318
S00109671	0	0	0	0	226
S00109672	0	0	0	0	184
S00109673	2	0	0	0	174
S00109674	0	4	2	0	256
S00109675	0	0	0	0	270
S00109676	0	0	0	0	230
S00109677	0	6	0	0	204
S00109678	0	0	0	0	274
S00109679	0	0	0	0	312
S00109680	0	0	0	0	164
S00109681	2	0	0	0	218
S00109682	0	0	1	0	268
S00109683	0	0	0	0	154
S00109684	0	2	0	0	170
S00109685	0	0	0	0	176
S00109686	0	10	0	0	292
S00109687	0	2	0	0	196
S00109688	0	0	0	0	204
S00109689	0	22	0	0	276
S00109690	0	0	0	0	256
S00109691	0	0	0	0	262
S00109692	0	0	0	0	256
S00109693	0	0	0	0	156
S00109694	0	4	0	0	254
S00109695	2	10	0	0	208
S00109696	0	0	0	0	178
S00109697	0	14	0	2	208
S00109698	0	0	0	0	204
S00109699	0	0	1	0	342
S00109700	10	10	0	0	296
S00109701	0	8	0	0	292
S00109702	0	2	2	0	208
